Time, Activation By Channel (% of MVC)
523.248000, 2.094561E-2, 1.398929E+0
523.249000, 5.404097E-4, 1.398929E+0
523.250000, 5.404097E-4, 1.398929E+0
523.251000, -1.986479E-2, 1.398929E+0
523.252000, 5.404097E-4, 1.398929E+0
523.253000, -3.006740E-2, 1.409125E+0
523.254000, 2.094561E-2, 1.398929E+0
523.255000, 6.175602E-2, 1.398929E+0
523.256000, 4.135082E-2, 1.398929E+0
523.257000, 6.175602E-2, 1.398929E+0
523.258000, 7.195862E-2, 1.398929E+0
523.259000, 3.114822E-2, 1.398929E+0
523.260000, -3.006740E-2, 1.409125E+0
523.261000, -9.662192E-3, 1.398929E+0
523.262000, 5.404097E-4, 1.398929E+0
523.263000, 1.229716E-1, 1.398929E+0
523.264000, 1.841872E-1, 1.398929E+0
523.265000, 6.175602E-2, 1.409125E+0
523.266000, 1.074301E-2, 1.409125E+0
523.267000, -9.662192E-3, 1.409125E+0
523.268000, 4.135082E-2, 1.409125E+0
523.269000, 1.841872E-1, 1.409125E+0
523.270000, 1.331742E-1, 1.409125E+0
523.271000, 2.094561E-2, 1.409125E+0
523.272000, 4.135082E-2, 1.398929E+0
523.273000, 5.155342E-2, 1.398929E+0
523.274000, 1.637820E-1, 1.409125E+0
523.275000, 7.195862E-2, 1.409125E+0
523.276000, 6.175602E-2, 1.409125E+0
523.277000, -4.027000E-2, 1.409125E+0
523.278000, -2.035116E-1, 1.409125E+0
523.279000, -2.749298E-1, 1.409125E+0
523.280000, -4.483741E-1, 1.409125E+0
, , 
523.281000, -3.055376E-1, 1.398929E+0
523.282000, -6.067520E-2, 1.409125E+0
523.283000, -2.137142E-1, 1.398929E+0
523.284000, -5.047260E-2, 1.398929E+0
523.285000, 4.135082E-2, 1.398929E+0
523.286000, -2.647272E-1, 1.409125E+0
523.287000, 6.175602E-2, 1.409125E+0
523.288000, 6.637095E-1, 1.409125E+0
523.289000, 6.331017E-1, 1.398929E+0
523.290000, -1.524986E-1, 1.398929E+0
523.291000, -5.708053E-1, 1.398929E+0
523.292000, -6.320209E-1, 1.398929E+0
523.293000, -2.749298E-1, 1.398929E+0
523.294000, -1.627012E-1, 1.398929E+0
523.295000, 7.657355E-1, 1.398929E+0
523.296000, 1.286068E+0, 1.398929E+0
523.297000, 6.739121E-1, 1.398929E+0
523.298000, 4.800627E-1, 1.409125E+0
523.299000, 5.004679E-1, 1.398929E+0
523.300000, 2.249977E-1, 1.398929E+0
523.301000, -8.108041E-2, 1.409125E+0
523.302000, -1.933090E-1, 1.398929E+0
523.303000, -1.831064E-1, 1.398929E+0
523.304000, -8.108041E-2, 1.398929E+0
523.305000, 5.514809E-1, 1.398929E+0
523.306000, 2.454029E-1, 1.398929E+0
523.307000, -1.116882E-1, 1.398929E+0
523.308000, -1.014856E-1, 1.398929E+0
523.309000, -2.647272E-1, 1.409125E+0
523.310000, 1.025664E-1, 1.398929E+0
523.311000, -3.006740E-2, 1.409125E+0
523.312000, -9.662192E-3, 1.398929E+0
523.313000, 7.555329E-1, 1.398929E+0
, , 
523.314000, 8.575590E-1, 1.409125E+0
523.315000, 2.352003E-1, 1.409125E+0
523.316000, 1.637820E-1, 1.398929E+0
523.317000, 1.025664E-1, 1.409125E+0
523.318000, 5.404097E-4, 1.409125E+0
523.319000, -1.933090E-1, 1.409125E+0
523.320000, -2.953350E-1, 1.409125E+0
523.321000, -2.239168E-1, 1.409125E+0
523.322000, 3.372263E-1, 1.398929E+0
523.323000, 5.718861E-1, 1.409125E+0
523.324000, 4.596575E-1, 1.409125E+0
523.325000, 3.474289E-1, 1.409125E+0
523.326000, 2.352003E-1, 1.409125E+0
523.327000, 1.841872E-1, 1.398929E+0
523.328000, 2.249977E-1, 1.409125E+0
523.329000, 1.841872E-1, 1.409125E+0
523.330000, 1.127690E-1, 1.398929E+0
523.331000, 6.175602E-2, 1.398929E+0
523.332000, 2.094561E-2, 1.398929E+0
523.333000, 4.135082E-2, 1.398929E+0
523.334000, 6.175602E-2, 1.398929E+0
