Time, Activation By Channel (% of MVC)
402.798000, 1.637820E-1, 1.398929E+0
402.799000, -1.986479E-2, 1.398929E+0
402.800000, -5.810079E-1, 1.409125E+0
402.801000, -5.504001E-1, 1.409125E+0
402.802000, -2.647272E-1, 1.409125E+0
402.803000, -1.986479E-2, 1.409125E+0
402.804000, 5.922913E-1, 1.398929E+0
402.805000, 3.474289E-1, 1.398929E+0
402.806000, 3.114822E-2, 1.409125E+0
402.807000, 2.556055E-1, 1.409125E+0
402.808000, -9.128301E-2, 1.409125E+0
402.809000, -1.019720E+0, 1.409125E+0
402.810000, -1.448229E+0, 1.409125E+0
402.811000, -1.101341E+0, 1.398929E+0
402.812000, 7.147225E-1, 1.398929E+0
402.813000, 1.418702E+0, 1.398929E+0
402.814000, 1.184042E+0, 1.398929E+0
402.815000, 7.045199E-1, 1.409125E+0
402.816000, 4.188471E-1, 1.398929E+0
402.817000, 3.984419E-1, 1.398929E+0
402.818000, 2.556055E-1, 1.398929E+0
402.819000, 1.739846E-1, 1.398929E+0
402.820000, 1.331742E-1, 1.398929E+0
402.821000, 1.127690E-1, 1.409125E+0
402.822000, 8.216122E-2, 1.398929E+0
402.823000, 4.135082E-2, 1.398929E+0
402.824000, 2.094561E-2, 1.398929E+0
402.825000, 3.114822E-2, 1.398929E+0
402.826000, 5.404097E-4, 1.409125E+0
402.827000, 5.404097E-4, 1.409125E+0
402.828000, 2.094561E-2, 1.409125E+0
402.829000, 3.114822E-2, 1.398929E+0
402.830000, 4.135082E-2, 1.398929E+0
, , 
402.831000, 5.155342E-2, 1.409125E+0
402.832000, -1.422960E-1, 1.398929E+0
402.833000, -3.259428E-1, 1.409125E+0
402.834000, -3.973611E-1, 1.409125E+0
402.835000, -1.142151E+0, 1.398929E+0
402.836000, -1.529850E+0, 1.398929E+0
402.837000, -1.448229E+0, 1.398929E+0
402.838000, -1.407419E+0, 1.409125E+0
402.839000, 1.153434E+0, 1.409125E+0
402.840000, 2.418557E+0, 1.409125E+0
402.841000, 1.000395E+0, 1.398929E+0
402.842000, 6.331017E-1, 1.409125E+0
402.843000, 7.045199E-1, 1.409125E+0
402.844000, 3.882393E-1, 1.409125E+0
402.845000, 2.760107E-1, 1.409125E+0
402.846000, 4.494549E-1, 1.409125E+0
402.847000, 4.290497E-1, 1.398929E+0
402.848000, 2.352003E-1, 1.398929E+0
402.849000, 2.045924E-1, 1.398929E+0
402.850000, 2.454029E-1, 1.398929E+0
402.851000, -4.027000E-2, 1.409125E+0
402.852000, -3.769559E-1, 1.409125E+0
402.853000, -6.218183E-1, 1.398929E+0
402.854000, -9.176938E-1, 1.398929E+0
402.855000, -6.626287E-1, 1.409125E+0
402.856000, 2.249977E-1, 1.398929E+0
402.857000, 3.474289E-1, 1.409125E+0
402.858000, 5.004679E-1, 1.409125E+0
402.859000, 5.412783E-1, 1.398929E+0
402.860000, 4.188471E-1, 1.398929E+0
402.861000, 8.575590E-1, 1.398929E+0
402.862000, 1.074301E-2, 1.409125E+0
402.863000, -3.769559E-1, 1.409125E+0
, , 
402.864000, -1.627012E-1, 1.409125E+0
402.865000, 6.175602E-2, 1.398929E+0
402.866000, 5.004679E-1, 1.409125E+0
402.867000, 5.004679E-1, 1.398929E+0
402.868000, -1.320934E-1, 1.398929E+0
402.869000, -5.095897E-1, 1.409125E+0
402.870000, -3.667533E-1, 1.409125E+0
402.871000, -1.422960E-1, 1.409125E+0
402.872000, -2.341194E-1, 1.398929E+0
402.873000, 4.698601E-1, 1.398929E+0
402.874000, 3.372263E-1, 1.398929E+0
402.875000, -1.320934E-1, 1.398929E+0
402.876000, -1.320934E-1, 1.409125E+0
402.877000, -3.006740E-2, 1.409125E+0
402.878000, 3.372263E-1, 1.398929E+0
402.879000, -1.014856E-1, 1.398929E+0
402.880000, 2.045924E-1, 1.398929E+0
402.881000, 3.882393E-1, 1.409125E+0
402.882000, -6.320209E-1, 1.409125E+0
402.883000, -1.111543E+0, 1.409125E+0
402.884000, -1.060530E+0, 1.398929E+0
402.885000, -5.197923E-1, 1.409125E+0
402.886000, 1.530931E+0, 1.398929E+0
402.887000, 6.228991E-1, 1.409125E+0
402.888000, 1.637820E-1, 1.409125E+0
402.889000, -9.128301E-2, 1.409125E+0
402.890000, 7.351277E-1, 1.398929E+0
402.891000, 1.173840E+0, 1.409125E+0
402.892000, 4.188471E-1, 1.398929E+0
402.893000, 6.175602E-2, 1.409125E+0
402.894000, -8.666807E-1, 1.409125E+0
402.895000, -1.376811E+0, 1.409125E+0
402.896000, -9.585042E-1, 1.398929E+0
, , 
402.897000, 8.216122E-2, 1.409125E+0
402.898000, 1.051408E+0, 1.398929E+0
402.899000, 1.286068E+0, 1.398929E+0
402.900000, 5.310757E-1, 1.409125E+0
402.901000, 1.943898E-1, 1.409125E+0
402.902000, 3.270237E-1, 1.398929E+0
402.903000, 1.224853E+0, 1.398929E+0
402.904000, 8.065460E-1, 1.398929E+0
402.905000, 4.494549E-1, 1.409125E+0
402.906000, 6.637095E-1, 1.409125E+0
402.907000, 3.576315E-1, 1.409125E+0
402.908000, -4.027000E-2, 1.398929E+0
402.909000, -1.320934E-1, 1.398929E+0
402.910000, -2.443220E-1, 1.398929E+0
402.911000, -2.443220E-1, 1.398929E+0
402.912000, 2.094561E-2, 1.409125E+0
402.913000, 4.596575E-1, 1.409125E+0
402.914000, 1.943898E-1, 1.398929E+0
402.915000, 1.331742E-1, 1.398929E+0
402.916000, 6.175602E-2, 1.409125E+0
402.917000, -3.006740E-2, 1.398929E+0
402.918000, -4.027000E-2, 1.409125E+0
402.919000, -5.047260E-2, 1.409125E+0
402.920000, -1.627012E-1, 1.388733E+0
402.921000, -9.128301E-2, 1.398929E+0
402.922000, -1.524986E-1, 1.409125E+0
402.923000, 3.114822E-2, 1.398929E+0
402.924000, 1.127690E-1, 1.409125E+0
402.925000, 2.094561E-2, 1.409125E+0
402.926000, 5.404097E-4, 1.409125E+0
402.927000, 3.114822E-2, 1.398929E+0
402.928000, 5.404097E-4, 1.409125E+0
402.929000, -6.067520E-2, 1.398929E+0
, , 
402.930000, -2.239168E-1, 1.398929E+0
402.931000, -6.320209E-1, 1.409125E+0
402.932000, -8.564781E-1, 1.409125E+0
402.933000, -8.462755E-1, 1.398929E+0
402.934000, -5.708053E-1, 1.409125E+0
402.935000, 2.352003E-1, 1.398929E+0
402.936000, 7.045199E-1, 1.409125E+0
402.937000, 1.127690E-1, 1.409125E+0
402.938000, 6.841147E-1, 1.409125E+0
402.939000, 4.290497E-1, 1.398929E+0
402.940000, -1.014856E-1, 1.398929E+0
402.941000, -1.014856E-1, 1.398929E+0
402.942000, 2.147950E-1, 1.409125E+0
402.943000, 5.616835E-1, 1.409125E+0
402.944000, 3.114822E-2, 1.409125E+0
402.945000, 4.135082E-2, 1.398929E+0
402.946000, 5.106705E-1, 1.398929E+0
402.947000, -2.851324E-1, 1.398929E+0
402.948000, -8.360729E-1, 1.398929E+0
402.949000, -6.830339E-1, 1.409125E+0
402.950000, -6.422235E-1, 1.409125E+0
402.951000, 1.194245E+0, 1.398929E+0
402.952000, 1.418702E+0, 1.398929E+0
402.953000, -3.871585E-1, 1.409125E+0
402.954000, -6.116157E-1, 1.398929E+0
402.955000, -1.729038E-1, 1.409125E+0
402.956000, 8.167486E-1, 1.409125E+0
402.957000, 1.418702E+0, 1.398929E+0
402.958000, 3.984419E-1, 1.398929E+0
402.959000, 3.168211E-1, 1.409125E+0
402.960000, 4.902653E-1, 1.398929E+0
402.961000, 5.412783E-1, 1.409125E+0
402.962000, 3.270237E-1, 1.409125E+0
, , 
