Time (s), Activation By Channel (% of MVC)
1047.552000, 6.503090E-3, 6.943398E-3
1047.553000, 5.480745E-1, 5.228280E-3
1047.554000, 8.307394E-1, 3.749578E-3
1047.555000, 1.399425E-1, 6.163488E-3
1047.556000, 7.139452E-3, 4.387824E-3
1047.557000, 3.936926E-3, 2.907851E-3
1047.558000, 2.219330E-2, 1.692885E-3
1047.559000, 3.615535E-2, 7.937067E-3
1047.560000, 8.096742E-2, 2.783847E-3
1047.561000, 1.024646E-1, 6.929225E-3
1047.562000, 7.121795E-2, 3.707304E-3
1047.563000, 9.831546E-2, 2.560486E-3
1047.564000, 6.193932E-2, 7.029392E-3
1047.565000, 9.372564E-2, 3.706860E-3
1047.566000, 6.888757E-2, 6.012387E-3
1047.567000, 1.425440E-1, 4.599547E-3
1047.568000, 2.052998E-1, 3.412661E-3
1047.569000, 2.564795E-1, 6.229971E-3
1047.570000, 1.313576E-1, 4.443452E-3
1047.571000, 2.804401E-1, 5.346271E-3
1047.572000, 6.198595E-1, 5.189781E-3
1047.573000, 3.183832E-1, 4.727408E-3
1047.574000, 1.819392E-1, 5.691185E-3
1047.575000, 3.719652E-3, 4.317624E-3
1047.576000, 5.228719E-2, 5.503231E-3
1047.577000, 6.049722E-2, 3.649119E-3
1047.578000, 5.642487E-2, 2.104948E-3
1047.579000, 6.082441E-2, 7.810856E-3
1047.580000, 4.495155E-2, 5.985353E-3
1047.581000, 5.831061E-2, 4.412443E-3
1047.582000, 5.728247E-2, 3.070224E-3
1047.583000, 6.302701E-2, 1.937824E-3
1047.584000, 5.581685E-2, 9.953821E-4
, , 
1047.585000, 3.069210E-2, 8.427016E-3
1047.586000, 1.959183E-2, 2.445814E-3
1047.587000, 4.493805E-2, 7.162396E-3
1047.588000, 3.177766E-5, 5.111265E-3
1047.589000, 1.577757E-2, 5.266439E-3
1047.590000, 7.554580E-3, 4.790901E-3
1047.591000, 1.098754E-1, 5.505939E-3
1047.592000, 8.227669E-2, 4.622140E-3
1047.593000, 4.671902E-2, 5.613448E-3
1047.594000, 1.477085E-1, 4.084018E-3
1047.595000, 1.542726E-1, 2.784465E-3
1047.596000, 2.927236E-2, 1.693793E-3
1047.597000, 2.376392E-1, 7.859085E-3
1047.598000, 1.247501E-1, 2.899826E-3
1047.599000, 1.025432E-1, 6.806945E-3
1047.600000, 7.048611E-1, 3.810842E-3
1047.601000, 3.791003E-1, 2.626180E-3
1047.602000, 3.096311E-2, 7.015386E-3
1047.603000, 2.500264E-2, 3.659940E-3
1047.604000, 7.478025E-2, 6.125486E-3
1047.605000, 1.103949E-1, 4.418419E-3
1047.606000, 6.465756E-2, 5.486547E-3
1047.607000, 8.338321E-2, 3.701911E-3
1047.608000, 1.041516E-1, 6.437680E-3
1047.609000, 1.164534E-1, 3.831232E-3
1047.610000, 1.043604E-1, 6.278774E-3
1047.611000, 1.440683E-1, 4.013160E-3
1047.612000, 1.840869E-1, 2.571215E-3
1047.613000, 2.217534E-1, 1.383740E-3
1047.614000, 2.377348E-1, 4.237770E-4
1047.615000, 1.496913E-1, 8.985145E-3
1047.616000, 1.885365E-2, 1.926142E-3
1047.617000, 3.592661E-1, 7.624105E-3
, , 
1047.618000, 2.271031E-1, 3.150612E-3
1047.619000, 2.923314E-1, 6.531004E-3
1047.620000, 2.873926E-1, 4.533095E-3
1047.621000, 9.914534E-4, 2.843525E-3
1047.622000, 2.645637E-1, 1.434430E-3
1047.623000, 6.275942E-1, 8.371958E-3
1047.624000, 5.675678E-1, 2.191875E-3
1047.625000, 2.557197E-1, 9.932668E-4
1047.626000, 3.102780E-1, 2.340035E-5
1047.627000, 1.972932E-1, 7.421399E-4
1047.628000, 7.550198E-2, 1.326497E-3
1047.629000, 8.319932E-1, 1.751521E-3
1047.630000, 3.071056E-1, 1.068881E-2
1047.631000, 2.444898E-1, 6.354589E-4
1047.632000, 1.757020E-1, 8.555995E-3
1047.633000, 6.091458E-2, 2.527595E-3
1047.634000, 2.292544E-1, 1.760081E-3
1047.635000, 5.184505E-2, 7.511810E-3
1047.636000, 2.297492E-1, 3.487195E-3
1047.637000, 2.182753E-1, 2.632261E-3
1047.638000, 2.119138E-1, 1.922417E-3
1047.639000, 1.740428E-1, 7.309996E-3
1047.640000, 1.663654E-1, 4.938395E-3
1047.641000, 1.713815E-1, 5.707685E-3
1047.642000, 1.499093E-1, 4.129988E-3
1047.643000, 5.764601E-2, 6.341316E-3
1047.644000, 1.864673E-1, 3.653914E-3
1047.645000, 4.851979E-1, 6.676551E-3
1047.646000, 5.446214E-1, 1.385874E-2
1047.647000, 3.226324E-1, 1.098132E-3
1047.648000, 3.104372E-1, 4.856525E-4
1047.649000, 1.106922E+0, 8.660567E-3
1047.650000, 1.167945E+0, 2.439426E-3
, , 
1047.651000, 5.986351E-2, 6.986010E-3
1047.652000, 5.848499E-2, 3.859025E-3
1047.653000, 3.890537E-2, 2.853003E-3
1047.654000, 1.592769E-2, 6.653259E-3
1047.655000, 1.693486E-1, 4.119082E-3
1047.656000, 4.296887E-1, 5.602817E-3
1047.657000, 5.893211E-1, 3.675381E-3
1047.658000, 4.071605E-1, 6.571571E-3
1047.659000, 2.826764E-2, 3.620874E-3
1047.660000, 6.578030E-1, 6.538966E-3
1047.661000, 1.056188E+0, 3.725801E-3
1047.662000, 8.012716E-1, 6.375371E-3
1047.663000, 4.022590E-2, 3.935543E-3
1047.664000, 2.819295E-1, 2.520175E-3
1047.665000, 2.557880E-1, 1.593750E-2
1047.666000, 4.466397E-1, 2.531390E-3
1047.667000, 6.191130E-1, 1.363289E-3
1047.668000, 3.959492E-1, 8.254750E-3
1047.669000, 6.909397E-2, 2.451077E-3
1047.670000, 3.185137E-1, 1.354010E-3
1047.671000, 7.056353E-1, 4.507515E-4
1047.672000, 3.538957E-1, 2.779859E-4
1047.673000, 7.262519E-2, 9.501655E-3
1047.674000, 1.634137E-1, 1.555307E-3
1047.675000, 2.002089E-1, 7.883038E-3
1047.676000, 1.431678E-1, 5.676010E-3
1047.677000, 2.109967E-1, 4.843915E-3
1047.678000, 2.696800E-1, 3.566475E-3
1047.679000, 2.661181E-1, 2.488163E-3
1047.680000, 2.599894E-1, 7.061444E-3
1047.681000, 3.722500E-1, 3.692342E-3
1047.682000, 2.773821E-1, 6.027230E-3
1047.683000, 4.477312E-2, 4.570822E-3
, , 
1047.684000, 1.214646E-1, 3.360248E-3
1047.685000, 6.392509E-1, 6.312637E-3
1047.686000, 1.210179E-1, 4.326736E-3
1047.687000, 7.333823E-2, 5.498508E-3
1047.688000, 6.961231E-2, 5.002470E-3
1047.689000, 8.535726E-2, 4.947796E-3
1047.690000, 1.124315E-1, 5.440933E-3
1047.691000, 9.411442E-2, 4.041633E-3
1047.692000, 9.549558E-2, 5.800193E-3
1047.693000, 8.463555E-2, 4.689176E-3
1047.694000, 5.641752E-2, 3.383034E-3
1047.695000, 9.289197E-3, 2.278243E-3
1047.696000, 3.941848E-2, 1.355763E-3
1047.697000, 2.966375E-2, 8.053555E-3
1047.698000, 2.137385E-2, 2.826187E-3
1047.699000, 1.437391E-2, 6.780601E-3
1047.700000, 2.582132E-2, 3.918157E-3
1047.701000, 2.046382E-3, 5.853810E-3
1047.702000, 5.094899E-3, 3.956163E-3
1047.703000, 1.849113E-2, 6.278247E-3
1047.704000, 6.009323E-2, 3.912313E-3
1047.705000, 7.790407E-2, 6.261230E-3
1047.706000, 1.379991E-1, 3.980411E-3
1047.707000, 1.716879E-2, 2.499922E-3
1047.708000, 3.487759E-2, 1.284240E-3
1047.709000, 4.802583E-2, 3.050792E-4
1047.710000, 2.257278E-2, 9.115278E-3
1047.711000, 2.237031E-2, 1.791175E-3
1047.712000, 6.630707E-2, 7.758378E-3
1047.713000, 1.485374E-1, 3.021568E-3
1047.714000, 1.675764E-1, 6.651187E-3
1047.715000, 4.165935E-1, 4.641609E-3
1047.716000, 5.154481E-1, 2.938304E-3
, , 
1047.717000, 1.965195E-1, 1.514070E-3
1047.718000, 1.592463E-1, 8.308277E-3
1047.719000, 9.323663E-1, 2.239286E-3
1047.720000, 1.050596E+0, 7.626517E-3
1047.721000, 3.094037E-2, 2.878921E-3
1047.722000, 2.928348E-1, 1.623170E-3
1047.723000, 4.455388E-1, 8.053426E-3
1047.724000, 8.618312E-2, 2.617977E-3
1047.725000, 9.902946E-2, 1.506101E-3
1047.726000, 4.519521E-3, 8.047490E-3
1047.727000, 7.615011E-1, 2.727320E-3
1047.728000, 2.383404E-1, 1.700568E-3
1047.729000, 1.806004E-1, 8.662200E-4
1047.730000, 2.286246E-1, 8.448348E-3
1047.731000, 3.443396E-1, 2.529659E-3
1047.732000, 3.205817E-1, 6.978090E-3
1047.733000, 2.740471E-1, 4.832955E-3
1047.734000, 1.773439E-1, 5.630871E-3
1047.735000, 4.660507E-3, 4.301705E-3
1047.736000, 8.773120E-2, 3.174887E-3
1047.737000, 1.171015E-1, 6.420918E-3
1047.738000, 1.578635E-1, 4.362779E-3
1047.739000, 6.572739E-2, 6.016149E-3
1047.740000, 3.733363E-2, 4.605115E-3
1047.741000, 4.709092E-2, 3.400277E-3
1047.742000, 3.054725E-3, 6.268999E-3
1047.743000, 9.294581E-4, 4.371852E-3
1047.744000, 1.706887E-2, 3.197087E-3
1047.745000, 4.154914E-2, 6.446425E-3
1047.746000, 6.095693E-2, 4.216467E-3
1047.747000, 3.247489E-2, 5.590509E-3
1047.748000, 2.023628E-1, 4.924092E-3
1047.749000, 2.801165E-1, 5.016596E-3
, , 
1047.750000, 1.707035E-1, 5.378246E-3
1047.751000, 5.235168E-2, 4.668900E-3
1047.752000, 7.976549E-1, 5.632105E-3
1047.753000, 9.914252E-1, 4.154097E-3
1047.754000, 3.165811E-1, 2.893445E-3
1047.755000, 1.398468E-2, 1.830575E-3
1047.756000, 7.028795E-2, 7.704233E-3
1047.757000, 4.216295E-2, 3.064311E-3
1047.758000, 5.824730E-3, 2.011024E-3
1047.759000, 5.446630E-2, 7.516811E-3
1047.760000, 1.327068E-1, 3.256255E-3
1047.761000, 1.347994E-1, 6.445857E-3
1047.762000, 3.775986E-2, 4.168411E-3
1047.763000, 2.216479E-1, 5.677757E-3
1047.764000, 5.485636E-3, 4.806465E-3
1047.765000, 1.802092E-1, 3.494586E-3
1047.766000, 1.707523E-1, 6.267405E-3
1047.767000, 2.023960E-1, 4.294657E-3
1047.768000, 2.008597E-1, 5.596576E-3
1047.769000, 2.006503E-1, 3.801859E-3
1047.770000, 5.337685E-2, 2.306198E-3
1047.771000, 8.104535E-2, 7.571677E-3
1047.772000, 1.821830E-2, 5.718355E-3
1047.773000, 2.135781E-3, 4.127131E-3
1047.774000, 2.562751E-2, 2.775388E-3
1047.775000, 4.156765E-2, 7.009600E-3
1047.776000, 2.416186E-1, 3.544508E-3
1047.777000, 3.306340E-1, 2.309638E-3
1047.778000, 6.545758E-1, 7.369745E-3
1047.779000, 7.495338E-1, 3.279072E-3
1047.780000, 1.005504E-1, 2.128417E-3
1047.781000, 6.929137E-1, 1.174242E-3
1047.782000, 9.211376E-1, 8.254386E-3
, , 
1047.783000, 1.481833E+0, 2.616731E-3
1047.784000, 2.425745E-1, 6.989612E-3
1047.785000, 1.987193E-2, 4.933907E-3
1047.786000, 3.566255E-1, 5.450270E-3
1047.787000, 6.153331E-3, 4.599427E-3
1047.788000, 2.406981E-1, 5.705578E-3
1047.789000, 1.540469E-1, 4.236673E-3
1047.790000, 3.696195E-1, 2.988905E-3
1047.791000, 1.424956E-1, 1.941511E-3
1047.792000, 6.504576E-2, 1.074766E-3
1047.793000, 9.868254E-2, 3.699782E-4
1047.794000, 4.097054E-1, 8.841566E-3
1047.795000, 3.078885E-1, 2.216556E-3
1047.796000, 2.150532E-1, 7.230644E-3
1047.797000, 2.876616E-1, 3.609593E-3
1047.798000, 3.883592E-1, 2.612806E-3
1047.799000, 9.792100E-1, 1.778154E-3
1047.800000, 7.758909E-1, 1.088935E-3
1047.801000, 4.734179E-1, 8.121627E-3
1047.802000, 7.159817E-2, 2.924768E-3
1047.803000, 2.074829E+0, 6.545063E-3
1047.804000, 9.283572E-1, 4.263365E-3
1047.805000, 4.507816E-2, 3.227230E-3
1047.806000, 3.332709E-1, 6.303820E-3
1047.807000, 7.428041E-2, 4.203042E-3
1047.808000, 9.162651E-2, 2.451146E-3
1047.809000, 1.050779E-1, 1.013688E-3
1047.810000, 1.723110E-1, 8.793114E-3
1047.811000, 1.188285E-1, 6.858262E-3
1047.812000, 3.225062E-2, 5.177343E-3
1047.813000, 5.537137E-2, 4.921152E-3
1047.814000, 1.690315E-2, 5.336181E-3
1047.815000, 2.718310E-2, 4.828888E-3
, , 
