Time (s), Activation By Channel (% of MVC)
1161.963000, 5.810622E-2, 2.364300E-3
1161.964000, 6.816759E-2, 1.106419E-3
1161.965000, 8.333324E-2, 7.302605E-5
1161.966000, 1.098790E-1, 7.577679E-4
1161.967000, 8.243653E-2, 1.406935E-3
1161.968000, 1.700385E-2, 1.894492E-3
1161.969000, 7.419523E-2, 2.239470E-3
1161.970000, 9.565947E-2, 2.459882E-3
1161.971000, 7.273074E-2, 2.572698E-3
1161.972000, 5.313412E-2, 2.593821E-3
1161.973000, 2.786937E-2, 2.538074E-3
1161.974000, 2.650784E-2, 2.419185E-3
1161.975000, 3.910949E-2, 1.090084E-2
1161.976000, 9.279966E-2, 7.984730E-4
1161.977000, 1.264340E-1, 8.091076E-3
1161.978000, 2.041231E-1, 3.228474E-3
1161.979000, 3.211335E-2, 2.637905E-3
1161.980000, 8.734131E-2, 2.141632E-3
1161.981000, 6.827421E-2, 1.728211E-3
1161.982000, 7.134134E-2, 1.387145E-3
1161.983000, 1.592639E-1, 1.108852E-3
1161.984000, 1.220355E-1, 8.846193E-4
1161.985000, 1.170608E-1, 7.065634E-4
1161.986000, 5.713844E-2, 5.675869E-4
1161.987000, 2.929911E-2, 4.613331E-4
1161.988000, 1.699378E-2, 9.033197E-3
1161.989000, 3.364695E-2, 2.514882E-3
1161.990000, 2.698192E-2, 2.078978E-3
1161.991000, 2.227972E-2, 1.677219E-3
1161.992000, 1.340415E-2, 1.310367E-3
1161.993000, 3.227060E-2, 9.787017E-4
1161.994000, 2.686764E-2, 6.820743E-4
1161.995000, 2.142739E-2, 4.199445E-4
, , 
1161.996000, 9.868512E-3, 8.842481E-3
1161.997000, 5.837177E-2, 5.806498E-3
1161.998000, 7.360370E-2, 5.374184E-3
1161.999000, 1.071671E-1, 4.607203E-3
1162.000000, 3.942548E-2, 4.744907E-3
1162.001000, 1.193579E-2, 6.107793E-3
1162.002000, 5.975418E-3, 3.597083E-3
