Time (s), Activation By Channel (% of MVC)
73.920000, 2.609020E-1, 5.927369E-4
73.921000, 1.621122E-1, 2.460476E-4
73.922000, 5.152924E-2, 9.548180E-3
73.923000, 6.241357E-1, 7.194032E-3
73.924000, 1.211111E+0, 3.480119E-3
73.925000, 4.702840E-1, 6.290448E-3
73.926000, 7.621960E-2, 4.370260E-3
73.927000, 8.987752E-3, 5.903395E-3
73.928000, 4.545187E-2, 4.235224E-3
73.929000, 1.317116E-1, 2.651693E-3
73.930000, 2.281853E-1, 7.315626E-3
73.931000, 1.972238E-1, 3.100124E-3
73.932000, 2.224107E-1, 1.765676E-3
73.933000, 2.082260E-1, 7.979408E-3
73.934000, 1.568955E-1, 6.018076E-3
73.935000, 1.151130E-1, 4.340308E-3
73.936000, 1.075706E-1, 5.730574E-3
73.937000, 8.130145E-2, 4.076959E-3
73.938000, 5.102672E-2, 2.688331E-3
73.939000, 4.494948E-2, 1.538659E-3
73.940000, 2.173380E-2, 6.032519E-4
73.941000, 3.037448E-2, 8.792294E-3
73.942000, 7.873642E-2, 2.123073E-3
73.943000, 5.798671E-2, 1.220367E-3
73.944000, 3.138139E-2, 4.945611E-4
73.945000, 1.019399E-2, 7.488934E-5
73.946000, 2.390227E-3, 9.158262E-3
73.947000, 1.315129E-2, 6.631473E-3
73.948000, 2.063371E-3, 4.173583E-3
73.949000, 1.028779E-2, 3.147524E-3
73.950000, 1.133486E-2, 6.363071E-3
73.951000, 3.619879E-2, 4.234197E-3
73.952000, 1.892618E-2, 6.202075E-3
, , 
