Time, Activation By Channel (% of MVC)
83.061000, 7.195862E-2, 1.409125E+0
83.062000, 6.175602E-2, 1.398929E+0
83.063000, 4.135082E-2, 1.398929E+0
83.064000, 4.135082E-2, 1.409125E+0
83.065000, 4.135082E-2, 1.398929E+0
83.066000, 9.236383E-2, 1.398929E+0
83.067000, 5.155342E-2, 1.409125E+0
83.068000, 6.175602E-2, 1.398929E+0
83.069000, 9.236383E-2, 1.409125E+0
83.070000, 1.025664E-1, 1.409125E+0
83.071000, 9.236383E-2, 1.398929E+0
83.072000, 1.025664E-1, 1.409125E+0
83.073000, 1.025664E-1, 1.398929E+0
83.074000, 1.025664E-1, 1.398929E+0
83.075000, 9.236383E-2, 1.409125E+0
83.076000, 9.236383E-2, 1.398929E+0
83.077000, 7.195862E-2, 1.398929E+0
83.078000, 6.175602E-2, 1.409125E+0
83.079000, 8.216122E-2, 1.398929E+0
83.080000, 6.175602E-2, 1.409125E+0
83.081000, 2.094561E-2, 1.398929E+0
83.082000, 6.175602E-2, 1.398929E+0
83.083000, 6.175602E-2, 1.409125E+0
83.084000, 6.175602E-2, 1.398929E+0
83.085000, 5.155342E-2, 1.398929E+0
83.086000, 9.236383E-2, 1.409125E+0
83.087000, 6.175602E-2, 1.409125E+0
83.088000, 9.236383E-2, 1.398929E+0
83.089000, 1.127690E-1, 1.409125E+0
83.090000, 8.216122E-2, 1.409125E+0
83.091000, 8.216122E-2, 1.398929E+0
83.092000, 1.025664E-1, 1.409125E+0
83.093000, 9.236383E-2, 1.398929E+0
, , 
