Time (s), Activation By Channel (% of MVC)
1078.605000, 3.968877E-2, 3.318800E-3
1078.606000, 1.317760E-1, 2.104231E-3
1078.607000, 1.213069E-1, 1.095727E-3
1078.608000, 1.270044E-1, 2.729608E-4
1078.609000, 1.695315E-1, 3.834291E-4
1078.610000, 1.840271E-1, 8.918214E-4
1078.611000, 2.201469E-1, 9.920651E-3
1078.612000, 1.826437E-1, 1.306765E-3
1078.613000, 4.957215E-2, 6.667513E-4
1078.614000, 6.894181E-2, 8.491778E-3
1078.615000, 1.456815E-1, 6.042678E-3
1078.616000, 2.317810E-1, 4.683953E-3
1078.617000, 7.756196E-2, 5.070775E-3
1078.618000, 2.517008E-2, 5.485136E-3
1078.619000, 8.152795E-2, 4.226462E-3
1078.620000, 7.507855E-2, 5.499469E-3
1078.621000, 2.160044E-2, 5.082909E-3
1078.622000, 1.010838E-1, 4.802309E-3
1078.623000, 2.595649E-1, 5.636649E-3
1078.624000, 2.851026E-1, 4.376797E-3
1078.625000, 6.539508E-2, 5.948424E-3
1078.626000, 1.571226E-1, 4.164992E-3
1078.627000, 3.539900E-1, 6.073276E-3
1078.628000, 3.404613E-1, 4.114850E-3
1078.629000, 1.312349E-1, 2.590891E-3
1078.630000, 1.324983E-1, 7.310387E-3
1078.631000, 8.995969E-1, 3.174723E-3
1078.632000, 5.546322E-1, 6.740822E-3
1078.633000, 1.488050E-1, 3.724340E-3
1078.634000, 5.886224E-2, 6.216040E-3
1078.635000, 1.493827E-1, 4.220180E-3
1078.636000, 9.922661E-2, 2.898563E-3
1078.637000, 1.055607E-1, 1.808924E-3
, , 
1078.638000, 1.260163E-1, 7.725208E-3
1078.639000, 1.207042E-1, 5.585657E-3
1078.640000, 1.312855E-1, 3.761000E-3
1078.641000, 1.610142E-1, 2.223972E-3
1078.642000, 1.419829E-1, 7.702706E-3
1078.643000, 1.140542E-1, 2.748859E-3
1078.644000, 1.064085E-1, 7.204774E-3
1078.645000, 6.126482E-2, 3.220810E-3
1078.646000, 9.466376E-2, 6.758103E-3
1078.647000, 1.307264E-1, 3.642685E-3
1078.648000, 3.662088E-2, 2.290354E-3
1078.649000, 5.212230E-2, 1.175937E-3
1078.650000, 3.778376E-2, 2.748694E-4
1078.651000, 4.502426E-2, 4.361386E-4
1078.652000, 2.409748E-2, 9.790897E-4
1078.653000, 6.169928E-2, 1.002574E-2
1078.654000, 7.900375E-2, 1.197560E-3
1078.655000, 8.065863E-2, 8.086652E-3
1078.656000, 1.589590E-2, 2.912184E-3
1078.657000, 3.759479E-2, 6.583352E-3
1078.658000, 5.812945E-2, 4.217330E-3
1078.659000, 1.317235E-1, 5.463192E-3
1078.660000, 2.310744E-1, 5.165637E-3
1078.661000, 5.791950E-2, 3.977366E-3
1078.662000, 6.176580E-2, 5.681687E-3
1078.663000, 1.632534E-2, 4.963224E-3
1078.664000, 4.443044E-2, 4.864441E-3
1078.665000, 5.485712E-2, 5.626620E-3
1078.666000, 7.787368E-2, 4.340487E-3
1078.667000, 9.997964E-2, 6.025131E-3
1078.668000, 1.113815E-1, 4.053885E-3
1078.669000, 1.885907E-2, 6.212841E-3
1078.670000, 9.260149E-2, 4.698438E-3
, , 
1078.671000, 1.951273E-1, 3.399617E-3
1078.672000, 9.543766E-2, 2.297182E-3
1078.673000, 1.224392E-1, 7.278187E-3
1078.674000, 3.977176E-2, 3.449210E-3
1078.675000, 3.191459E-2, 6.296453E-3
1078.676000, 4.921820E-2, 4.276624E-3
1078.677000, 6.975714E-2, 5.608157E-3
1078.678000, 8.282853E-2, 4.840224E-3
1078.679000, 6.366820E-2, 3.495437E-3
1078.680000, 1.084623E-1, 2.354651E-3
1078.681000, 1.016561E-1, 1.399068E-3
1078.682000, 1.181456E-1, 8.040288E-3
1078.683000, 9.819879E-2, 2.812600E-3
1078.684000, 1.778479E-2, 6.817800E-3
1078.685000, 1.027892E-1, 3.860598E-3
1078.686000, 1.167677E-1, 5.928516E-3
1078.687000, 1.028888E-1, 4.606173E-3
1078.688000, 1.863208E-1, 5.312414E-3
1078.689000, 7.193707E-2, 5.106277E-3
1078.690000, 7.123252E-3, 3.735468E-3
1078.691000, 1.179627E-1, 2.571904E-3
1078.692000, 4.108870E-1, 1.596386E-3
1078.693000, 5.855285E-2, 7.906274E-4
1078.694000, 7.056674E-2, 1.372500E-4
1078.695000, 3.699882E-1, 9.031260E-3
1078.696000, 4.781568E-2, 2.062609E-3
