Time (s), Activation By Channel (% of MVC)
553.707000, 4.710433E-1, 6.989505E-3
553.708000, 2.066049E-1, 5.649302E-3
553.709000, 3.177434E-2, 4.453339E-3
553.710000, 6.739637E-2, 3.393792E-3
553.711000, 9.676778E-2, 6.188263E-3
553.712000, 1.225554E-1, 4.158730E-3
553.713000, 1.646265E-1, 6.159210E-3
553.714000, 4.198686E-2, 3.987427E-3
553.715000, 4.292863E-1, 6.198293E-3
553.716000, 3.252006E-1, 4.055901E-3
553.717000, 3.378946E-1, 2.606499E-3
553.718000, 4.411536E-1, 1.435008E-3
553.719000, 2.627082E-1, 5.084434E-4
553.720000, 4.425151E-1, 2.038721E-4
553.721000, 2.873900E-1, 9.381417E-3
553.722000, 4.075360E-1, 1.742638E-3
553.723000, 1.554589E-1, 1.035877E-3
553.724000, 2.067440E-1, 4.905803E-4
553.725000, 4.251687E-1, 8.566876E-3
553.726000, 3.075171E-1, 6.015126E-3
553.727000, 1.041518E-1, 4.811782E-3
553.728000, 1.763769E-1, 3.802826E-3
553.729000, 1.011091E-2, 5.696601E-3
553.730000, 6.877789E-2, 5.087779E-3
553.731000, 9.454604E-2, 4.030412E-3
553.732000, 2.544713E-1, 3.129827E-3
553.733000, 3.174351E-2, 2.369097E-3
553.734000, 6.558573E-1, 1.732607E-3
553.735000, 1.128158E-1, 1.205989E-3
553.736000, 2.456866E-1, 7.760456E-4
553.737000, 2.470584E-1, 4.306896E-4
553.738000, 2.673931E-1, 1.588769E-4
553.739000, 4.812486E-1, 4.945249E-5
, , 
553.740000, 5.373610E-1, 2.034326E-4
553.741000, 5.529845E-1, 3.113273E-4
553.742000, 3.717339E-1, 3.805826E-4
553.743000, 3.001216E-1, 4.178778E-4
553.744000, 5.243169E-1, 4.291747E-4
553.745000, 4.922750E-1, 4.197641E-4
553.746000, 5.954336E-1, 3.943111E-4
553.747000, 1.655399E-1, 3.569002E-4
553.748000, 2.578719E-1, 3.110757E-4
553.749000, 7.349803E-1, 2.598845E-4
553.750000, 1.503699E+0, 2.059146E-4
553.751000, 1.593626E+0, 1.513340E-4
553.752000, 9.584268E-1, 9.792743E-5
553.753000, 1.041646E+0, 4.713210E-5
553.754000, 3.024175E+0, 7.185736E-8
553.755000, 1.977390E+0, 4.240972E-5
553.756000, 1.011695E+0, 7.971819E-5
553.757000, 2.823396E-1, 1.114780E-4
553.758000, 9.416928E-1, 1.375047E-4
553.759000, 7.220563E-1, 1.577774E-4
553.760000, 6.187433E-3, 1.724143E-4
553.761000, 1.355783E+0, 1.816488E-4
553.762000, 8.491179E-1, 1.858079E-4
553.763000, 2.531045E-1, 1.852922E-4
