Time, Activation By Channel (% of MVC)
225.423000, 1.127690E-1, 1.409125E+0
225.424000, 1.025664E-1, 1.409125E+0
225.425000, 9.236383E-2, 1.398929E+0
225.426000, 7.195862E-2, 1.398929E+0
225.427000, 4.135082E-2, 1.398929E+0
225.428000, -8.108041E-2, 1.409125E+0
225.429000, -4.789819E-1, 1.409125E+0
225.430000, -8.666807E-1, 1.398929E+0
225.431000, -8.258703E-1, 1.398929E+0
225.432000, -5.708053E-1, 1.409125E+0
225.433000, -1.933090E-1, 1.409125E+0
225.434000, 8.167486E-1, 1.409125E+0
225.435000, 5.616835E-1, 1.398929E+0
225.436000, -2.239168E-1, 1.398929E+0
225.437000, 8.216122E-2, 1.409125E+0
225.438000, 2.964159E-1, 1.409125E+0
225.439000, 1.943898E-1, 1.409125E+0
225.440000, 5.310757E-1, 1.398929E+0
225.441000, 4.290497E-1, 1.409125E+0
225.442000, 5.155342E-2, 1.398929E+0
225.443000, 3.114822E-2, 1.398929E+0
225.444000, 5.155342E-2, 1.409125E+0
225.445000, 1.637820E-1, 1.398929E+0
225.446000, 4.596575E-1, 1.398929E+0
225.447000, 2.964159E-1, 1.398929E+0
225.448000, 1.637820E-1, 1.398929E+0
225.449000, 1.331742E-1, 1.409125E+0
225.450000, 1.637820E-1, 1.398929E+0
225.451000, 2.658081E-1, 1.398929E+0
225.452000, 1.739846E-1, 1.398929E+0
225.453000, 1.637820E-1, 1.409125E+0
225.454000, 1.433768E-1, 1.409125E+0
225.455000, 6.175602E-2, 1.398929E+0
, , 
225.456000, 7.195862E-2, 1.409125E+0
225.457000, 8.216122E-2, 1.398929E+0
225.458000, 6.175602E-2, 1.398929E+0
225.459000, 7.195862E-2, 1.409125E+0
225.460000, 6.175602E-2, 1.398929E+0
225.461000, 1.433768E-1, 1.409125E+0
225.462000, 6.175602E-2, 1.398929E+0
225.463000, -4.279689E-1, 1.398929E+0
225.464000, -8.972886E-1, 1.409125E+0
225.465000, -1.029922E+0, 1.398929E+0
225.466000, -7.646547E-1, 1.398929E+0
225.467000, 5.412783E-1, 1.398929E+0
225.468000, 7.963434E-1, 1.398929E+0
225.469000, 6.535069E-1, 1.398929E+0
225.470000, 2.147950E-1, 1.398929E+0
225.471000, 2.249977E-1, 1.409125E+0
225.472000, 2.454029E-1, 1.398929E+0
225.473000, 1.943898E-1, 1.409125E+0
225.474000, 1.637820E-1, 1.398929E+0
225.475000, 1.841872E-1, 1.398929E+0
225.476000, 1.943898E-1, 1.409125E+0
225.477000, -3.006740E-2, 1.398929E+0
225.478000, -2.749298E-1, 1.409125E+0
225.479000, -3.463481E-1, 1.398929E+0
225.480000, -1.933090E-1, 1.398929E+0
225.481000, 1.025664E-1, 1.409125E+0
225.482000, 8.167486E-1, 1.398929E+0
225.483000, 4.188471E-1, 1.409125E+0
225.484000, 1.943898E-1, 1.398929E+0
225.485000, 1.943898E-1, 1.398929E+0
225.486000, 1.127690E-1, 1.409125E+0
225.487000, 1.229716E-1, 1.409125E+0
225.488000, 1.229716E-1, 1.409125E+0
, , 
225.489000, 1.433768E-1, 1.398929E+0
225.490000, 1.331742E-1, 1.409125E+0
225.491000, 1.637820E-1, 1.398929E+0
225.492000, 1.433768E-1, 1.398929E+0
225.493000, 9.236383E-2, 1.409125E+0
225.494000, 1.433768E-1, 1.398929E+0
225.495000, 1.637820E-1, 1.398929E+0
225.496000, -5.047260E-2, 1.398929E+0
225.497000, -2.137142E-1, 1.398929E+0
225.498000, -2.137142E-1, 1.409125E+0
225.499000, -6.067520E-2, 1.398929E+0
225.500000, 7.195862E-2, 1.398929E+0
225.501000, 6.175602E-2, 1.398929E+0
225.502000, 1.331742E-1, 1.398929E+0
225.503000, 5.155342E-2, 1.409125E+0
225.504000, 7.195862E-2, 1.398929E+0
225.505000, 8.216122E-2, 1.409125E+0
225.506000, 1.331742E-1, 1.398929E+0
225.507000, 1.229716E-1, 1.398929E+0
225.508000, 7.195862E-2, 1.409125E+0
225.509000, 3.114822E-2, 1.398929E+0
225.510000, 5.155342E-2, 1.409125E+0
225.511000, -1.986479E-2, 1.398929E+0
225.512000, -2.749298E-1, 1.398929E+0
225.513000, -3.973611E-1, 1.409125E+0
225.514000, -4.279689E-1, 1.398929E+0
225.515000, -2.137142E-1, 1.409125E+0
225.516000, 1.025664E-1, 1.398929E+0
225.517000, 4.494549E-1, 1.398929E+0
225.518000, 2.658081E-1, 1.398929E+0
225.519000, 5.155342E-2, 1.398929E+0
225.520000, 6.175602E-2, 1.409125E+0
225.521000, 1.841872E-1, 1.398929E+0
, , 
225.522000, 2.658081E-1, 1.409125E+0
225.523000, 2.249977E-1, 1.409125E+0
225.524000, 1.433768E-1, 1.409125E+0
225.525000, 3.114822E-2, 1.409125E+0
225.526000, 2.094561E-2, 1.398929E+0
225.527000, 1.229716E-1, 1.398929E+0
225.528000, 6.175602E-2, 1.398929E+0
225.529000, -1.320934E-1, 1.398929E+0
225.530000, -3.361455E-1, 1.409125E+0
225.531000, -8.462755E-1, 1.398929E+0
225.532000, -7.952625E-1, 1.398929E+0
225.533000, -2.647272E-1, 1.398929E+0
225.534000, -1.116882E-1, 1.409125E+0
225.535000, 9.493824E-1, 1.409125E+0
225.536000, 1.092219E+0, 1.398929E+0
225.537000, 4.188471E-1, 1.409125E+0
225.538000, -3.565507E-1, 1.409125E+0
225.539000, -5.197923E-1, 1.398929E+0
225.540000, -3.565507E-1, 1.409125E+0
225.541000, -1.422960E-1, 1.398929E+0
225.542000, 4.392523E-1, 1.409125E+0
225.543000, 9.595850E-1, 1.398929E+0
