Time (s), Activation By Channel (% of MVC)
69.993000, 4.744332E-1, 3.164979E-3
69.994000, 2.832238E-1, 6.579691E-3
69.995000, 1.166637E-1, 3.997811E-3
69.996000, 3.803925E-1, 2.771704E-3
69.997000, 1.346304E-1, 6.911390E-3
69.998000, 3.034036E-1, 3.723255E-3
69.999000, 4.439766E-1, 2.549843E-3
70.000000, 3.017801E-1, 7.084996E-3
70.001000, 1.773127E-1, 3.593499E-3
70.002000, 1.134829E-1, 2.459592E-3
70.003000, 1.041448E-1, 1.511054E-3
70.004000, 6.459648E-2, 7.921348E-3
70.005000, 2.190121E-2, 2.938164E-3
70.006000, 1.280185E-2, 1.964901E-3
70.007000, 4.900800E-2, 7.493343E-3
70.008000, 2.407131E-2, 5.311649E-3
70.009000, 4.283107E-2, 3.472498E-3
70.010000, 6.622532E-2, 1.943151E-3
70.011000, 3.984772E-2, 6.924960E-4
70.012000, 3.934773E-2, 8.960004E-3
70.013000, 7.476416E-2, 1.750850E-3
70.014000, 3.905084E-2, 7.960551E-3
70.015000, 8.347197E-2, 5.962520E-3
70.016000, 1.314229E-1, 4.404130E-3
70.017000, 1.360278E-1, 3.021432E-3
70.018000, 3.941890E-2, 1.878791E-3
70.019000, 5.580709E-2, 9.503463E-4
70.020000, 5.736595E-2, 8.439247E-3
70.021000, 4.014545E-3, 6.170726E-3
70.022000, 1.166726E-1, 4.419431E-3
70.023000, 9.633711E-2, 5.433560E-3
70.024000, 1.063221E-2, 5.056880E-3
70.025000, 1.146771E-1, 3.760549E-3
, , 
