Time (s), Activation By Channel (% of MVC)
141.570000, 9.731228E-3, 5.112764E-4
141.571000, 5.709040E-2, 7.249761E-5
141.572000, 2.849901E-2, 8.898293E-3
141.573000, 3.293859E-2, 6.276675E-3
141.574000, 4.351492E-2, 4.045054E-3
141.575000, 1.457437E-2, 2.170088E-3
141.576000, 1.897824E-2, 6.195846E-4
141.577000, 4.838211E-3, 6.374423E-4
141.578000, 2.194997E-2, 1.028178E-2
141.579000, 1.608763E-2, 4.512060E-4
141.580000, 2.535313E-3, 9.224933E-3
141.581000, 2.731582E-2, 1.471490E-3
141.582000, 9.237324E-3, 8.245678E-3
141.583000, 2.164855E-2, 2.405620E-3
141.584000, 5.230322E-3, 7.360333E-3
141.585000, 1.004896E-2, 3.239013E-3
141.586000, 1.429606E-2, 6.581527E-3
141.587000, 4.007868E-2, 3.961160E-3
141.588000, 3.962805E-2, 2.733526E-3
141.589000, 2.879181E-2, 6.924838E-3
141.590000, 1.947279E-2, 3.754479E-3
141.591000, 5.761366E-3, 2.640069E-3
141.592000, 1.940030E-3, 1.724682E-3
141.593000, 1.638993E-3, 7.665315E-3
141.594000, 4.119038E-3, 3.242054E-3
141.595000, 9.660137E-3, 6.332197E-3
141.596000, 3.687841E-2, 4.401117E-3
141.597000, 1.183868E-2, 5.336691E-3
141.598000, 2.814118E-2, 5.243794E-3
141.599000, 2.143604E-2, 4.635954E-3
141.600000, 7.024223E-3, 5.813568E-3
141.601000, 4.974110E-3, 4.186158E-3
141.602000, 2.274025E-2, 6.154309E-3
, , 
141.603000, 3.299635E-2, 4.707368E-3
141.604000, 1.277706E-2, 5.181859E-3
141.605000, 6.067184E-3, 5.260128E-3
141.606000, 6.842401E-4, 4.744510E-3
141.607000, 1.217764E-2, 3.056880E-3
141.608000, 1.250397E-2, 1.662224E-3
141.609000, 3.743975E-3, 5.304768E-4
141.610000, 4.075443E-2, 3.668681E-4
141.611000, 2.235340E-2, 1.056739E-3
141.612000, 2.535980E-2, 1.564476E-3
141.613000, 1.755484E-2, 1.056488E-2
141.614000, 4.549939E-2, 7.938107E-3
