Time (s), Activation By Channel (% of MVC)
1213.377000, 2.795946E-1, 3.758760E-4
1213.378000, 3.518137E-1, 9.000274E-3
1213.379000, 3.232696E-1, 1.918058E-3
1213.380000, 2.741009E-1, 7.645468E-3
1213.381000, 2.284246E-1, 3.100480E-3
1213.382000, 1.862800E-1, 6.621100E-3
1213.383000, 1.823053E-1, 4.670584E-3
1213.384000, 1.358642E-1, 3.032570E-3
1213.385000, 6.884080E-2, 1.676405E-3
1213.386000, 3.278399E-2, 5.730315E-4
1213.387000, 2.997347E-3, 3.050144E-4
1213.388000, 3.821597E-3, 9.836094E-4
1213.389000, 2.597736E-3, 1.487048E-3
1213.390000, 2.174556E-2, 1.048911E-2
1213.391000, 1.149103E-2, 7.820983E-4
1213.392000, 1.938799E-2, 8.452423E-3
1213.393000, 3.168754E-2, 2.596581E-3
1213.394000, 3.565414E-2, 6.849420E-3
1213.395000, 7.476816E-2, 3.999246E-3
1213.396000, 5.936513E-2, 5.635597E-3
1213.397000, 7.449583E-2, 5.036012E-3
1213.398000, 6.743694E-2, 4.763886E-3
1213.399000, 8.778537E-2, 5.754810E-3
1213.400000, 1.180029E-1, 4.185803E-3
1213.401000, 1.015961E-1, 6.204354E-3
1213.402000, 1.211759E-1, 3.852724E-3
1213.403000, 1.306520E-1, 6.432854E-3
1213.404000, 7.124777E-2, 4.933876E-3
1213.405000, 4.240518E-2, 3.646844E-3
1213.406000, 7.120487E-2, 2.552469E-3
1213.407000, 4.463378E-2, 1.632490E-3
1213.408000, 2.236459E-2, 8.696500E-4
1213.409000, 1.263026E-2, 2.476715E-4
, , 
1213.410000, 5.122494E-3, 2.487674E-4
1213.411000, 1.929361E-2, 6.340494E-4
1213.412000, 1.296846E-2, 9.216400E-4
1213.413000, 1.817417E-2, 9.775158E-3
1213.414000, 2.281035E-2, 1.586772E-3
1213.415000, 4.413640E-2, 7.606045E-3
1213.416000, 4.180810E-2, 5.207281E-3
1213.417000, 5.130653E-3, 3.194953E-3
1213.418000, 5.971051E-3, 7.119079E-3
1213.419000, 1.811619E-2, 3.022915E-3
1213.420000, 7.010261E-3, 7.171981E-3
1213.421000, 2.038841E-2, 3.071841E-3
1213.422000, 2.367069E-2, 7.037479E-3
1213.423000, 6.134876E-2, 5.374303E-3
1213.424000, 6.133289E-2, 3.936331E-3
1213.425000, 1.724646E-1, 5.945923E-3
1213.426000, 2.022021E-1, 4.502876E-3
1213.427000, 4.048760E-1, 5.493652E-3
1213.428000, 3.664224E-1, 4.855561E-3
1213.429000, 2.408783E-1, 5.226967E-3
1213.430000, 1.422451E-1, 5.048750E-3
1213.431000, 6.850109E-1, 3.555222E-3
1213.432000, 9.958594E-1, 6.362703E-3
1213.433000, 2.907907E-1, 4.067867E-3
1213.434000, 9.572946E-2, 5.931801E-3
1213.435000, 1.397671E-1, 4.427114E-3
1213.436000, 1.166464E-1, 3.016053E-3
1213.437000, 3.754803E-1, 6.821107E-3
1213.438000, 4.781989E-1, 4.963396E-3
1213.439000, 9.841649E-2, 5.253804E-3
1213.440000, 2.403277E-1, 4.933772E-3
1213.441000, 4.358564E-1, 5.260451E-3
