Time (s), Activation By Channel (% of MVC)
83.061000, 2.934068E-2, 4.007771E-3
83.062000, 3.469085E-2, 6.083672E-3
83.063000, 4.598396E-2, 4.440319E-3
83.064000, 3.489731E-2, 5.598266E-3
83.065000, 2.534298E-2, 4.736073E-3
83.066000, 2.609334E-2, 3.311444E-3
83.067000, 1.586514E-2, 6.531168E-3
83.068000, 1.952087E-3, 3.977792E-3
83.069000, 2.562447E-2, 5.943261E-3
83.070000, 2.710252E-2, 4.158949E-3
83.071000, 9.613795E-3, 5.993263E-3
83.072000, 1.382068E-2, 4.252638E-3
83.073000, 7.429745E-3, 5.888467E-3
83.074000, 2.308319E-3, 4.284717E-3
83.075000, 1.034800E-2, 5.722949E-3
83.076000, 1.052246E-2, 4.634893E-3
83.077000, 2.763136E-2, 3.227508E-3
83.078000, 3.009293E-2, 6.603064E-3
83.079000, 4.452053E-3, 3.913682E-3
83.080000, 2.026890E-2, 6.002985E-3
83.081000, 4.782547E-2, 4.434122E-3
83.082000, 4.165567E-3, 3.095149E-3
83.083000, 7.275693E-3, 6.677012E-3
83.084000, 9.678974E-3, 3.888961E-3
83.085000, 2.791913E-3, 2.664181E-3
83.086000, 4.146670E-2, 7.007510E-3
83.087000, 7.206779E-3, 5.004910E-3
83.088000, 3.445610E-2, 5.337060E-3
83.089000, 4.405533E-2, 4.745187E-3
83.090000, 5.709525E-3, 3.115282E-3
83.091000, 3.747197E-3, 6.890155E-3
83.092000, 1.938257E-2, 3.494189E-3
83.093000, 3.624940E-3, 6.517366E-3
, , 
