Time, Activation By Channel (% of MVC)
368.313000, 3.066185E-1, 1.409125E+0
368.314000, 5.404097E-4, 1.398929E+0
368.315000, 3.114822E-2, 1.398929E+0
368.316000, 3.114822E-2, 1.398929E+0
368.317000, 3.114822E-2, 1.409125E+0
368.318000, 5.155342E-2, 1.398929E+0
368.319000, 6.175602E-2, 1.398929E+0
368.320000, 5.155342E-2, 1.398929E+0
368.321000, 3.114822E-2, 1.398929E+0
368.322000, 5.155342E-2, 1.409125E+0
368.323000, 6.175602E-2, 1.398929E+0
368.324000, -1.116882E-1, 1.398929E+0
368.325000, -5.708053E-1, 1.398929E+0
368.326000, -7.952625E-1, 1.409125E+0
368.327000, -1.560458E+0, 1.409125E+0
368.328000, -1.652281E+0, 1.398929E+0
368.329000, -1.019720E+0, 1.398929E+0
368.330000, -1.014856E-1, 1.398929E+0
368.331000, 1.388094E+0, 1.409125E+0
368.332000, 1.632957E+0, 1.398929E+0
368.333000, 7.045199E-1, 1.398929E+0
368.334000, 6.535069E-1, 1.409125E+0
368.335000, 7.657355E-1, 1.409125E+0
368.336000, 6.637095E-1, 1.409125E+0
368.337000, 6.126965E-1, 1.398929E+0
368.338000, 8.216122E-2, 1.398929E+0
368.339000, -2.137142E-1, 1.409125E+0
368.340000, -1.422960E-1, 1.409125E+0
368.341000, -1.933090E-1, 1.409125E+0
368.342000, -1.320934E-1, 1.398929E+0
368.343000, 7.147225E-1, 1.398929E+0
368.344000, 5.106705E-1, 1.409125E+0
368.345000, 1.535794E-1, 1.409125E+0
, , 
368.346000, 3.066185E-1, 1.409125E+0
368.347000, 2.658081E-1, 1.398929E+0
368.348000, 1.637820E-1, 1.398929E+0
368.349000, 1.433768E-1, 1.409125E+0
368.350000, 1.331742E-1, 1.409125E+0
368.351000, 9.236383E-2, 1.398929E+0
368.352000, 6.175602E-2, 1.398929E+0
368.353000, 9.236383E-2, 1.398929E+0
368.354000, 9.236383E-2, 1.398929E+0
368.355000, 1.331742E-1, 1.409125E+0
368.356000, 1.025664E-1, 1.398929E+0
368.357000, -3.006740E-2, 1.398929E+0
368.358000, -1.986479E-2, 1.398929E+0
368.359000, 1.074301E-2, 1.409125E+0
368.360000, -9.662192E-3, 1.409125E+0
368.361000, 2.094561E-2, 1.398929E+0
368.362000, 5.404097E-4, 1.409125E+0
