Time (s), Filtered Data By Channel
0.033000, 1.101702E-2, 6.195849E-3
0.034000, 1.892027E-2, 4.492698E-3
0.035000, 5.016781E-3, 3.048840E-3
0.036000, 1.389237E-2, 6.810993E-3
0.037000, 7.765463E-3, 3.683227E-3
0.038000, 3.757607E-2, 2.401328E-3
0.039000, 9.505386E-3, 1.336936E-3
0.040000, 1.747812E-2, 4.680053E-4
0.041000, 7.361932E-3, 2.263376E-4
0.042000, 1.646016E-2, 7.657918E-4
0.043000, 3.973262E-2, 9.819941E-3
0.044000, 2.873633E-2, 7.264151E-3
0.045000, 5.401642E-2, 5.080951E-3
0.046000, 3.480383E-2, 3.237425E-3
0.047000, 1.885252E-2, 1.702076E-3
0.048000, 6.341851E-2, 8.206222E-3
0.049000, 3.376644E-2, 6.374097E-3
0.050000, 2.617841E-3, 4.795046E-3
0.051000, 2.369588E-2, 3.446799E-3
0.052000, 7.270051E-2, 2.308158E-3
0.053000, 7.812285E-3, 1.358988E-3
0.054000, 3.773203E-3, 8.070855E-3
0.055000, 6.381723E-2, 2.793637E-3
0.056000, 4.329312E-2, 1.827125E-3
0.057000, 8.736107E-3, 1.027912E-3
0.058000, 2.582347E-2, 3.784636E-4
0.059000, 2.416412E-2, 8.788800E-3
0.060000, 3.970648E-2, 6.347407E-3
0.061000, 3.217208E-2, 4.278227E-3
0.062000, 2.553873E-2, 2.546854E-3
0.063000, 2.839470E-2, 1.120474E-3
0.064000, 1.186279E-2, 3.212589E-5
0.065000, 8.009429E-3, 9.405433E-4
, , 
0.066000, 4.752569E-3, 1.632754E-3
0.067000, 1.069412E-2, 1.078616E-2
0.068000, 5.626891E-3, 8.283462E-3
0.069000, 4.180789E-2, 6.114065E-3
0.070000, 2.227338E-2, 4.251439E-3
0.071000, 4.185488E-2, 2.669985E-3
0.072000, 1.930137E-2, 1.345052E-3
0.073000, 2.790398E-2, 2.529520E-4
0.074000, 2.814305E-2, 6.290218E-4
0.075000, 6.980545E-3, 1.322569E-3
0.076000, 4.367884E-2, 1.848360E-3
0.077000, 3.367756E-2, 1.087707E-2
0.078000, 2.696549E-2, 8.285244E-3
0.079000, 8.551812E-3, 6.056662E-3
0.080000, 2.513791E-2, 4.159700E-3
0.081000, 2.725719E-2, 2.564170E-3
0.082000, 3.605535E-2, 7.409744E-3
0.083000, 1.149149E-2, 5.647385E-3
0.084000, 1.092345E-2, 4.141002E-3
0.085000, 1.681103E-3, 2.867135E-3
0.086000, 2.123289E-2, 1.803466E-3
0.087000, 1.729595E-2, 9.288152E-4
0.088000, 5.212113E-3, 2.231454E-4
0.089000, 3.105895E-2, 3.324457E-4
0.090000, 3.100970E-2, 7.557271E-4
0.091000, 1.218169E-2, 1.063341E-3
0.092000, 7.582036E-2, 1.270810E-3
0.093000, 3.405695E-3, 1.004361E-2
0.094000, 4.351916E-2, 7.253050E-3
0.095000, 2.758303E-2, 4.877713E-3
0.096000, 4.114145E-2, 2.880816E-3
0.097000, 9.248207E-2, 1.227101E-3
