Time, Activation By Channel (% of MVC)
707.553000, 1.074301E-2, 1.398929E+0
707.554000, 5.155342E-2, 1.398929E+0
707.555000, 8.216122E-2, 1.409125E+0
707.556000, 5.155342E-2, 1.409125E+0
707.557000, 8.216122E-2, 1.398929E+0
707.558000, 9.236383E-2, 1.398929E+0
707.559000, 9.236383E-2, 1.398929E+0
707.560000, 1.025664E-1, 1.409125E+0
707.561000, 1.229716E-1, 1.409125E+0
707.562000, 1.127690E-1, 1.409125E+0
707.563000, 1.025664E-1, 1.398929E+0
707.564000, 8.216122E-2, 1.409125E+0
707.565000, 6.175602E-2, 1.398929E+0
707.566000, -1.986479E-2, 1.409125E+0
707.567000, 1.074301E-2, 1.409125E+0
707.568000, 8.216122E-2, 1.398929E+0
707.569000, 6.175602E-2, 1.398929E+0
707.570000, 5.404097E-4, 1.398929E+0
707.571000, 5.155342E-2, 1.398929E+0
707.572000, 1.229716E-1, 1.409125E+0
707.573000, 1.739846E-1, 1.409125E+0
707.574000, 1.739846E-1, 1.398929E+0
707.575000, 1.943898E-1, 1.398929E+0
707.576000, 2.249977E-1, 1.398929E+0
707.577000, 1.841872E-1, 1.398929E+0
707.578000, 5.155342E-2, 1.409125E+0
707.579000, 9.236383E-2, 1.409125E+0
707.580000, 5.404097E-4, 1.398929E+0
707.581000, 2.094561E-2, 1.398929E+0
707.582000, 1.074301E-2, 1.398929E+0
707.583000, 4.135082E-2, 1.398929E+0
707.584000, 2.094561E-2, 1.409125E+0
707.585000, 5.155342E-2, 1.409125E+0
, , 
707.586000, 1.025664E-1, 1.409125E+0
707.587000, 8.216122E-2, 1.398929E+0
707.588000, 7.195862E-2, 1.398929E+0
707.589000, 9.236383E-2, 1.398929E+0
707.590000, 3.114822E-2, 1.409125E+0
707.591000, 6.175602E-2, 1.409125E+0
707.592000, 8.216122E-2, 1.398929E+0
707.593000, 8.216122E-2, 1.409125E+0
707.594000, 8.216122E-2, 1.398929E+0
707.595000, 8.216122E-2, 1.398929E+0
707.596000, 8.216122E-2, 1.409125E+0
707.597000, 9.236383E-2, 1.409125E+0
707.598000, 8.216122E-2, 1.409125E+0
707.599000, 6.175602E-2, 1.409125E+0
