Time (s), Filtered Data By Channel
0.000000, 5.956644E-1, 3.507976E-3
0.001000, 6.374992E-1, 2.369192E-3
0.002000, 1.486696E+0, 7.233896E-3
0.003000, 2.613001E+0, 5.177615E-3
0.004000, 2.768909E+0, 3.445694E-3
0.005000, 1.348595E+0, 2.006644E-3
0.006000, 1.438076E+0, 7.820455E-3
0.007000, 4.095670E+0, 5.921844E-3
0.008000, 5.065098E+0, 4.290475E-3
0.009000, 1.898961E+0, 5.747664E-3
0.010000, 9.500889E-1, 4.578480E-3
0.011000, 2.725295E+0, 5.511512E-3
0.012000, 3.377518E-1, 3.881415E-3
0.013000, 7.255050E-1, 2.519193E-3
0.014000, 1.315359E+0, 1.397519E-3
0.015000, 2.432374E-1, 4.906107E-4
0.016000, 1.678037E+0, 8.876837E-3
0.017000, 7.878797E-1, 6.585560E-3
0.018000, 4.295114E-1, 4.623124E-3
0.019000, 1.057459E+0, 2.961323E-3
0.020000, 4.078552E-1, 1.573050E-3
0.021000, 1.741508E-2, 8.218732E-3
0.022000, 1.062606E+0, 6.296859E-3
0.023000, 9.155911E-1, 3.999738E-3
0.024000, 1.048014E+0, 2.554561E-3
0.025000, 1.561846E+0, 1.358101E-3
0.026000, 1.481170E+0, 8.265815E-3
0.027000, 1.254820E+0, 2.452006E-3
0.028000, 3.299997E-1, 1.380652E-3
0.029000, 2.389366E-1, 8.137933E-3
0.030000, 1.354211E-1, 5.984304E-3
0.031000, 5.625441E-1, 4.146035E-3
0.032000, 5.294643E-2, 6.055961E-3
, , 
0.033000, 1.032032E-1, 4.506470E-3
0.034000, 2.177586E+0, 3.197356E-3
0.035000, 2.225160E+0, 6.546121E-3
0.036000, 5.167258E-1, 4.046706E-3
0.037000, 3.003927E-1, 2.846409E-3
0.038000, 1.320089E-1, 6.803598E-3
0.039000, 1.219748E-1, 4.782431E-3
0.040000, 8.807241E-2, 5.574771E-3
0.041000, 8.522330E-1, 4.495707E-3
0.042000, 1.435248E+0, 5.793518E-3
0.043000, 1.362417E+0, 4.312806E-3
0.044000, 1.696280E+0, 3.056322E-3
0.045000, 2.123959E+0, 2.002557E-3
0.046000, 2.185250E-1, 7.519897E-3
0.047000, 1.880835E+0, 3.262804E-3
0.048000, 1.821107E+0, 6.426802E-3
0.049000, 4.725723E-1, 4.201665E-3
0.050000, 5.097234E-1, 3.021457E-3
0.051000, 2.836956E-1, 6.621527E-3
0.052000, 1.685797E+0, 4.604111E-3
0.053000, 5.397006E-1, 5.740668E-3
0.054000, 2.447702E+0, 4.302058E-3
0.055000, 2.205405E+0, 5.574946E-3
0.056000, 1.509367E+0, 3.768129E-3
0.057000, 7.184128E-1, 2.262588E-3
0.058000, 1.338813E+0, 7.622925E-3
0.059000, 2.479610E+0, 5.775040E-3
0.060000, 4.238306E+0, 4.187142E-3
0.061000, 2.790509E+0, 2.836744E-3
0.062000, 1.568386E+0, 1.702338E-3
0.063000, 3.082538E+0, 7.633965E-4
0.064000, 4.940264E+0, 8.650685E-3
0.065000, 6.183322E+0, 6.416469E-3
, , 
0.066000, 5.661431E-1, 4.517857E-3
0.067000, 1.128096E-1, 5.727592E-3
0.068000, 1.196752E+0, 4.207707E-3
0.069000, 1.455374E+0, 5.733969E-3
0.070000, 1.404015E+0, 4.674371E-3
0.071000, 2.262629E-1, 3.304163E-3
0.072000, 5.592733E-1, 2.150480E-3
0.073000, 3.844317E-1, 7.458499E-3
0.074000, 1.626050E+0, 5.400513E-3
0.075000, 1.844916E+0, 3.660603E-3
0.076000, 1.613819E+0, 6.442569E-3
0.077000, 1.486631E+0, 4.795766E-3
0.078000, 1.476866E+0, 5.258501E-3
0.079000, 1.355114E+0, 5.050578E-3
0.080000, 1.108507E+0, 3.593477E-3
0.081000, 8.725522E-1, 2.364333E-3
0.082000, 6.412642E-1, 7.309569E-3
0.083000, 4.196219E-1, 5.306839E-3
0.084000, 2.808835E-1, 3.613351E-3
0.085000, 4.095422E-2, 6.451430E-3
0.086000, 1.502564E-1, 4.773498E-3
0.087000, 2.986594E-1, 3.345681E-3
0.088000, 4.010398E-1, 2.145034E-3
0.089000, 3.873280E-1, 1.149687E-3
0.090000, 4.718359E-1, 8.312202E-3
0.091000, 3.885751E-1, 6.118340E-3
0.092000, 6.721700E-1, 4.253667E-3
0.093000, 8.244461E-1, 5.963315E-3
0.094000, 8.033336E-1, 4.231471E-3
0.095000, 7.851551E-1, 5.948869E-3
0.096000, 8.793149E-1, 4.276962E-3
0.097000, 9.340018E-1, 5.877555E-3
0.098000, 5.988379E-1, 4.281803E-3
, , 
0.099000, 5.575313E-1, 5.722177E-3
0.100000, 3.632232E-1, 4.015051E-3
0.101000, 3.509001E-1, 6.066339E-3
0.102000, 2.256789E-1, 4.407488E-3
0.103000, 5.483374E-2, 3.000758E-3
0.104000, 1.108413E-2, 1.822762E-3
0.105000, 4.719834E-2, 8.512170E-4
0.106000, 1.298749E-1, 8.586103E-3
0.107000, 2.618542E-2, 6.367257E-3
0.108000, 4.416384E-1, 4.477513E-3
0.109000, 1.721187E+0, 5.764330E-3
0.110000, 1.790743E+0, 4.244985E-3
0.111000, 1.056376E+0, 2.958056E-3
0.112000, 1.640482E+0, 6.769636E-3
0.113000, 3.816044E+0, 4.817099E-3
0.114000, 2.604325E+0, 5.480511E-3
0.115000, 6.159411E-2, 4.010394E-3
0.116000, 9.752133E-1, 5.884421E-3
0.117000, 1.441353E+0, 4.083589E-3
0.118000, 1.646242E+0, 6.077070E-3
0.119000, 2.063121E+0, 4.484084E-3
0.120000, 6.921191E-2, 5.520202E-3
0.121000, 1.103742E+0, 3.816142E-3
0.122000, 1.039508E+0, 6.259740E-3
0.123000, 1.852389E-1, 4.593254E-3
0.124000, 1.097746E-1, 5.473979E-3
0.125000, 7.604672E-1, 3.823040E-3
0.126000, 2.709973E-1, 2.442238E-3
0.127000, 8.246696E-1, 7.346565E-3
0.128000, 9.286052E-1, 5.426998E-3
0.129000, 1.825324E+0, 3.789564E-3
0.130000, 3.127739E-1, 2.409028E-3
0.131000, 9.143234E-1, 1.261270E-3
, , 
0.132000, 8.561267E-1, 3.232965E-4
0.133000, 9.281889E-1, 9.077805E-3
0.134000, 1.026479E+0, 6.820753E-3
0.135000, 1.039698E+0, 4.891440E-3
0.136000, 9.431074E-1, 3.260306E-3
0.137000, 8.364446E-1, 1.899187E-3
0.138000, 6.883437E-1, 7.813090E-4
0.139000, 5.304534E-1, 8.769769E-3
0.140000, 3.345977E-1, 6.636050E-3
0.141000, 1.608160E-1, 4.806475E-3
0.142000, 4.316149E-2, 5.396741E-3
