Time (s), Activation By Channel (% of MVC)
490.875000, 8.079915E-1, 1.063861E-3
490.876000, 8.237152E-2, 6.563387E-5
490.877000, 1.727581E-1, 9.659146E-4
490.878000, 5.826666E-2, 1.661813E-3
490.879000, 3.090309E-1, 2.176870E-3
490.880000, 2.331172E-1, 1.118437E-2
490.881000, 3.315181E-1, 8.563238E-3
490.882000, 5.066443E-1, 6.299360E-3
490.883000, 3.810553E-1, 4.288052E-3
490.884000, 2.939446E-1, 5.565527E-3
490.885000, 2.630479E-1, 4.926602E-3
490.886000, 2.900904E-1, 3.634248E-3
490.887000, 2.437531E-1, 2.551171E-3
490.888000, 1.453892E-1, 1.655602E-3
490.889000, 3.025277E-2, 9.270742E-4
490.890000, 1.067783E-1, 8.304644E-3
490.891000, 1.170122E-1, 2.735590E-3
490.892000, 1.646125E-2, 1.922790E-3
490.893000, 6.434233E-2, 1.255808E-3
490.894000, 1.009930E-2, 7.933211E-3
490.895000, 3.498643E-2, 5.517900E-3
490.896000, 1.924467E-2, 3.479078E-3
490.897000, 2.254508E-2, 1.782161E-3
490.898000, 3.805428E-2, 3.940430E-4
490.899000, 6.859781E-2, 7.168693E-4
490.900000, 8.252112E-2, 1.580630E-3
490.901000, 1.096270E-1, 2.225722E-3
490.902000, 1.014032E-1, 1.133009E-2
490.903000, 1.197079E-1, 8.777017E-3
490.904000, 1.125866E-1, 6.556467E-3
490.905000, 9.569548E-2, 4.642483E-3
490.906000, 8.944042E-2, 3.010017E-3
490.907000, 9.939700E-2, 1.634941E-3
, , 
490.908000, 6.821007E-2, 4.940549E-4
490.909000, 6.904278E-2, 4.349011E-4
490.910000, 6.658001E-2, 9.824284E-3
490.911000, 3.553844E-2, 1.098637E-3
490.912000, 2.373317E-3, 8.444845E-3
490.913000, 4.981433E-3, 6.316743E-3
490.914000, 1.945341E-2, 4.503207E-3
490.915000, 2.219550E-2, 2.975038E-3
490.916000, 4.166198E-2, 6.946538E-3
490.917000, 7.680254E-4, 3.505281E-3
490.918000, 2.200548E-2, 6.453681E-3
490.919000, 2.979422E-4, 4.690488E-3
490.920000, 8.179683E-3, 3.195951E-3
490.921000, 1.915857E-2, 1.945171E-3
490.922000, 1.662921E-3, 9.143990E-4
490.923000, 2.146875E-2, 8.570005E-3
490.924000, 2.166897E-2, 2.263600E-3
490.925000, 2.265315E-2, 1.286657E-3
