Time (s), Activation By Channel (% of MVC)
136.389000, 1.514299E-2, 7.842853E-3
136.390000, 2.308501E-2, 3.031618E-3
136.391000, 2.781201E-2, 2.082590E-3
136.392000, 3.919185E-3, 7.345228E-3
136.393000, 3.722716E-3, 3.521484E-3
136.394000, 1.190862E-2, 2.556000E-3
136.395000, 9.495831E-2, 6.895537E-3
136.396000, 6.335701E-2, 3.941549E-3
136.397000, 6.432199E-3, 2.941801E-3
136.398000, 6.605336E-2, 6.547457E-3
136.399000, 5.490481E-2, 4.401522E-3
136.400000, 3.637105E-2, 6.048193E-3
136.401000, 3.916330E-2, 4.692629E-3
136.402000, 4.837105E-2, 5.121477E-3
136.403000, 5.293031E-2, 5.380926E-3
136.404000, 1.907905E-2, 4.074529E-3
136.405000, 2.372918E-2, 2.957636E-3
136.406000, 7.968338E-2, 2.012669E-3
136.407000, 2.112192E-2, 7.428059E-3
136.408000, 1.353370E-2, 3.412793E-3
136.409000, 3.984334E-2, 2.412095E-3
136.410000, 1.905331E-2, 1.570217E-3
136.411000, 5.163179E-2, 8.715538E-4
136.412000, 1.317090E-2, 3.013537E-4
136.413000, 4.166334E-2, 8.805347E-3
136.414000, 8.841022E-2, 6.319627E-3
136.415000, 6.631555E-2, 4.220070E-3
136.416000, 6.458315E-2, 6.180897E-3
136.417000, 5.131100E-2, 3.875020E-3
136.418000, 1.257674E-1, 6.404551E-3
136.419000, 4.027431E-2, 3.756528E-3
136.420000, 3.063774E-3, 2.217944E-3
136.421000, 2.373396E-2, 7.687254E-3
, , 
136.422000, 1.884684E-2, 5.848026E-3
136.423000, 3.096258E-3, 4.391191E-3
136.424000, 7.402195E-3, 2.908992E-3
136.425000, 2.510044E-3, 1.691526E-3
136.426000, 4.397642E-2, 7.098599E-4
136.427000, 6.285799E-2, 8.714232E-3
136.428000, 2.107522E-2, 6.464178E-3
136.429000, 1.578996E-1, 4.530007E-3
136.430000, 6.356653E-2, 2.885756E-3
136.431000, 3.322728E-2, 1.506342E-3
136.432000, 5.436878E-2, 8.283452E-3
136.433000, 6.381825E-3, 2.286202E-3
136.434000, 1.875567E-3, 7.566315E-3
136.435000, 1.168081E-3, 5.705940E-3
136.436000, 2.953716E-2, 4.121740E-3
136.437000, 1.418418E-2, 2.787410E-3
136.438000, 3.722594E-2, 1.678095E-3
136.439000, 8.830957E-3, 7.880692E-3
136.440000, 7.445690E-2, 2.882063E-3
136.441000, 5.740081E-2, 1.837363E-3
136.442000, 3.323346E-2, 7.670879E-3
136.443000, 3.079483E-2, 5.521230E-3
136.444000, 3.397999E-2, 4.951769E-3
136.445000, 6.470533E-3, 5.014968E-3
136.446000, 1.695609E-2, 3.284457E-3
136.447000, 2.067460E-2, 6.807387E-3
136.448000, 3.163235E-1, 3.503964E-3
136.449000, 2.120868E-1, 6.568019E-3
136.450000, 3.301416E-3, 4.892792E-3
136.451000, 3.829755E-2, 5.187480E-3
136.452000, 5.433546E-2, 5.097750E-3
136.453000, 3.853386E-2, 3.618760E-3
136.454000, 1.769768E-2, 2.369552E-3
, , 
136.455000, 4.605487E-2, 1.328367E-3
136.456000, 4.542955E-3, 8.176522E-3
136.457000, 2.484458E-2, 2.628347E-3
136.458000, 7.948680E-4, 7.034924E-3
136.459000, 4.339750E-2, 3.623569E-3
136.460000, 6.537351E-2, 2.476568E-3
136.461000, 5.281777E-2, 7.130554E-3
136.462000, 3.304372E-2, 5.075163E-3
136.463000, 2.610663E-2, 5.309164E-3
136.464000, 6.663025E-2, 4.739910E-3
136.465000, 1.693544E-2, 3.084854E-3
136.466000, 1.593377E-2, 6.938784E-3
136.467000, 4.924657E-2, 3.433317E-3
136.468000, 2.767272E-2, 2.065619E-3
136.469000, 3.664541E-2, 7.704325E-3
136.470000, 6.436710E-3, 2.889821E-3
136.471000, 2.474431E-2, 6.936518E-3
136.472000, 3.241667E-3, 5.050721E-3
136.473000, 3.132972E-2, 5.207228E-3
136.474000, 1.447979E-3, 4.930961E-3
136.475000, 2.729476E-2, 3.333257E-3
136.476000, 3.742914E-3, 6.659741E-3
136.477000, 4.166506E-3, 4.930144E-3
136.478000, 3.011532E-2, 5.183760E-3
136.479000, 2.714162E-2, 5.085018E-3
136.480000, 2.659271E-3, 3.603515E-3
136.481000, 7.196680E-3, 6.288251E-3
136.482000, 6.259154E-2, 4.178390E-3
136.483000, 5.669568E-2, 5.778945E-3
136.484000, 2.400407E-2, 4.025600E-3
136.485000, 2.665828E-2, 6.100310E-3
136.486000, 7.290195E-3, 4.483241E-3
136.487000, 1.406208E-2, 5.536318E-3
, , 
136.488000, 9.048954E-4, 4.810679E-3
136.489000, 8.723184E-3, 3.393190E-3
136.490000, 1.061018E-2, 6.446992E-3
136.491000, 1.936024E-2, 4.060444E-3
136.492000, 3.129281E-3, 2.785678E-3
136.493000, 1.909856E-2, 6.928312E-3
136.494000, 2.092796E-2, 3.689935E-3
136.495000, 2.105197E-2, 2.511710E-3
136.496000, 1.479130E-2, 7.118929E-3
136.497000, 1.431623E-2, 3.570520E-3
136.498000, 2.229523E-2, 6.198696E-3
136.499000, 1.298922E-3, 4.362564E-3
136.500000, 2.961745E-2, 5.524695E-3
136.501000, 4.013594E-2, 3.722650E-3
136.502000, 2.577260E-3, 6.433530E-3
136.503000, 1.602746E-2, 4.831030E-3
136.504000, 1.145294E-2, 5.187147E-3
136.505000, 9.981077E-4, 5.150357E-3
136.506000, 3.588179E-2, 4.936451E-3
136.507000, 9.995352E-3, 5.340239E-3
136.508000, 8.090857E-3, 4.799978E-3
136.509000, 6.469552E-3, 3.220771E-3
136.510000, 1.375691E-2, 1.909930E-3
136.511000, 1.842571E-2, 7.811165E-3
136.512000, 3.611818E-3, 2.824480E-3
136.513000, 1.371963E-3, 6.967074E-3
136.514000, 9.040292E-3, 5.052596E-3
136.515000, 1.618721E-2, 3.422538E-3
136.516000, 3.791402E-2, 2.051574E-3
136.517000, 3.439028E-2, 9.154585E-4
136.518000, 4.730744E-2, 8.955598E-6
136.519000, 5.395578E-2, 9.394766E-3
136.520000, 1.371867E-2, 7.120895E-3
, , 
136.521000, 1.319153E-1, 5.173455E-3
136.522000, 9.031734E-2, 5.127936E-3
136.523000, 2.167745E-2, 3.669205E-3
136.524000, 2.303313E-2, 6.207847E-3
136.525000, 3.997559E-2, 4.384042E-3
136.526000, 2.053111E-3, 5.803702E-3
136.527000, 1.050642E-2, 4.410172E-3
136.528000, 2.482706E-2, 5.759839E-3
136.529000, 4.973119E-2, 4.468864E-3
136.530000, 3.121688E-2, 2.962025E-3
136.531000, 1.675959E-2, 6.941672E-3
136.532000, 5.790408E-3, 5.125971E-3
136.533000, 5.838862E-2, 5.069489E-3
136.534000, 5.031391E-2, 5.123375E-3
136.535000, 2.465279E-2, 5.078602E-3
136.536000, 1.267400E-2, 3.541723E-3
136.537000, 1.000172E-1, 6.394779E-3
136.538000, 5.464858E-2, 4.614108E-3
136.539000, 4.988936E-2, 5.544620E-3
136.540000, 3.641995E-2, 4.686172E-3
136.541000, 9.635062E-3, 3.173891E-3
136.542000, 2.515791E-2, 6.741273E-3
136.543000, 6.016865E-4, 3.709342E-3
136.544000, 2.038442E-4, 6.256802E-3
136.545000, 2.587068E-2, 4.505345E-3
136.546000, 2.615942E-2, 3.025856E-3
136.547000, 4.517110E-2, 6.858679E-3
136.548000, 3.938125E-2, 3.620142E-3
136.549000, 2.747659E-2, 6.320406E-3
136.550000, 4.004500E-2, 4.104983E-3
136.551000, 1.281475E-2, 2.764687E-3
136.552000, 2.732468E-2, 7.000054E-3
136.553000, 2.784536E-2, 5.070505E-3
, , 
136.554000, 9.487339E-3, 5.216083E-3
136.555000, 4.398003E-3, 4.906069E-3
136.556000, 4.041948E-2, 3.302646E-3
136.557000, 2.138100E-2, 6.687819E-3
136.558000, 1.926660E-3, 3.701766E-3
136.559000, 9.966769E-3, 2.338411E-3
136.560000, 1.934976E-2, 7.437999E-3
136.561000, 3.717007E-3, 3.140995E-3
136.562000, 2.875032E-3, 1.943794E-3
136.563000, 2.160037E-3, 7.688317E-3
136.564000, 1.021594E-2, 3.014534E-3
136.565000, 1.780938E-3, 6.728890E-3
136.566000, 1.712724E-3, 3.868223E-3
136.567000, 1.892529E-2, 2.675775E-3
136.568000, 4.197538E-3, 1.687600E-3
136.569000, 1.392230E-2, 7.769072E-3
136.570000, 1.759307E-2, 5.572663E-3
136.571000, 1.535178E-2, 4.942413E-3
136.572000, 4.753876E-3, 3.664246E-3
136.573000, 1.576540E-2, 6.063111E-3
136.574000, 4.683141E-3, 4.532885E-3
136.575000, 1.765902E-3, 3.324608E-3
136.576000, 9.200496E-3, 6.342811E-3
136.577000, 8.132456E-3, 4.304187E-3
136.578000, 3.304097E-2, 5.512119E-3
136.579000, 2.494592E-3, 4.998407E-3
136.580000, 6.582370E-3, 3.708786E-3
136.581000, 2.190863E-2, 2.615743E-3
136.582000, 5.013836E-2, 6.950824E-3
136.583000, 5.941193E-2, 3.784144E-3
136.584000, 5.436195E-2, 5.955694E-3
136.585000, 6.493000E-2, 4.621072E-3
136.586000, 6.069774E-4, 3.388624E-3
, , 
136.587000, 1.267651E-1, 2.344755E-3
136.588000, 1.173971E-1, 7.179673E-3
136.589000, 1.575365E-1, 3.591273E-3
136.590000, 3.175566E-2, 2.533098E-3
136.591000, 5.232773E-2, 7.006190E-3
136.592000, 7.304292E-3, 3.749608E-3
136.593000, 1.158167E-3, 5.974828E-3
136.594000, 7.192603E-2, 4.038230E-3
136.595000, 7.958328E-4, 6.227448E-3
136.596000, 7.146715E-2, 4.712389E-3
136.597000, 5.939181E-2, 5.237622E-3
136.598000, 4.864179E-2, 5.151343E-3
136.599000, 2.180834E-2, 4.898348E-3
136.600000, 5.014254E-2, 3.247772E-3
136.601000, 3.059137E-2, 6.768746E-3
136.602000, 4.445899E-2, 3.612050E-3
136.603000, 7.864817E-2, 2.253719E-3
136.604000, 3.040005E-2, 7.506950E-3
136.605000, 2.674782E-3, 3.095750E-3
136.606000, 1.687231E-2, 6.723251E-3
136.607000, 4.334912E-2, 4.831717E-3
136.608000, 1.878712E-2, 5.430094E-3
136.609000, 7.096612E-2, 4.706289E-3
136.610000, 5.977559E-2, 5.542126E-3
136.611000, 1.431222E-1, 4.609391E-3
136.612000, 6.690032E-2, 3.028360E-3
136.613000, 2.593895E-2, 6.945094E-3
136.614000, 5.733043E-2, 3.457485E-3
136.615000, 6.018579E-2, 2.104262E-3
136.616000, 1.174070E-3, 7.663913E-3
136.617000, 5.414312E-2, 2.922209E-3
136.618000, 8.326531E-2, 6.919393E-3
136.619000, 8.299206E-2, 3.597171E-3
, , 
136.620000, 3.516925E-2, 2.340765E-3
136.621000, 1.055781E-1, 1.304087E-3
136.622000, 2.287284E-1, 8.186839E-3
136.623000, 5.581655E-2, 2.639358E-3
136.624000, 1.130259E-2, 6.997136E-3
136.625000, 4.259788E-2, 4.959214E-3
136.626000, 3.301181E-3, 5.417363E-3
136.627000, 2.745626E-2, 4.019323E-3
136.628000, 5.285852E-2, 5.810650E-3
136.629000, 1.038068E-1, 4.698624E-3
136.630000, 7.524673E-2, 3.418172E-3
136.631000, 1.632530E-2, 6.308199E-3
136.632000, 2.734631E-2, 4.291782E-3
136.633000, 1.013200E-1, 3.090196E-3
136.634000, 2.296918E-2, 6.568134E-3
136.635000, 5.937404E-2, 4.090036E-3
136.636000, 1.333434E-2, 2.937719E-3
136.637000, 5.101622E-3, 6.679376E-3
136.638000, 4.485131E-2, 4.638222E-3
136.639000, 1.397915E-1, 5.728042E-3
136.640000, 1.131705E-2, 4.308598E-3
136.641000, 3.005291E-2, 5.551586E-3
136.642000, 3.276036E-2, 4.920772E-3
136.643000, 1.273757E-3, 5.052446E-3
136.644000, 8.318590E-3, 5.318403E-3
136.645000, 1.307329E-2, 3.905745E-3
136.646000, 1.932340E-2, 2.705630E-3
136.647000, 3.163136E-2, 6.952805E-3
136.648000, 4.338802E-3, 3.704679E-3
136.649000, 3.627254E-2, 2.551913E-3
136.650000, 3.136860E-2, 7.064724E-3
136.651000, 8.662201E-3, 3.629370E-3
136.652000, 1.735635E-2, 2.508386E-3
, , 
136.653000, 3.951842E-2, 7.080959E-3
136.654000, 7.020416E-2, 3.636271E-3
136.655000, 6.205393E-2, 2.534588E-3
136.656000, 1.384995E-1, 7.038977E-3
136.657000, 2.171982E-1, 3.690814E-3
136.658000, 1.345503E-1, 2.598770E-3
136.659000, 3.398161E-2, 6.967793E-3
136.660000, 2.860240E-2, 4.884413E-3
136.661000, 1.206714E-2, 3.134017E-3
136.662000, 4.173623E-2, 1.684302E-3
136.663000, 2.742752E-2, 8.146462E-3
136.664000, 9.337503E-3, 6.245326E-3
136.665000, 4.329726E-2, 4.045022E-3
136.666000, 2.798548E-2, 6.046291E-3
136.667000, 1.627370E-2, 4.389686E-3
136.668000, 7.617306E-3, 2.979132E-3
136.669000, 3.615192E-2, 1.792689E-3
136.670000, 3.813029E-2, 8.093590E-4
136.671000, 2.253749E-2, 9.098556E-6
136.672000, 1.295842E-2, 9.278225E-3
136.673000, 2.951327E-2, 6.928716E-3
136.674000, 5.611621E-3, 4.925817E-3
136.675000, 2.042594E-2, 3.237684E-3
136.676000, 1.214807E-2, 6.817033E-3
136.677000, 1.186963E-2, 3.525978E-3
136.678000, 2.835437E-3, 2.131183E-3
136.679000, 5.017462E-3, 7.663848E-3
136.680000, 6.500373E-3, 2.907242E-3
136.681000, 3.335581E-2, 1.710953E-3
136.682000, 7.572742E-4, 7.913135E-3
136.683000, 5.257487E-2, 2.803322E-3
136.684000, 1.808168E-3, 1.728784E-3
136.685000, 2.648342E-2, 7.795236E-3
, , 
136.686000, 1.129025E-2, 3.001497E-3
136.687000, 8.705069E-3, 1.989293E-3
136.688000, 2.029737E-3, 7.488538E-3
136.689000, 8.289376E-4, 5.311072E-3
136.690000, 4.355313E-2, 5.186733E-3
136.691000, 3.898835E-2, 4.758528E-3
136.692000, 7.843431E-4, 3.010104E-3
136.693000, 2.240064E-2, 1.555106E-3
136.694000, 2.274686E-2, 3.650723E-4
136.695000, 2.845580E-2, 5.871599E-4
136.696000, 2.271644E-2, 9.978477E-3
136.697000, 7.813954E-2, 7.691359E-3
136.698000, 1.899892E-2, 5.715233E-3
136.699000, 9.715518E-3, 4.023844E-3
136.700000, 6.620452E-3, 2.592082E-3
136.701000, 1.571667E-1, 7.255078E-3
136.702000, 1.618282E-2, 3.252580E-3
136.703000, 2.560259E-2, 1.985023E-3
136.704000, 1.461363E-2, 9.359664E-4
136.705000, 9.159480E-3, 8.567652E-3
136.706000, 8.639737E-3, 2.246347E-3
136.707000, 5.052968E-3, 7.401158E-3
136.708000, 2.349055E-2, 5.372478E-3
136.709000, 9.814057E-3, 4.997092E-3
136.710000, 6.879903E-2, 5.056419E-3
136.711000, 5.601548E-2, 5.254036E-3
136.712000, 1.783263E-2, 3.798413E-3
136.713000, 1.236360E-1, 6.080632E-3
136.714000, 1.245770E-2, 4.263104E-3
136.715000, 1.223561E-3, 5.914857E-3
