Time, Activation By Channel (% of MVC)
136.389000, 9.236383E-2, 1.409125E+0
136.390000, 8.216122E-2, 1.398929E+0
136.391000, 7.195862E-2, 1.398929E+0
136.392000, 9.236383E-2, 1.409125E+0
136.393000, 9.236383E-2, 1.398929E+0
136.394000, 8.216122E-2, 1.398929E+0
136.395000, -1.986479E-2, 1.409125E+0
136.396000, -1.986479E-2, 1.398929E+0
136.397000, 3.114822E-2, 1.398929E+0
136.398000, 9.236383E-2, 1.409125E+0
136.399000, 9.236383E-2, 1.409125E+0
136.400000, 8.216122E-2, 1.398929E+0
136.401000, 9.236383E-2, 1.398929E+0
136.402000, 1.127690E-1, 1.409125E+0
136.403000, 1.331742E-1, 1.398929E+0
136.404000, 1.127690E-1, 1.398929E+0
136.405000, 7.195862E-2, 1.398929E+0
136.406000, 5.404097E-4, 1.398929E+0
136.407000, 4.135082E-2, 1.409125E+0
136.408000, 7.195862E-2, 1.398929E+0
136.409000, 1.074301E-2, 1.398929E+0
136.410000, 6.175602E-2, 1.398929E+0
136.411000, -1.986479E-2, 1.398929E+0
136.412000, 5.404097E-4, 1.398929E+0
136.413000, 5.155342E-2, 1.409125E+0
136.414000, 1.127690E-1, 1.409125E+0
136.415000, 1.127690E-1, 1.409125E+0
136.416000, 1.331742E-1, 1.398929E+0
136.417000, 1.433768E-1, 1.409125E+0
136.418000, -4.027000E-2, 1.398929E+0
136.419000, 2.094561E-2, 1.409125E+0
136.420000, 5.155342E-2, 1.409125E+0
136.421000, 8.216122E-2, 1.398929E+0
, , 
136.422000, 4.135082E-2, 1.398929E+0
136.423000, 6.175602E-2, 1.409125E+0
136.424000, 5.155342E-2, 1.409125E+0
136.425000, 6.175602E-2, 1.409125E+0
136.426000, 1.127690E-1, 1.409125E+0
136.427000, 1.535794E-1, 1.398929E+0
136.428000, 1.331742E-1, 1.398929E+0
136.429000, -6.067520E-2, 1.398929E+0
136.430000, 5.404097E-4, 1.398929E+0
136.431000, 9.236383E-2, 1.398929E+0
136.432000, 5.404097E-4, 1.409125E+0
136.433000, 5.155342E-2, 1.398929E+0
136.434000, 4.135082E-2, 1.409125E+0
136.435000, 4.135082E-2, 1.409125E+0
136.436000, 7.195862E-2, 1.409125E+0
136.437000, 6.175602E-2, 1.409125E+0
136.438000, 9.236383E-2, 1.409125E+0
136.439000, 7.195862E-2, 1.398929E+0
136.440000, 1.535794E-1, 1.409125E+0
136.441000, 1.637820E-1, 1.409125E+0
136.442000, 1.637820E-1, 1.398929E+0
136.443000, 1.841872E-1, 1.398929E+0
136.444000, 1.331742E-1, 1.409125E+0
136.445000, 1.841872E-1, 1.398929E+0
136.446000, 2.147950E-1, 1.398929E+0
136.447000, 1.943898E-1, 1.409125E+0
136.448000, -1.422960E-1, 1.398929E+0
136.449000, -1.218908E-1, 1.409125E+0
136.450000, 5.155342E-2, 1.409125E+0
136.451000, 8.216122E-2, 1.398929E+0
136.452000, 1.025664E-1, 1.409125E+0
136.453000, 9.236383E-2, 1.409125E+0
136.454000, 7.195862E-2, 1.409125E+0
, , 
136.455000, 1.025664E-1, 1.409125E+0
136.456000, 6.175602E-2, 1.398929E+0
136.457000, 2.094561E-2, 1.409125E+0
136.458000, 3.114822E-2, 1.398929E+0
136.459000, 7.195862E-2, 1.409125E+0
136.460000, 1.025664E-1, 1.409125E+0
136.461000, 1.025664E-1, 1.398929E+0
136.462000, 9.236383E-2, 1.398929E+0
136.463000, 9.236383E-2, 1.409125E+0
136.464000, -9.662192E-3, 1.398929E+0
136.465000, 6.175602E-2, 1.398929E+0
136.466000, 6.175602E-2, 1.409125E+0
136.467000, 1.025664E-1, 1.398929E+0
136.468000, 9.236383E-2, 1.398929E+0
136.469000, 1.127690E-1, 1.409125E+0
136.470000, 9.236383E-2, 1.398929E+0
136.471000, 6.175602E-2, 1.409125E+0
136.472000, 8.216122E-2, 1.409125E+0
136.473000, 5.155342E-2, 1.398929E+0
136.474000, 8.216122E-2, 1.409125E+0
136.475000, 5.155342E-2, 1.409125E+0
136.476000, 7.195862E-2, 1.398929E+0
136.477000, 7.195862E-2, 1.398929E+0
136.478000, 1.127690E-1, 1.409125E+0
136.479000, 1.229716E-1, 1.398929E+0
136.480000, 1.025664E-1, 1.398929E+0
