Time, Activation By Channel (% of MVC)
110.385000, -3.463481E-1, 1.398929E+0
110.386000, 2.094561E-2, 1.409125E+0
110.387000, 1.229716E-1, 1.398929E+0
110.388000, 1.229716E-1, 1.398929E+0
110.389000, 1.535794E-1, 1.409125E+0
110.390000, 7.195862E-2, 1.409125E+0
110.391000, 2.454029E-1, 1.398929E+0
110.392000, -1.986479E-2, 1.398929E+0
110.393000, 1.074301E-2, 1.409125E+0
110.394000, -4.027000E-2, 1.398929E+0
110.395000, 1.331742E-1, 1.409125E+0
110.396000, 3.114822E-2, 1.409125E+0
110.397000, -9.662192E-3, 1.398929E+0
110.398000, 1.433768E-1, 1.398929E+0
110.399000, 3.372263E-1, 1.409125E+0
110.400000, 5.106705E-1, 1.398929E+0
110.401000, -2.137142E-1, 1.409125E+0
110.402000, 2.094561E-2, 1.409125E+0
110.403000, -3.006740E-2, 1.398929E+0
110.404000, -1.320934E-1, 1.398929E+0
110.405000, 5.155342E-2, 1.398929E+0
110.406000, 2.556055E-1, 1.409125E+0
110.407000, 1.535794E-1, 1.398929E+0
110.408000, -6.067520E-2, 1.409125E+0
110.409000, 6.175602E-2, 1.409125E+0
110.410000, 7.195862E-2, 1.409125E+0
110.411000, 1.943898E-1, 1.398929E+0
110.412000, 2.454029E-1, 1.398929E+0
110.413000, -1.986479E-2, 1.398929E+0
110.414000, 8.216122E-2, 1.398929E+0
110.415000, 6.175602E-2, 1.398929E+0
110.416000, 1.074301E-2, 1.409125E+0
110.417000, 6.175602E-2, 1.398929E+0
, , 
110.418000, 8.216122E-2, 1.409125E+0
110.419000, 2.094561E-2, 1.398929E+0
110.420000, 3.678341E-1, 1.398929E+0
110.421000, 3.474289E-1, 1.409125E+0
110.422000, -1.422960E-1, 1.398929E+0
110.423000, -4.687793E-1, 1.398929E+0
110.424000, -9.662192E-3, 1.409125E+0
110.425000, 1.025664E-1, 1.398929E+0
110.426000, 1.739846E-1, 1.398929E+0
110.427000, 2.454029E-1, 1.409125E+0
110.428000, 7.195862E-2, 1.409125E+0
110.429000, -6.067520E-2, 1.398929E+0
110.430000, 2.094561E-2, 1.398929E+0
110.431000, -1.986479E-2, 1.398929E+0
110.432000, -1.014856E-1, 1.398929E+0
110.433000, -1.986479E-2, 1.409125E+0
110.434000, 1.229716E-1, 1.409125E+0
110.435000, 1.074301E-2, 1.398929E+0
110.436000, -4.027000E-2, 1.409125E+0
110.437000, -9.128301E-2, 1.409125E+0
110.438000, 3.114822E-2, 1.398929E+0
110.439000, 5.404097E-4, 1.409125E+0
110.440000, 2.045924E-1, 1.398929E+0
110.441000, 3.984419E-1, 1.398929E+0
110.442000, 1.943898E-1, 1.398929E+0
110.443000, -2.443220E-1, 1.398929E+0
110.444000, 7.195862E-2, 1.398929E+0
110.445000, 1.739846E-1, 1.398929E+0
110.446000, 2.045924E-1, 1.409125E+0
110.447000, 5.155342E-2, 1.398929E+0
110.448000, 5.404097E-4, 1.398929E+0
110.449000, -1.986479E-2, 1.409125E+0
110.450000, -3.006740E-2, 1.398929E+0
, , 
110.451000, 8.216122E-2, 1.398929E+0
110.452000, 1.331742E-1, 1.409125E+0
110.453000, 1.127690E-1, 1.398929E+0
110.454000, 1.074301E-2, 1.398929E+0
110.455000, -6.067520E-2, 1.398929E+0
110.456000, 1.535794E-1, 1.409125E+0
110.457000, 6.175602E-2, 1.398929E+0
110.458000, 4.135082E-2, 1.409125E+0
110.459000, 1.074301E-2, 1.409125E+0
110.460000, 1.025664E-1, 1.398929E+0
110.461000, 4.135082E-2, 1.409125E+0
110.462000, 5.155342E-2, 1.409125E+0
110.463000, 9.236383E-2, 1.398929E+0
110.464000, 2.556055E-1, 1.398929E+0
110.465000, 2.658081E-1, 1.409125E+0
110.466000, 1.331742E-1, 1.398929E+0
110.467000, 1.025664E-1, 1.409125E+0
110.468000, -9.662192E-3, 1.409125E+0
110.469000, 7.195862E-2, 1.398929E+0
110.470000, 1.943898E-1, 1.398929E+0
110.471000, 2.556055E-1, 1.409125E+0
110.472000, -1.014856E-1, 1.398929E+0
110.473000, 4.135082E-2, 1.398929E+0
110.474000, 4.135082E-2, 1.409125E+0
110.475000, 3.114822E-2, 1.409125E+0
110.476000, 3.114822E-2, 1.398929E+0
110.477000, 1.127690E-1, 1.409125E+0
110.478000, 1.229716E-1, 1.409125E+0
110.479000, 2.147950E-1, 1.398929E+0
110.480000, 1.841872E-1, 1.398929E+0
110.481000, -1.014856E-1, 1.398929E+0
110.482000, -1.014856E-1, 1.398929E+0
110.483000, 1.331742E-1, 1.398929E+0
, , 
110.484000, 2.658081E-1, 1.409125E+0
110.485000, 9.236383E-2, 1.398929E+0
110.486000, -6.067520E-2, 1.409125E+0
110.487000, -5.047260E-2, 1.409125E+0
110.488000, 5.155342E-2, 1.398929E+0
110.489000, 5.404097E-4, 1.398929E+0
110.490000, 1.637820E-1, 1.409125E+0
110.491000, 2.352003E-1, 1.398929E+0
110.492000, 3.576315E-1, 1.409125E+0
110.493000, 7.195862E-2, 1.409125E+0
110.494000, -1.218908E-1, 1.398929E+0
110.495000, 1.433768E-1, 1.398929E+0
110.496000, 1.841872E-1, 1.409125E+0
110.497000, 2.094561E-2, 1.398929E+0
110.498000, -7.087780E-2, 1.398929E+0
110.499000, 1.841872E-1, 1.409125E+0
110.500000, 2.147950E-1, 1.409125E+0
110.501000, 5.155342E-2, 1.398929E+0
110.502000, -2.749298E-1, 1.409125E+0
110.503000, 1.229716E-1, 1.398929E+0
110.504000, 3.576315E-1, 1.398929E+0
110.505000, 2.249977E-1, 1.398929E+0
110.506000, -1.218908E-1, 1.398929E+0
110.507000, 1.433768E-1, 1.398929E+0
110.508000, 1.841872E-1, 1.398929E+0
110.509000, 1.535794E-1, 1.409125E+0
110.510000, -1.014856E-1, 1.398929E+0
110.511000, -2.749298E-1, 1.409125E+0
110.512000, 3.114822E-2, 1.409125E+0
110.513000, 3.114822E-2, 1.398929E+0
110.514000, 1.535794E-1, 1.409125E+0
110.515000, 2.760107E-1, 1.409125E+0
110.516000, -6.067520E-2, 1.398929E+0
, , 
110.517000, -3.157402E-1, 1.398929E+0
110.518000, -2.239168E-1, 1.409125E+0
110.519000, 3.882393E-1, 1.398929E+0
110.520000, 1.535794E-1, 1.398929E+0
110.521000, 1.433768E-1, 1.398929E+0
110.522000, 5.155342E-2, 1.398929E+0
110.523000, 6.175602E-2, 1.409125E+0
110.524000, 2.454029E-1, 1.398929E+0
110.525000, 3.780367E-1, 1.409125E+0
110.526000, 8.216122E-2, 1.398929E+0
110.527000, -1.831064E-1, 1.409125E+0
110.528000, 1.074301E-2, 1.409125E+0
110.529000, 5.155342E-2, 1.398929E+0
110.530000, 5.155342E-2, 1.398929E+0
110.531000, 9.236383E-2, 1.409125E+0
110.532000, 1.025664E-1, 1.398929E+0
110.533000, 1.331742E-1, 1.409125E+0
110.534000, 3.372263E-1, 1.409125E+0
110.535000, 3.168211E-1, 1.398929E+0
110.536000, -1.320934E-1, 1.409125E+0
110.537000, 1.943898E-1, 1.409125E+0
