Time, Activation By Channel (% of MVC)
238.887000, 2.045924E-1, 1.409125E+0
238.888000, 1.229716E-1, 1.398929E+0
238.889000, -9.128301E-2, 1.398929E+0
238.890000, -5.047260E-2, 1.398929E+0
238.891000, 2.094561E-2, 1.409125E+0
238.892000, -9.128301E-2, 1.398929E+0
238.893000, 5.155342E-2, 1.398929E+0
238.894000, 9.236383E-2, 1.409125E+0
238.895000, 5.155342E-2, 1.398929E+0
238.896000, 1.637820E-1, 1.398929E+0
238.897000, 2.352003E-1, 1.398929E+0
238.898000, 2.760107E-1, 1.409125E+0
238.899000, 2.760107E-1, 1.398929E+0
238.900000, 2.249977E-1, 1.398929E+0
238.901000, -1.218908E-1, 1.398929E+0
238.902000, -1.218908E-1, 1.409125E+0
238.903000, -6.067520E-2, 1.398929E+0
238.904000, 3.114822E-2, 1.398929E+0
238.905000, -4.027000E-2, 1.409125E+0
238.906000, 4.135082E-2, 1.398929E+0
238.907000, 8.216122E-2, 1.398929E+0
238.908000, 2.094561E-2, 1.398929E+0
238.909000, 1.074301E-2, 1.409125E+0
238.910000, 5.155342E-2, 1.398929E+0
238.911000, 1.127690E-1, 1.398929E+0
238.912000, 1.127690E-1, 1.398929E+0
238.913000, 6.175602E-2, 1.409125E+0
238.914000, 1.229716E-1, 1.398929E+0
238.915000, 2.147950E-1, 1.398929E+0
238.916000, 1.229716E-1, 1.398929E+0
238.917000, -1.116882E-1, 1.398929E+0
238.918000, -9.662192E-3, 1.398929E+0
238.919000, 7.195862E-2, 1.398929E+0
, , 
238.920000, 8.216122E-2, 1.409125E+0
238.921000, 1.535794E-1, 1.409125E+0
238.922000, 1.943898E-1, 1.398929E+0
238.923000, 1.074301E-2, 1.398929E+0
238.924000, -1.627012E-1, 1.409125E+0
238.925000, 1.074301E-2, 1.409125E+0
238.926000, 4.135082E-2, 1.398929E+0
238.927000, 6.175602E-2, 1.409125E+0
238.928000, 5.155342E-2, 1.409125E+0
238.929000, 8.216122E-2, 1.398929E+0
238.930000, 1.637820E-1, 1.398929E+0
238.931000, 7.195862E-2, 1.398929E+0
238.932000, 1.025664E-1, 1.409125E+0
238.933000, 1.637820E-1, 1.398929E+0
238.934000, 3.114822E-2, 1.398929E+0
238.935000, -3.006740E-2, 1.409125E+0
238.936000, 4.135082E-2, 1.409125E+0
238.937000, 1.943898E-1, 1.398929E+0
238.938000, 3.474289E-1, 1.398929E+0
238.939000, 3.270237E-1, 1.409125E+0
238.940000, -2.443220E-1, 1.398929E+0
238.941000, -9.128301E-2, 1.398929E+0
238.942000, 5.155342E-2, 1.398929E+0
238.943000, 8.216122E-2, 1.409125E+0
238.944000, 1.637820E-1, 1.398929E+0
238.945000, 2.760107E-1, 1.409125E+0
238.946000, 3.678341E-1, 1.398929E+0
238.947000, 1.637820E-1, 1.409125E+0
238.948000, -2.035116E-1, 1.398929E+0
238.949000, -8.108041E-2, 1.398929E+0
238.950000, -7.087780E-2, 1.409125E+0
238.951000, 1.074301E-2, 1.398929E+0
238.952000, -4.027000E-2, 1.398929E+0
, , 
238.953000, -5.047260E-2, 1.409125E+0
238.954000, 1.433768E-1, 1.398929E+0
238.955000, 1.025664E-1, 1.409125E+0
238.956000, 6.175602E-2, 1.398929E+0
238.957000, 9.236383E-2, 1.398929E+0
238.958000, 1.025664E-1, 1.409125E+0
238.959000, 6.175602E-2, 1.409125E+0
238.960000, 1.841872E-1, 1.398929E+0
238.961000, 1.331742E-1, 1.409125E+0
238.962000, -4.027000E-2, 1.409125E+0
238.963000, 3.114822E-2, 1.398929E+0
238.964000, 4.135082E-2, 1.409125E+0
238.965000, 2.094561E-2, 1.409125E+0
238.966000, 1.739846E-1, 1.409125E+0
238.967000, 1.025664E-1, 1.398929E+0
238.968000, 1.433768E-1, 1.398929E+0
238.969000, 1.535794E-1, 1.398929E+0
238.970000, 1.433768E-1, 1.409125E+0
238.971000, 9.236383E-2, 1.398929E+0
238.972000, 5.404097E-4, 1.409125E+0
238.973000, -3.006740E-2, 1.409125E+0
238.974000, 7.195862E-2, 1.398929E+0
238.975000, 1.025664E-1, 1.398929E+0
238.976000, 1.331742E-1, 1.409125E+0
238.977000, -9.662192E-3, 1.409125E+0
238.978000, 7.195862E-2, 1.398929E+0
238.979000, 7.195862E-2, 1.398929E+0
238.980000, 7.195862E-2, 1.398929E+0
238.981000, 2.094561E-2, 1.409125E+0
238.982000, 1.229716E-1, 1.398929E+0
238.983000, 1.943898E-1, 1.398929E+0
238.984000, 1.127690E-1, 1.409125E+0
238.985000, -7.087780E-2, 1.398929E+0
, , 
238.986000, 6.175602E-2, 1.398929E+0
238.987000, 1.433768E-1, 1.409125E+0
238.988000, 5.155342E-2, 1.409125E+0
238.989000, 1.074301E-2, 1.398929E+0
238.990000, -9.662192E-3, 1.398929E+0
238.991000, 2.094561E-2, 1.398929E+0
238.992000, 6.175602E-2, 1.409125E+0
238.993000, 3.114822E-2, 1.398929E+0
238.994000, 8.216122E-2, 1.398929E+0
238.995000, 4.135082E-2, 1.409125E+0
238.996000, 5.155342E-2, 1.398929E+0
238.997000, 5.155342E-2, 1.398929E+0
238.998000, 5.155342E-2, 1.409125E+0
238.999000, 8.216122E-2, 1.409125E+0
239.000000, 1.025664E-1, 1.398929E+0
239.001000, 5.155342E-2, 1.409125E+0
239.002000, 8.216122E-2, 1.409125E+0
239.003000, 5.155342E-2, 1.398929E+0
239.004000, 5.155342E-2, 1.398929E+0
239.005000, 1.025664E-1, 1.398929E+0
239.006000, 1.025664E-1, 1.409125E+0
239.007000, 1.127690E-1, 1.409125E+0
239.008000, 2.094561E-2, 1.398929E+0
239.009000, 3.114822E-2, 1.398929E+0
239.010000, 6.175602E-2, 1.409125E+0
239.011000, 6.175602E-2, 1.398929E+0
239.012000, 8.216122E-2, 1.398929E+0
239.013000, 8.216122E-2, 1.409125E+0
239.014000, 1.025664E-1, 1.398929E+0
239.015000, 1.637820E-1, 1.409125E+0
239.016000, 7.195862E-2, 1.398929E+0
239.017000, 1.127690E-1, 1.409125E+0
239.018000, 1.943898E-1, 1.398929E+0
, , 
239.019000, 2.352003E-1, 1.398929E+0
239.020000, 2.147950E-1, 1.398929E+0
239.021000, -7.087780E-2, 1.409125E+0
239.022000, -9.662192E-3, 1.398929E+0
239.023000, -4.027000E-2, 1.398929E+0
239.024000, -5.047260E-2, 1.409125E+0
239.025000, 4.135082E-2, 1.409125E+0
239.026000, 7.195862E-2, 1.409125E+0
239.027000, 6.175602E-2, 1.398929E+0
239.028000, -3.006740E-2, 1.409125E+0
239.029000, -1.986479E-2, 1.398929E+0
239.030000, 4.135082E-2, 1.398929E+0
239.031000, 1.433768E-1, 1.398929E+0
239.032000, 2.352003E-1, 1.409125E+0
239.033000, 1.841872E-1, 1.398929E+0
239.034000, 1.025664E-1, 1.398929E+0
239.035000, 1.025664E-1, 1.409125E+0
239.036000, -9.662192E-3, 1.398929E+0
239.037000, -5.047260E-2, 1.398929E+0
239.038000, -1.831064E-1, 1.409125E+0
239.039000, 2.094561E-2, 1.398929E+0
239.040000, 1.074301E-2, 1.398929E+0
239.041000, 1.025664E-1, 1.398929E+0
239.042000, 2.556055E-1, 1.409125E+0
239.043000, 2.658081E-1, 1.398929E+0
239.044000, 2.760107E-1, 1.398929E+0
239.045000, -3.006740E-2, 1.398929E+0
239.046000, -1.627012E-1, 1.409125E+0
239.047000, -7.087780E-2, 1.398929E+0
239.048000, -4.027000E-2, 1.398929E+0
239.049000, 2.094561E-2, 1.409125E+0
239.050000, 2.045924E-1, 1.398929E+0
239.051000, 2.352003E-1, 1.409125E+0
, , 
239.052000, 1.025664E-1, 1.398929E+0
239.053000, -1.014856E-1, 1.409125E+0
239.054000, 1.074301E-2, 1.398929E+0
239.055000, -4.027000E-2, 1.398929E+0
239.056000, 2.094561E-2, 1.409125E+0
239.057000, 1.841872E-1, 1.388733E+0
239.058000, 2.094561E-2, 1.409125E+0
239.059000, -3.006740E-2, 1.398929E+0
239.060000, 1.025664E-1, 1.409125E+0
239.061000, 3.678341E-1, 1.398929E+0
239.062000, 5.404097E-4, 1.409125E+0
239.063000, 9.236383E-2, 1.409125E+0
239.064000, 1.074301E-2, 1.398929E+0
239.065000, -1.014856E-1, 1.398929E+0
239.066000, 5.404097E-4, 1.409125E+0
239.067000, 4.135082E-2, 1.398929E+0
239.068000, 1.229716E-1, 1.398929E+0
239.069000, 4.135082E-2, 1.409125E+0
239.070000, 2.094561E-2, 1.409125E+0
239.071000, 3.114822E-2, 1.409125E+0
239.072000, 1.025664E-1, 1.409125E+0
239.073000, 1.127690E-1, 1.409125E+0
239.074000, 1.637820E-1, 1.409125E+0
239.075000, 2.249977E-1, 1.398929E+0
239.076000, 1.841872E-1, 1.398929E+0
239.077000, -1.524986E-1, 1.409125E+0
239.078000, 2.094561E-2, 1.398929E+0
239.079000, 6.175602E-2, 1.398929E+0
239.080000, 4.135082E-2, 1.409125E+0
239.081000, 5.155342E-2, 1.409125E+0
239.082000, 8.216122E-2, 1.398929E+0
239.083000, 1.637820E-1, 1.398929E+0
239.084000, 2.556055E-1, 1.409125E+0
, , 
239.085000, 1.739846E-1, 1.398929E+0
239.086000, 3.114822E-2, 1.409125E+0
239.087000, 5.404097E-4, 1.398929E+0
239.088000, -9.128301E-2, 1.409125E+0
239.089000, 1.074301E-2, 1.409125E+0
239.090000, 4.135082E-2, 1.409125E+0
239.091000, 5.155342E-2, 1.409125E+0
239.092000, 3.114822E-2, 1.398929E+0
239.093000, 5.155342E-2, 1.398929E+0
239.094000, 8.216122E-2, 1.398929E+0
239.095000, 5.155342E-2, 1.409125E+0
239.096000, 1.331742E-1, 1.398929E+0
239.097000, 1.841872E-1, 1.398929E+0
239.098000, 6.175602E-2, 1.409125E+0
239.099000, 9.236383E-2, 1.398929E+0
239.100000, 8.216122E-2, 1.398929E+0
239.101000, 8.216122E-2, 1.409125E+0
239.102000, 1.637820E-1, 1.398929E+0
239.103000, 9.236383E-2, 1.398929E+0
239.104000, 8.216122E-2, 1.398929E+0
239.105000, 7.195862E-2, 1.409125E+0
239.106000, 4.135082E-2, 1.398929E+0
239.107000, 3.114822E-2, 1.398929E+0
239.108000, 4.135082E-2, 1.409125E+0
239.109000, 1.127690E-1, 1.398929E+0
239.110000, 1.739846E-1, 1.398929E+0
239.111000, 1.331742E-1, 1.409125E+0
239.112000, 1.331742E-1, 1.409125E+0
239.113000, 6.175602E-2, 1.398929E+0
239.114000, 9.236383E-2, 1.398929E+0
239.115000, 1.127690E-1, 1.409125E+0
239.116000, 1.025664E-1, 1.398929E+0
239.117000, 6.175602E-2, 1.398929E+0
, , 
239.118000, 5.404097E-4, 1.398929E+0
239.119000, 1.331742E-1, 1.409125E+0
239.120000, 3.576315E-1, 1.398929E+0
239.121000, 2.045924E-1, 1.409125E+0
239.122000, -7.087780E-2, 1.409125E+0
239.123000, -1.320934E-1, 1.398929E+0
239.124000, 1.535794E-1, 1.398929E+0
239.125000, 9.236383E-2, 1.409125E+0
239.126000, -5.047260E-2, 1.409125E+0
239.127000, 1.229716E-1, 1.409125E+0
239.128000, 1.637820E-1, 1.398929E+0
239.129000, 6.175602E-2, 1.409125E+0
239.130000, -1.014856E-1, 1.409125E+0
239.131000, 5.155342E-2, 1.398929E+0
239.132000, 4.135082E-2, 1.398929E+0
239.133000, 7.195862E-2, 1.409125E+0
239.134000, 8.216122E-2, 1.398929E+0
239.135000, 8.216122E-2, 1.398929E+0
239.136000, 1.025664E-1, 1.409125E+0
239.137000, 6.175602E-2, 1.409125E+0
239.138000, 1.025664E-1, 1.409125E+0
239.139000, 6.175602E-2, 1.409125E+0
239.140000, 4.135082E-2, 1.409125E+0
239.141000, 6.175602E-2, 1.409125E+0
239.142000, 6.175602E-2, 1.398929E+0
239.143000, 5.155342E-2, 1.398929E+0
239.144000, 7.195862E-2, 1.409125E+0
239.145000, 1.637820E-1, 1.398929E+0
239.146000, 1.535794E-1, 1.398929E+0
239.147000, 1.433768E-1, 1.409125E+0
239.148000, 9.236383E-2, 1.409125E+0
239.149000, 1.229716E-1, 1.398929E+0
239.150000, 1.433768E-1, 1.398929E+0
, , 
239.151000, 6.175602E-2, 1.409125E+0
239.152000, 6.175602E-2, 1.398929E+0
239.153000, 3.114822E-2, 1.398929E+0
239.154000, 4.135082E-2, 1.398929E+0
239.155000, 7.195862E-2, 1.409125E+0
239.156000, 8.216122E-2, 1.398929E+0
239.157000, 1.025664E-1, 1.398929E+0
239.158000, 1.433768E-1, 1.409125E+0
239.159000, 5.404097E-4, 1.398929E+0
