Time (s), Activation By Channel (% of MVC)
167.805000, 5.045304E-3, 2.203156E-3
167.806000, 1.660046E-2, 7.764109E-3
167.807000, 2.341655E-3, 2.679286E-3
167.808000, 4.242470E-2, 7.257091E-3
167.809000, 1.790029E-2, 3.204975E-3
167.810000, 3.444050E-2, 6.723691E-3
167.811000, 5.370921E-2, 3.736363E-3
167.812000, 1.084926E-1, 2.448231E-3
167.813000, 3.911356E-2, 7.251568E-3
167.814000, 1.178991E-2, 5.248477E-3
167.815000, 3.882437E-2, 3.534453E-3
167.816000, 4.792696E-2, 2.085380E-3
167.817000, 1.000817E-1, 7.773104E-3
167.818000, 5.716193E-2, 5.921465E-3
167.819000, 1.069753E-1, 4.303439E-3
167.820000, 4.441058E-2, 5.864146E-3
167.821000, 1.693800E-1, 4.360851E-3
167.822000, 9.441663E-3, 5.804792E-3
167.823000, 4.567340E-2, 4.423452E-3
167.824000, 9.197592E-2, 5.738116E-3
167.825000, 1.042265E-1, 4.494619E-3
167.826000, 1.583545E-2, 2.988665E-3
167.827000, 3.369761E-3, 1.734797E-3
167.828000, 4.048003E-2, 7.942943E-3
167.829000, 1.635908E-2, 5.926261E-3
167.830000, 2.193245E-2, 4.447091E-3
167.831000, 6.816496E-2, 5.589219E-3
167.832000, 2.829575E-3, 4.749610E-3
167.833000, 4.477705E-2, 3.331415E-3
167.834000, 1.786090E-2, 6.503125E-3
167.835000, 1.610174E-2, 4.015206E-3
167.836000, 2.284475E-2, 2.755538E-3
167.837000, 7.695664E-2, 6.940151E-3
, , 
167.838000, 1.095586E-2, 3.698665E-3
167.839000, 3.594578E-3, 6.108635E-3
167.840000, 3.989756E-3, 4.225721E-3
167.841000, 8.778000E-2, 2.640165E-3
167.842000, 1.444900E-1, 7.327077E-3
167.843000, 1.526188E-1, 3.090367E-3
167.844000, 1.003558E-1, 1.758799E-3
167.845000, 7.969980E-2, 7.982586E-3
167.846000, 1.310001E-1, 6.017056E-3
167.847000, 2.840023E-2, 4.334858E-3
167.848000, 2.075240E-2, 2.910592E-3
167.849000, 3.159561E-2, 1.720050E-3
167.850000, 3.143318E-2, 7.402198E-4
167.851000, 6.249350E-3, 8.701782E-3
167.852000, 1.210861E-2, 2.166454E-3
167.853000, 2.469376E-2, 1.217140E-3
167.854000, 9.739117E-2, 8.204770E-3
167.855000, 4.425979E-2, 2.674111E-3
167.856000, 1.270068E-1, 1.726957E-3
167.857000, 6.794435E-2, 9.507244E-4
167.858000, 2.034856E-1, 8.324381E-3
167.859000, 7.835053E-2, 2.677096E-3
167.860000, 6.852503E-3, 6.820689E-3
167.861000, 2.494240E-2, 4.676791E-3
167.862000, 6.166410E-3, 5.776719E-3
167.863000, 4.124461E-2, 4.220959E-3
167.864000, 4.433893E-3, 2.530734E-3
167.865000, 2.112483E-2, 7.513415E-3
167.866000, 2.396646E-3, 5.799784E-3
167.867000, 7.602275E-2, 4.323452E-3
167.868000, 6.160606E-2, 5.587408E-3
167.869000, 2.186403E-1, 3.810579E-3
167.870000, 6.833739E-2, 2.331196E-3
, , 
167.871000, 5.618117E-2, 1.119134E-3
167.872000, 6.534553E-3, 8.505192E-3
167.873000, 7.027594E-2, 6.426708E-3
167.874000, 3.612033E-2, 4.013987E-3
167.875000, 7.923842E-2, 5.951916E-3
167.876000, 1.532067E-1, 4.192807E-3
167.877000, 2.783407E-2, 5.950386E-3
167.878000, 1.333673E-1, 4.291502E-3
167.879000, 2.706694E-2, 5.863801E-3
167.880000, 9.415519E-2, 4.281882E-3
167.881000, 1.331529E-2, 5.698580E-3
167.882000, 6.424956E-2, 3.961200E-3
167.883000, 2.325195E-2, 2.496430E-3
167.884000, 1.743978E-1, 7.372093E-3
167.885000, 2.302937E-1, 3.124491E-3
167.886000, 1.373483E-1, 6.796261E-3
167.887000, 5.701247E-1, 4.999963E-3
167.888000, 2.669534E-1, 3.476234E-3
167.889000, 1.588521E-2, 6.451848E-3
167.890000, 5.527676E-2, 4.666800E-3
167.891000, 1.325459E-2, 3.158130E-3
167.892000, 6.115958E-2, 1.899729E-3
167.893000, 3.804413E-2, 8.667372E-4
167.894000, 1.607895E-1, 8.615507E-3
167.895000, 6.071884E-2, 2.223714E-3
167.896000, 2.250111E-2, 7.396041E-3
167.897000, 5.731534E-2, 5.338267E-3
167.898000, 1.122563E-1, 5.060704E-3
167.899000, 1.809425E-2, 3.687059E-3
167.900000, 3.369749E-2, 2.534030E-3
167.901000, 8.142199E-3, 1.579265E-3
167.902000, 7.213588E-2, 8.016770E-4
167.903000, 7.102813E-2, 1.814283E-4
, , 
167.904000, 2.053183E-2, 8.951132E-3
167.905000, 2.424164E-1, 2.179676E-3
167.906000, 6.261612E-2, 1.449365E-3
167.907000, 1.788049E-2, 7.793798E-3
167.908000, 1.791230E-1, 3.226880E-3
167.909000, 2.954381E-1, 6.263196E-3
167.910000, 9.410203E-3, 4.529226E-3
167.911000, 3.028364E-1, 5.170791E-3
167.912000, 2.208382E-1, 3.221449E-3
167.913000, 1.346698E-1, 1.605086E-3
167.914000, 3.999656E-2, 2.887404E-4
167.915000, 1.508760E-1, 9.410030E-3
167.916000, 4.057697E-2, 1.272043E-3
167.917000, 3.394794E-2, 1.984724E-4
167.918000, 1.053774E-1, 9.294019E-3
167.919000, 7.585653E-2, 7.090847E-3
167.920000, 3.528456E-2, 5.184084E-3
167.921000, 5.768415E-2, 5.101223E-3
167.922000, 1.588560E-1, 5.004970E-3
167.923000, 1.471657E-1, 3.372212E-3
167.924000, 1.233403E-1, 6.657484E-3
167.925000, 5.591703E-2, 3.686067E-3
167.926000, 9.664966E-2, 6.378456E-3
167.927000, 9.435761E-2, 4.715749E-3
167.928000, 1.922041E-2, 5.336340E-3
167.929000, 7.988140E-2, 3.662201E-3
167.930000, 1.147624E-3, 2.253006E-3
167.931000, 5.619957E-3, 7.566932E-3
167.932000, 8.106046E-3, 5.679181E-3
167.933000, 6.961314E-2, 4.578511E-3
167.934000, 4.501112E-2, 5.560303E-3
167.935000, 6.101492E-2, 4.688941E-3
167.936000, 4.325569E-3, 3.193736E-3
, , 
167.937000, 3.721287E-2, 6.705686E-3
167.938000, 4.856967E-2, 3.759359E-3
167.939000, 1.153017E-2, 6.193673E-3
167.940000, 1.549401E-2, 4.430431E-3
167.941000, 7.733969E-2, 2.940503E-3
167.942000, 5.732178E-2, 6.953112E-3
167.943000, 2.225533E-2, 5.133058E-3
167.944000, 9.149410E-2, 3.589005E-3
167.945000, 1.415677E-2, 2.295034E-3
167.946000, 1.055769E-1, 1.226496E-3
167.947000, 2.836495E-2, 8.291047E-3
167.948000, 5.446425E-2, 2.513353E-3
167.949000, 9.624406E-2, 7.140520E-3
167.950000, 2.477728E-2, 5.115932E-3
167.951000, 2.439681E-2, 3.400061E-3
167.952000, 9.808243E-2, 6.686532E-3
167.953000, 1.987763E-1, 3.622123E-3
167.954000, 1.486191E-1, 2.191925E-3
167.955000, 9.524084E-2, 7.638346E-3
167.956000, 5.204372E-2, 2.898672E-3
167.957000, 8.095156E-2, 1.670299E-3
167.958000, 2.294747E-1, 7.983238E-3
167.959000, 1.450152E-1, 5.944163E-3
167.960000, 4.305774E-2, 4.201667E-3
167.961000, 2.317226E-1, 2.729293E-3
167.962000, 1.403455E-2, 1.501784E-3
167.963000, 6.970768E-2, 4.950776E-4
167.964000, 5.534512E-3, 3.136792E-4
167.965000, 3.319909E-2, 9.461384E-4
167.966000, 4.400080E-2, 1.422740E-3
