Time, Activation By Channel (% of MVC)
39.666000, 9.236383E-2, 1.398929E+0
39.667000, 6.175602E-2, 1.409125E+0
39.668000, -7.087780E-2, 1.409125E+0
39.669000, -8.108041E-2, 1.398929E+0
39.670000, 2.454029E-1, 1.409125E+0
39.671000, 2.760107E-1, 1.398929E+0
39.672000, 2.454029E-1, 1.398929E+0
39.673000, -1.831064E-1, 1.409125E+0
39.674000, -8.108041E-2, 1.398929E+0
39.675000, 5.155342E-2, 1.398929E+0
39.676000, 4.135082E-2, 1.409125E+0
39.677000, 5.155342E-2, 1.398929E+0
39.678000, 9.236383E-2, 1.398929E+0
39.679000, 1.025664E-1, 1.409125E+0
39.680000, -1.986479E-2, 1.398929E+0
39.681000, 2.094561E-2, 1.409125E+0
39.682000, 6.175602E-2, 1.398929E+0
39.683000, 4.135082E-2, 1.398929E+0
39.684000, 7.195862E-2, 1.409125E+0
39.685000, 7.195862E-2, 1.398929E+0
39.686000, 1.229716E-1, 1.409125E+0
39.687000, 2.045924E-1, 1.409125E+0
39.688000, 9.236383E-2, 1.398929E+0
39.689000, 1.127690E-1, 1.398929E+0
39.690000, -1.116882E-1, 1.409125E+0
39.691000, 3.114822E-2, 1.398929E+0
39.692000, 4.135082E-2, 1.409125E+0
39.693000, 1.127690E-1, 1.388733E+0
39.694000, 1.331742E-1, 1.398929E+0
39.695000, 2.249977E-1, 1.409125E+0
39.696000, 7.195862E-2, 1.398929E+0
39.697000, 1.127690E-1, 1.409125E+0
39.698000, 1.331742E-1, 1.409125E+0
, , 
39.699000, -7.087780E-2, 1.398929E+0
39.700000, 1.433768E-1, 1.409125E+0
39.701000, 1.127690E-1, 1.409125E+0
39.702000, 2.045924E-1, 1.398929E+0
39.703000, -3.006740E-2, 1.409125E+0
39.704000, 1.074301E-2, 1.409125E+0
39.705000, 2.094561E-2, 1.409125E+0
39.706000, -1.986479E-2, 1.409125E+0
39.707000, 1.637820E-1, 1.398929E+0
39.708000, 1.433768E-1, 1.398929E+0
39.709000, 2.760107E-1, 1.409125E+0
39.710000, 1.535794E-1, 1.398929E+0
39.711000, 5.155342E-2, 1.398929E+0
39.712000, 3.114822E-2, 1.409125E+0
39.713000, -5.047260E-2, 1.398929E+0
39.714000, 1.074301E-2, 1.409125E+0
39.715000, 5.155342E-2, 1.409125E+0
39.716000, 6.175602E-2, 1.398929E+0
39.717000, 5.155342E-2, 1.409125E+0
39.718000, 9.236383E-2, 1.398929E+0
39.719000, 6.175602E-2, 1.398929E+0
39.720000, 1.841872E-1, 1.409125E+0
39.721000, 2.249977E-1, 1.398929E+0
39.722000, 3.114822E-2, 1.409125E+0
39.723000, -5.047260E-2, 1.409125E+0
39.724000, -8.108041E-2, 1.398929E+0
39.725000, -5.047260E-2, 1.398929E+0
39.726000, 2.094561E-2, 1.409125E+0
39.727000, -4.027000E-2, 1.398929E+0
39.728000, 2.045924E-1, 1.398929E+0
39.729000, 5.820887E-1, 1.398929E+0
39.730000, 3.576315E-1, 1.398929E+0
39.731000, 2.556055E-1, 1.409125E+0
, , 
39.732000, -1.831064E-1, 1.398929E+0
39.733000, 1.739846E-1, 1.398929E+0
39.734000, 3.168211E-1, 1.409125E+0
39.735000, -1.729038E-1, 1.398929E+0
39.736000, -8.108041E-2, 1.398929E+0
39.737000, 1.433768E-1, 1.409125E+0
39.738000, -2.545246E-1, 1.398929E+0
39.739000, 9.236383E-2, 1.398929E+0
39.740000, 3.372263E-1, 1.409125E+0
39.741000, 4.086445E-1, 1.398929E+0
39.742000, 1.943898E-1, 1.398929E+0
39.743000, -2.647272E-1, 1.398929E+0
39.744000, -1.933090E-1, 1.398929E+0
39.745000, -6.067520E-2, 1.409125E+0
39.746000, 3.114822E-2, 1.398929E+0
39.747000, 1.229716E-1, 1.409125E+0
39.748000, 1.535794E-1, 1.409125E+0
39.749000, 1.739846E-1, 1.398929E+0
39.750000, -4.027000E-2, 1.398929E+0
39.751000, -1.218908E-1, 1.409125E+0
39.752000, 4.135082E-2, 1.398929E+0
39.753000, 1.433768E-1, 1.398929E+0
39.754000, 7.195862E-2, 1.409125E+0
39.755000, 4.135082E-2, 1.409125E+0
39.756000, 8.216122E-2, 1.409125E+0
39.757000, 1.229716E-1, 1.388733E+0
39.758000, 9.236383E-2, 1.398929E+0
39.759000, 2.094561E-2, 1.409125E+0
39.760000, 1.739846E-1, 1.398929E+0
39.761000, 3.984419E-1, 1.409125E+0
39.762000, 3.168211E-1, 1.409125E+0
39.763000, 1.637820E-1, 1.398929E+0
39.764000, -2.137142E-1, 1.409125E+0
, , 
39.765000, -4.027000E-2, 1.409125E+0
39.766000, 3.114822E-2, 1.398929E+0
39.767000, -9.128301E-2, 1.398929E+0
39.768000, -1.116882E-1, 1.398929E+0
39.769000, -5.047260E-2, 1.398929E+0
39.770000, 2.760107E-1, 1.409125E+0
39.771000, 2.249977E-1, 1.398929E+0
39.772000, 1.739846E-1, 1.398929E+0
39.773000, 1.074301E-2, 1.409125E+0
39.774000, 4.135082E-2, 1.398929E+0
39.775000, 1.433768E-1, 1.398929E+0
39.776000, 1.637820E-1, 1.409125E+0
39.777000, 1.739846E-1, 1.409125E+0
39.778000, -5.047260E-2, 1.398929E+0
39.779000, 7.195862E-2, 1.388733E+0
39.780000, 2.094561E-2, 1.398929E+0
39.781000, -5.047260E-2, 1.409125E+0
39.782000, 3.114822E-2, 1.398929E+0
39.783000, 6.175602E-2, 1.398929E+0
39.784000, 5.155342E-2, 1.409125E+0
39.785000, 2.249977E-1, 1.409125E+0
39.786000, 8.216122E-2, 1.398929E+0
39.787000, -4.027000E-2, 1.398929E+0
39.788000, 1.074301E-2, 1.409125E+0
39.789000, 8.216122E-2, 1.398929E+0
39.790000, 1.127690E-1, 1.398929E+0
39.791000, 1.229716E-1, 1.398929E+0
39.792000, -7.087780E-2, 1.409125E+0
39.793000, -1.986479E-2, 1.388733E+0
39.794000, 2.094561E-2, 1.398929E+0
39.795000, 1.841872E-1, 1.409125E+0
39.796000, 1.739846E-1, 1.398929E+0
39.797000, 2.147950E-1, 1.398929E+0
, , 
39.798000, 2.147950E-1, 1.398929E+0
39.799000, 1.074301E-2, 1.398929E+0
39.800000, 8.216122E-2, 1.398929E+0
39.801000, 1.637820E-1, 1.409125E+0
39.802000, 2.094561E-2, 1.409125E+0
39.803000, -1.986479E-2, 1.409125E+0
39.804000, -9.662192E-3, 1.398929E+0
39.805000, 4.135082E-2, 1.398929E+0
39.806000, 1.331742E-1, 1.409125E+0
39.807000, 1.637820E-1, 1.398929E+0
39.808000, -3.006740E-2, 1.398929E+0
39.809000, 1.074301E-2, 1.409125E+0
39.810000, 5.155342E-2, 1.398929E+0
39.811000, 1.739846E-1, 1.398929E+0
39.812000, 1.739846E-1, 1.409125E+0
39.813000, 8.216122E-2, 1.398929E+0
39.814000, 8.216122E-2, 1.398929E+0
39.815000, 1.739846E-1, 1.398929E+0
39.816000, 2.094561E-2, 1.398929E+0
39.817000, 2.454029E-1, 1.409125E+0
39.818000, 2.964159E-1, 1.398929E+0
39.819000, 2.556055E-1, 1.398929E+0
39.820000, -2.953350E-1, 1.409125E+0
39.821000, 1.229716E-1, 1.398929E+0
39.822000, 2.760107E-1, 1.398929E+0
39.823000, -7.087780E-2, 1.409125E+0
39.824000, -1.422960E-1, 1.398929E+0
39.825000, 1.433768E-1, 1.409125E+0
39.826000, 9.236383E-2, 1.409125E+0
39.827000, -6.067520E-2, 1.398929E+0
39.828000, 1.074301E-2, 1.398929E+0
39.829000, 1.433768E-1, 1.409125E+0
39.830000, 6.175602E-2, 1.398929E+0
, , 
39.831000, 4.135082E-2, 1.409125E+0
39.832000, -4.027000E-2, 1.398929E+0
39.833000, -2.239168E-1, 1.398929E+0
39.834000, 7.195862E-2, 1.409125E+0
39.835000, 2.249977E-1, 1.398929E+0
39.836000, 1.841872E-1, 1.398929E+0
39.837000, 9.236383E-2, 1.409125E+0
39.838000, -6.067520E-2, 1.398929E+0
39.839000, 1.739846E-1, 1.398929E+0
39.840000, 7.195862E-2, 1.409125E+0
39.841000, 6.175602E-2, 1.398929E+0
39.842000, 2.760107E-1, 1.398929E+0
39.843000, 3.780367E-1, 1.398929E+0
39.844000, -1.014856E-1, 1.409125E+0
39.845000, -1.831064E-1, 1.409125E+0
39.846000, 1.074301E-2, 1.398929E+0
39.847000, 9.236383E-2, 1.398929E+0
39.848000, 1.637820E-1, 1.409125E+0
39.849000, 1.637820E-1, 1.398929E+0
39.850000, -2.137142E-1, 1.398929E+0
39.851000, 1.229716E-1, 1.409125E+0
