Time, Activation By Channel (% of MVC)
167.805000, 3.114822E-2, 1.409125E+0
167.806000, 1.074301E-2, 1.398929E+0
167.807000, 2.094561E-2, 1.409125E+0
167.808000, 6.175602E-2, 1.398929E+0
167.809000, 4.135082E-2, 1.409125E+0
167.810000, 6.175602E-2, 1.398929E+0
167.811000, 9.236383E-2, 1.409125E+0
167.812000, 1.739846E-1, 1.409125E+0
167.813000, 4.135082E-2, 1.398929E+0
167.814000, 9.236383E-2, 1.398929E+0
167.815000, 1.331742E-1, 1.398929E+0
167.816000, 5.155342E-2, 1.398929E+0
167.817000, -1.986479E-2, 1.409125E+0
167.818000, 1.331742E-1, 1.409125E+0
167.819000, 2.147950E-1, 1.398929E+0
167.820000, 8.216122E-2, 1.409125E+0
167.821000, -7.087780E-2, 1.398929E+0
167.822000, 6.175602E-2, 1.409125E+0
167.823000, 1.229716E-1, 1.398929E+0
167.824000, 1.943898E-1, 1.409125E+0
167.825000, 5.404097E-4, 1.398929E+0
167.826000, 7.195862E-2, 1.398929E+0
167.827000, 8.216122E-2, 1.398929E+0
167.828000, 1.331742E-1, 1.409125E+0
167.829000, 8.216122E-2, 1.409125E+0
167.830000, 7.195862E-2, 1.398929E+0
167.831000, 1.074301E-2, 1.409125E+0
167.832000, 6.175602E-2, 1.398929E+0
167.833000, 1.127690E-1, 1.398929E+0
167.834000, 5.155342E-2, 1.409125E+0
167.835000, 8.216122E-2, 1.398929E+0
167.836000, 9.236383E-2, 1.398929E+0
167.837000, -1.986479E-2, 1.409125E+0
, , 
167.838000, 5.155342E-2, 1.398929E+0
167.839000, 3.114822E-2, 1.409125E+0
167.840000, 3.114822E-2, 1.409125E+0
167.841000, 1.229716E-1, 1.409125E+0
167.842000, 2.147950E-1, 1.398929E+0
167.843000, 2.760107E-1, 1.409125E+0
167.844000, 4.135082E-2, 1.409125E+0
167.845000, 4.135082E-2, 1.398929E+0
167.846000, -4.027000E-2, 1.398929E+0
167.847000, 1.025664E-1, 1.398929E+0
167.848000, 1.025664E-1, 1.398929E+0
167.849000, 1.229716E-1, 1.398929E+0
167.850000, 6.175602E-2, 1.398929E+0
167.851000, 8.216122E-2, 1.409125E+0
167.852000, 1.025664E-1, 1.398929E+0
167.853000, 1.229716E-1, 1.398929E+0
167.854000, -9.662192E-3, 1.409125E+0
167.855000, 1.229716E-1, 1.398929E+0
167.856000, 2.352003E-1, 1.398929E+0
167.857000, 2.147950E-1, 1.398929E+0
167.858000, -7.087780E-2, 1.409125E+0
167.859000, 1.074301E-2, 1.398929E+0
167.860000, 8.216122E-2, 1.409125E+0
167.861000, 1.025664E-1, 1.409125E+0
167.862000, 7.195862E-2, 1.398929E+0
167.863000, 1.229716E-1, 1.409125E+0
167.864000, 9.236383E-2, 1.409125E+0
167.865000, 1.127690E-1, 1.398929E+0
167.866000, 9.236383E-2, 1.398929E+0
167.867000, 1.841872E-1, 1.398929E+0
167.868000, 5.155342E-2, 1.409125E+0
167.869000, -1.524986E-1, 1.409125E+0
167.870000, 1.025664E-1, 1.409125E+0
, , 
