Time (s), Percentage Displayed
110.331980, 18.008943
110.365072, 18.122127
110.398133, 17.832142
110.430209, 17.832142
110.463337, 17.273492
110.496425, 17.282994
110.529475, 16.283592
110.562601, 16.516615
110.596693, 16.558497
110.629783, 16.624433
110.662869, 17.069217
110.695942, 17.069217
110.730047, 17.144947
110.763134, 17.245225
110.796183, 17.164478
110.828307, 17.489873
110.861396, 17.655057
110.894484, 17.665756
110.927556, 18.083426
110.961622, 18.002744
110.994751, 18.236116
111.028810, 18.736650
111.061930, 19.218656
111.095004, 19.218656
111.128078, 19.769321
111.161193, 19.484975
111.193280, 19.313588
111.226365, 19.750598
111.259457, 19.919638
111.292542, 20.209486
111.325590, 20.209486
111.358679, 19.902311
111.391765, 19.825251
111.424855, 19.825251
111.457986, 19.836228
111.491062, 19.836228
111.524126, 19.999481
111.556221, 19.836089
111.589290, 19.836089
111.622378, 20.435197
111.655495, 20.214916
111.688556, 19.836846
111.722724, 19.214804
111.755811, 18.401706
111.788857, 18.401706
111.821977, 18.732267
111.855074, 18.639953
111.888165, 18.228031
111.920238, 18.719571
111.953335, 18.260728
111.986382, 18.260728
112.020474, 18.387532
112.053561, 18.478862
112.086650, 17.956551
112.119779, 17.585029
112.152858, 18.856072
112.185954, 18.806630
112.219034, 18.321096
112.252131, 19.130883
112.284217, 19.274042
112.317303, 18.401255
112.350391, 18.274092
112.383481, 19.101712
112.416567, 18.800664
112.449653, 19.104685
112.482743, 18.857142
112.515830, 18.666609
112.548921, 18.086550
112.582008, 18.267240
112.616066, 18.778835
112.648219, 17.748181
112.681273, 18.280297
112.715362, 18.555658
112.748409, 18.880898
112.781505, 18.708725
112.814629, 19.447847
112.848707, 19.659828
112.882794, 19.461984
112.915886, 19.104014
112.949976, 18.801407
112.984068, 19.638287
113.017150, 19.643966
113.050242, 19.430538
113.083301, 20.734935
113.116418, 20.502535
113.150510, 20.093698
113.183565, 20.014522
113.216654, 20.727634
113.249765, 20.329629
113.283864, 20.719211
113.316920, 21.104323
113.350060, 20.453563
113.383177, 20.148319
113.415261, 20.376054
113.448455, 21.089603
113.481548, 21.022556
113.514641, 20.495215
113.547721, 20.511742
113.580779, 19.706946
113.614898, 19.434192
113.647990, 20.364891
113.682080, 20.399536
113.715136, 19.709871
113.748254, 19.407587
113.781340, 19.085900
113.815434, 19.426665
113.848492, 19.477736
113.882615, 19.783910
113.916701, 20.674435
113.949777, 20.674435
113.982849, 20.609201
114.016979, 21.544844
114.051061, 21.224889
114.084118, 21.176683
114.116230, 21.176683
114.150325, 20.868336
114.183409, 20.827598
114.216501, 20.584788
114.250591, 20.335255
114.283690, 19.631364
114.316778, 20.119989
114.349864, 19.614827
114.382953, 19.485621
114.416044, 18.688629
114.449127, 18.340071
114.481214, 18.683624
114.515294, 18.577782
114.548393, 17.952484
114.581470, 17.834477
114.615570, 18.155505
114.648659, 18.569928
114.681749, 18.558653
114.714823, 18.558653
114.747913, 18.558653
114.782003, 18.558653
114.815062, 18.845246
114.848182, 19.225157
114.881285, 19.270513
114.914368, 19.225743
114.948457, 19.596057
114.981545, 20.275168
115.014631, 19.743409
115.048724, 19.797903
115.082814, 19.681811
115.116864, 19.363802
115.150953, 18.836161
115.184070, 19.198008
115.217161, 19.098239
115.250218, 18.648295
115.283306, 18.648295
115.316422, 19.265713
115.349524, 18.997420
115.382610, 18.733323
115.416700, 19.588958
115.449789, 19.391374
115.482880, 19.026958
115.515966, 19.269277
115.549012, 19.647110
115.583144, 19.915922
115.615229, 20.483793
115.648276, 20.748808
115.681392, 20.246550
115.714495, 20.590924
115.748584, 21.948194
115.781670, 21.111375
115.814761, 21.288750
115.847838, 21.602397
115.880936, 21.512386
115.914997, 20.463473
115.948112, 20.711103
115.981162, 20.323973
116.013246, 19.988242
116.046373, 19.699497
116.079461, 19.699497
116.112551, 19.542114
116.145639, 18.083064
116.178715, 18.654093
116.212811, 19.267738
116.246867, 18.446018
116.279991, 18.728029
116.314046, 18.872209
116.347166, 18.904758
116.380221, 19.234889
116.414314, 19.697818
116.447472, 19.930666
116.481522, 20.316234
116.514610, 20.592097
116.548700, 20.786584
116.582761, 20.516931
116.616882, 20.917297
116.650973, 21.244016
116.684059, 21.448066
116.717148, 21.236733
116.749202, 20.944646
116.782319, 21.488438
116.815379, 21.309271
116.849500, 21.151445
116.882589, 20.522965
116.915676, 21.037816
116.948762, 20.243157
116.981853, 20.468809
117.014938, 19.950131
117.048023, 19.971883
117.081113, 20.143423
117.113199, 20.109201
117.146290, 20.158660
117.179345, 19.895084
117.212473, 19.368295
117.246526, 19.109901
117.280615, 19.469907
117.313705, 19.418176
117.347826, 19.643104
117.380883, 19.120118
117.413970, 19.669434
117.447057, 19.953554
117.480159, 20.028367
117.513260, 19.438624
117.546362, 19.867256
117.579450, 19.732260
117.612540, 19.692305
117.645627, 20.076314
117.678715, 20.326860
117.711803, 20.480203
117.744891, 20.221550
117.777978, 19.802209
117.811054, 19.009784
117.844147, 18.686311
117.877241, 19.042829
117.910320, 18.501308
117.943418, 18.243174
117.976506, 18.039657
118.009593, 18.775388
118.042682, 18.472201
118.075729, 18.472201
118.108858, 18.443064
118.141947, 18.459727
118.174993, 18.212356
118.208082, 18.347229
118.240195, 17.889426
118.273284, 18.602938
118.306342, 19.388262
118.339470, 19.798048
118.372547, 19.182102
118.405647, 20.504097
118.438734, 20.468011
118.471823, 19.725844
118.504910, 19.635662
118.537991, 19.832165
118.572073, 19.387470
118.605180, 19.074816
118.637265, 18.884359
118.670350, 18.558474
118.703441, 18.828599
118.736527, 19.050376
118.769608, 19.159972
118.802702, 18.662752
118.835793, 18.352032
118.868837, 19.229934
118.901959, 18.335407
118.935055, 17.749278
118.968141, 18.673389
119.000228, 18.893753
119.033316, 18.853865
119.067396, 18.633429
119.100496, 19.133558
119.133581, 19.973127
119.166671, 20.000996
119.199716, 20.485919
119.232807, 20.485919
119.266924, 20.375015
119.300016, 20.444407
119.333100, 20.078510
119.366158, 19.470491
119.398277, 19.692096
119.431366, 20.145607
119.464452, 19.742738
119.497552, 19.294126
119.530639, 18.661237
119.564701, 19.347402
119.597819, 19.432783
119.630908, 19.280888
119.664995, 18.486156
119.698042, 18.441034
119.731130, 18.572061
119.763264, 18.678393
119.796343, 18.588198
119.829519, 19.124424
119.862607, 19.276385
119.895695, 19.119454
119.928782, 19.487484
119.961861, 19.218081
119.995961, 19.415364
120.029050, 19.484452
120.062130, 18.969051
120.094222, 18.774256
120.127304, 19.260424
120.160398, 19.583761
120.194490, 19.531263
120.227577, 19.124468
120.261669, 19.068446
120.294716, 20.265636
120.327833, 19.856411
120.360924, 19.561022
120.394010, 19.508613
120.427099, 20.242997
120.461157, 20.846982
120.493241, 19.970988
120.526362, 20.188484
120.559459, 20.941374
120.592548, 20.783064
120.625635, 20.717415
120.658723, 20.681829
120.691811, 20.358911
120.724905, 20.873543
120.758991, 20.474985
120.792080, 19.305651
120.825166, 18.955427
120.857251, 19.374081
120.890339, 19.823682
120.923428, 19.702963
120.956514, 18.509599
120.989601, 19.256743
121.022651, 19.266722
121.055738, 19.199992
121.088866, 19.342021
121.121954, 19.539723
121.155044, 19.537283
121.188121, 20.008282
121.220216, 19.493947
121.253302, 19.613251
121.286392, 20.085130
121.319478, 20.442071
121.353568, 20.578080
121.386649, 20.578080
121.419704, 20.074181
121.452793, 20.074181
121.485881, 19.859211
121.518970, 19.474481
121.552056, 19.474481
121.586146, 19.378248
121.618247, 19.468257
121.651351, 19.560628
121.684448, 18.994257
121.718514, 19.386372
121.752631, 19.201050
121.785718, 19.202984
121.818806, 18.786522
121.852897, 19.337993
