Time (s), Activation By Channel (% of MVC)
73.722000, 1.576350E-2, 5.724634E-3
73.723000, 8.886790E-2, 3.824030E-3
73.724000, 4.583257E-3, 6.413969E-3
73.725000, 5.632541E-2, 3.772899E-3
73.726000, 7.363532E-2, 2.247042E-3
73.727000, 1.312608E-2, 7.656021E-3
73.728000, 2.220329E-1, 2.828031E-3
73.729000, 1.697411E-2, 1.563700E-3
73.730000, 4.511213E-2, 8.111390E-3
73.731000, 8.729549E-2, 6.081843E-3
73.732000, 7.755408E-2, 4.339027E-3
73.733000, 1.415505E-1, 2.858450E-3
73.734000, 3.056675E-4, 7.034431E-3
73.735000, 4.480377E-2, 5.220101E-3
73.736000, 4.920502E-2, 4.964707E-3
73.737000, 6.716231E-2, 3.405529E-3
73.738000, 7.935839E-2, 6.556340E-3
73.739000, 1.211450E-1, 3.848714E-3
73.740000, 9.384400E-2, 2.489997E-3
73.741000, 3.436032E-2, 7.290532E-3
73.742000, 2.157264E-2, 3.277450E-3
73.743000, 4.353776E-2, 2.064000E-3
73.744000, 7.157769E-2, 7.588127E-3
73.745000, 1.060284E-1, 3.092225E-3
73.746000, 1.326802E-2, 1.975983E-3
73.747000, 6.038285E-3, 7.593202E-3
73.748000, 9.517286E-2, 3.156753E-3
73.749000, 8.704683E-2, 2.097714E-3
73.750000, 1.117070E-2, 7.425707E-3
73.751000, 2.994242E-2, 3.359524E-3
73.752000, 1.031259E-1, 2.326239E-3
73.753000, 7.333275E-2, 7.180005E-3
73.754000, 1.366342E-2, 3.614765E-3
, , 
73.755000, 1.428940E-1, 2.584291E-3
73.756000, 6.741686E-2, 6.924984E-3
73.757000, 2.699775E-2, 3.861763E-3
73.758000, 3.867252E-3, 5.831967E-3
73.759000, 2.542708E-2, 3.865909E-3
73.760000, 1.387415E-3, 2.223896E-3
73.761000, 2.653341E-2, 7.776647E-3
73.762000, 1.046069E-1, 2.627329E-3
73.763000, 6.508216E-2, 7.352032E-3
73.764000, 2.534418E-2, 3.065691E-3
73.765000, 1.169307E-1, 1.744247E-3
73.766000, 7.345686E-2, 7.979481E-3
73.767000, 1.349526E-1, 5.990825E-3
73.768000, 1.061627E-1, 4.369191E-3
73.769000, 1.791488E-1, 5.668686E-3
73.770000, 3.925752E-3, 3.973308E-3
73.771000, 4.149115E-2, 2.537121E-3
73.772000, 5.725221E-2, 1.336717E-3
73.773000, 1.169287E-1, 3.496855E-4
73.774000, 8.384538E-2, 4.453675E-4
73.775000, 3.353138E-1, 1.068811E-3
73.776000, 1.123918E-1, 1.539967E-3
73.777000, 2.069557E-1, 1.052816E-2
73.778000, 8.353993E-2, 7.424654E-4
73.779000, 5.057385E-2, 8.503593E-3
73.780000, 1.152211E-1, 6.125080E-3
73.781000, 1.958144E-1, 4.546226E-3
73.782000, 9.818877E-2, 3.400874E-3
73.783000, 1.011786E-1, 2.436261E-3
73.784000, 7.503375E-2, 1.634015E-3
73.785000, 2.598321E-2, 9.768240E-4
