Time (s), Activation By Channel (% of MVC)
238.887000, 9.995542E-2, 4.824962E-3
238.888000, 4.805125E-3, 5.443788E-3
238.889000, 1.934099E-1, 3.955542E-3
238.890000, 1.043597E-1, 2.702621E-3
238.891000, 9.310270E-3, 6.989299E-3
238.892000, 9.583309E-2, 3.650832E-3
238.893000, 6.339377E-2, 2.493930E-3
238.894000, 8.934665E-2, 7.116274E-3
238.895000, 3.516326E-2, 3.592435E-3
238.896000, 1.246152E-1, 2.492121E-3
238.897000, 1.485296E-1, 1.578673E-3
238.898000, 1.321902E-1, 7.818722E-3
238.899000, 7.828770E-2, 3.074408E-3
238.900000, 9.386817E-3, 2.132327E-3
238.901000, 3.253586E-1, 1.353069E-3
238.902000, 2.451504E-1, 7.932105E-3
238.903000, 1.245739E-1, 3.053291E-3
238.904000, 5.612164E-3, 2.185456E-3
238.905000, 5.742421E-2, 7.186771E-3
238.906000, 3.874731E-2, 3.713759E-3
238.907000, 7.265735E-2, 2.763844E-3
238.908000, 8.051633E-3, 1.963908E-3
238.909000, 5.201490E-3, 7.352547E-3
238.910000, 4.694625E-2, 3.593048E-3
238.911000, 9.282468E-2, 2.678822E-3
238.912000, 7.003146E-2, 1.906431E-3
238.913000, 7.149498E-3, 7.389482E-3
238.914000, 5.662307E-2, 3.570704E-3
238.915000, 1.153015E-1, 2.666075E-3
238.916000, 4.285206E-3, 1.899160E-3
238.917000, 2.123767E-1, 1.256444E-3
238.918000, 6.732415E-2, 7.251971E-4
238.919000, 2.292378E-2, 2.934544E-4
, , 
238.920000, 2.639440E-2, 8.701052E-3
238.921000, 7.966756E-2, 6.126807E-3
238.922000, 8.820162E-2, 4.691151E-3
238.923000, 1.007282E-1, 3.649722E-3
238.924000, 2.240328E-1, 5.898795E-3
238.925000, 8.051239E-3, 3.825232E-3
238.926000, 2.728405E-2, 6.542967E-3
238.927000, 4.347565E-2, 3.550820E-3
238.928000, 2.770159E-2, 1.963755E-3
238.929000, 5.010051E-2, 7.973499E-3
238.930000, 1.074505E-1, 6.152140E-3
238.931000, 3.464418E-3, 4.569751E-3
