Time (s), Activation By Channel (% of MVC)
110.385000, 5.646001E-1, 4.647150E-3
110.386000, 1.000908E-1, 5.296831E-3
110.387000, 1.387261E-2, 5.105714E-3
110.388000, 8.961516E-3, 3.726255E-3
110.389000, 3.120987E-2, 6.091071E-3
110.390000, 4.926953E-2, 4.224826E-3
110.391000, 1.116936E-1, 5.990240E-3
110.392000, 1.496881E-1, 4.441699E-3
110.393000, 7.973613E-2, 5.527098E-3
110.394000, 9.422243E-2, 4.855522E-3
110.395000, 9.130662E-2, 5.190148E-3
110.396000, 1.179664E-2, 3.527092E-3
110.397000, 3.240119E-2, 6.508635E-3
110.398000, 1.200239E-1, 4.803261E-3
110.399000, 2.600277E-1, 5.301235E-3
110.400000, 3.319115E-1, 4.965435E-3
110.401000, 3.943467E-1, 5.177837E-3
110.402000, 8.624626E-2, 3.595435E-3
110.403000, 1.027191E-1, 6.375185E-3
110.404000, 1.525636E-1, 4.618866E-3
110.405000, 6.212838E-2, 3.127282E-3
110.406000, 2.325883E-1, 6.774724E-3
110.407000, 8.575998E-2, 3.682878E-3
110.408000, 1.189580E-1, 6.281225E-3
110.409000, 2.501403E-2, 4.531570E-3
110.410000, 3.272032E-2, 3.056759E-3
110.411000, 1.322998E-1, 6.821077E-3
110.412000, 1.372583E-1, 4.985327E-3
110.413000, 1.345124E-1, 3.426293E-3
110.414000, 1.307592E-2, 2.118578E-3
110.415000, 2.936993E-2, 1.037948E-3
110.416000, 6.609003E-2, 8.489714E-3
110.417000, 3.098604E-3, 2.306765E-3
, , 
110.418000, 1.639164E-2, 7.352685E-3
110.419000, 3.964800E-2, 3.319794E-3
110.420000, 2.680770E-1, 2.195031E-3
110.421000, 1.651232E-1, 7.383375E-3
110.422000, 3.163289E-1, 3.356642E-3
110.423000, 5.111773E-1, 2.286973E-3
110.424000, 3.912047E-2, 7.247724E-3
110.425000, 1.407964E-1, 3.525662E-3
110.426000, 1.742090E-1, 2.480054E-3
110.427000, 1.909192E-1, 7.038885E-3
110.428000, 1.371998E-2, 4.908119E-3
110.429000, 1.263394E-1, 5.539268E-3
110.430000, 2.009149E-2, 4.192574E-3
110.431000, 4.651102E-2, 3.047988E-3
110.432000, 9.782166E-2, 2.085954E-3
110.433000, 8.771691E-3, 7.363049E-3
110.434000, 1.378048E-1, 5.174415E-3
110.435000, 8.412112E-3, 5.320244E-3
110.436000, 3.303999E-2, 4.639458E-3
110.437000, 6.116219E-2, 2.914063E-3
110.438000, 6.898341E-2, 7.162771E-3
110.439000, 3.007469E-2, 3.171443E-3
110.440000, 1.999906E-1, 6.871668E-3
110.441000, 3.041617E-1, 5.163203E-3
110.442000, 2.610371E-2, 3.697839E-3
110.443000, 3.766726E-1, 2.454349E-3
110.444000, 1.036186E-2, 1.412445E-3
110.445000, 7.122160E-2, 5.527799E-4
110.446000, 6.510399E-2, 8.794105E-3
110.447000, 9.943983E-2, 2.147377E-3
110.448000, 1.280697E-1, 1.252380E-3
110.449000, 1.176706E-1, 8.131430E-3
110.450000, 9.643440E-2, 2.771818E-3
, , 
110.451000, 2.733658E-2, 1.837565E-3
110.452000, 6.360000E-2, 7.586230E-3
110.453000, 2.636923E-2, 3.276598E-3
110.454000, 7.090005E-2, 2.301787E-3
110.455000, 1.115895E-1, 1.488636E-3
110.456000, 1.071675E-1, 7.830513E-3
110.457000, 6.172815E-4, 3.121724E-3
110.458000, 1.514349E-2, 6.428770E-3
110.459000, 3.401580E-2, 4.339516E-3
110.460000, 5.841256E-2, 6.058764E-3
110.461000, 7.030092E-3, 3.993563E-3
110.462000, 7.238594E-3, 2.356410E-3
110.463000, 4.363356E-2, 7.637080E-3
110.464000, 1.721046E-1, 5.875884E-3
110.465000, 1.267633E-1, 4.295435E-3
110.466000, 3.364939E-2, 5.895813E-3
110.467000, 6.202454E-2, 4.329249E-3
110.468000, 1.496915E-1, 2.832961E-3
110.469000, 4.184530E-2, 7.049083E-3
110.470000, 7.237009E-2, 5.203406E-3
110.471000, 9.929698E-2, 5.027883E-3
