	Minimum	Maximum	Mean	Std Dev	Mean%	Std Dev %
Wfm1	0.000009	2.502761	1.251385	1.064795	16.436509	13.985711
Wfm2	0.000000	0.021327	0.010663	0.007088	53.713315	35.705963
Wfm3	0.000000	0.021573	0.010787	0.007096	50.535030	33.246852
Wfm4	0.068085	7.458796	3.763441	2.268663	50.456492	30.415991
Wfm5	0.000000	0.012447	0.006224	0.004270	52.616546	36.102621
Wfm6	0.000000	0.023570	0.011785	0.007662	53.436723	34.743526
Wfm7	0.000002	0.069103	0.034553	0.021123	48.827839	29.849902
Wfm8	0.000000	0.011151	0.005575	0.004073	61.390977	44.852748
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	7/26/2017  09:35:16.763913	7/26/2017  09:35:16.763913	7/26/2017  09:35:16.763913	7/26/2017  09:35:16.763913	7/26/2017  09:35:16.763913	7/26/2017  09:35:16.763913	7/26/2017  09:35:16.763913	7/26/2017  09:35:16.763913
delta t	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
7/26/2017  09:35:16.763913	7.249498E-4	2.333309E-4	1.308801E-4	1.514211E-1	2.161559E-4	4.771541E-4	1.332286E-3	1.342657E-4
7/26/2017  09:35:16.863913	3.428323E-3	1.565724E-3	1.008039E-3	9.914936E-1	1.339919E-3	2.898411E-3	8.724700E-3	6.152358E-4
7/26/2017  09:35:16.963913	3.950671E-3	4.894674E-3	3.536596E-3	2.991102E+0	3.888878E-3	8.020602E-3	2.628451E-2	1.300873E-3
7/26/2017  09:35:17.063913	1.253981E-2	9.667266E-3	7.806489E-3	5.604185E+0	6.947965E-3	1.342181E-2	4.918436E-2	1.846646E-3
7/26/2017  09:35:17.163913	6.031096E-2	1.378718E-2	1.243804E-2	7.420905E+0	8.282667E-3	1.499740E-2	6.525905E-2	2.015587E-3
7/26/2017  09:35:17.263913	1.306162E-1	1.508000E-2	1.520604E-2	7.455518E+0	6.493222E-3	1.149540E-2	6.614830E-2	1.548607E-3
