Time (s), Filtered Data By Channel
0.000000, 1.038568E-1, 1.124208E-3
0.001000, 1.529758E-2, 2.806610E-4
0.002000, 2.574385E-3, 3.955544E-4
0.003000, 1.034212E-2, 9.573405E-3
0.004000, 3.245229E-2, 1.523140E-3
0.005000, 3.154406E-3, 7.881411E-3
0.006000, 4.196280E-2, 3.005112E-3
0.007000, 6.691334E-3, 6.593455E-3
0.008000, 2.849925E-2, 4.114415E-3
0.009000, 1.006939E-2, 3.002989E-3
0.010000, 4.616269E-2, 2.070136E-3
0.011000, 6.631206E-2, 7.353198E-3
0.012000, 3.329511E-2, 5.142025E-3
0.013000, 6.272829E-2, 5.372352E-3
0.014000, 7.850454E-2, 4.080852E-3
0.015000, 2.346291E-1, 2.981141E-3
0.016000, 1.896328E-1, 6.596049E-3
0.017000, 7.021908E-2, 4.525973E-3
0.018000, 1.999667E-2, 5.859798E-3
0.019000, 5.059804E-2, 4.199171E-3
0.020000, 7.141077E-2, 6.087495E-3
0.021000, 4.937738E-2, 4.058176E-3
0.022000, 5.939969E-3, 6.153487E-3
0.023000, 4.421958E-2, 4.594848E-3
0.024000, 9.424542E-2, 3.261797E-3
0.025000, 2.743561E-2, 6.516768E-3
0.026000, 2.800647E-2, 4.033062E-3
0.027000, 4.515161E-2, 2.784729E-3
0.028000, 4.605325E-3, 1.735200E-3
0.029000, 7.282127E-2, 8.655062E-4
0.030000, 3.035570E-2, 8.493464E-3
0.031000, 4.181088E-2, 2.434212E-3
0.032000, 2.979998E-2, 7.127061E-3
, , 
0.033000, 1.146759E-1, 3.614786E-3
0.034000, 2.309816E-2, 6.116540E-3
0.035000, 1.137116E-1, 4.470336E-3
0.036000, 1.554233E-1, 3.249488E-3
0.037000, 1.088453E-1, 2.218548E-3
0.038000, 6.082531E-2, 7.291825E-3
0.039000, 1.354155E-2, 3.494075E-3
0.040000, 1.351541E-1, 2.451501E-3
0.041000, 3.818749E-2, 7.071788E-3
0.042000, 4.549974E-2, 3.700150E-3
0.043000, 2.352008E-2, 6.008250E-3
0.044000, 1.347894E-3, 4.595100E-3
0.045000, 1.610522E-2, 3.384979E-3
0.046000, 1.993064E-2, 2.359699E-3
0.047000, 6.564957E-2, 7.149416E-3
0.048000, 7.865612E-2, 5.017090E-3
0.049000, 5.854093E-2, 5.425592E-3
0.050000, 2.125734E-3, 4.069682E-3
0.051000, 6.337909E-2, 5.738163E-3
0.052000, 8.749475E-2, 3.874187E-3
0.053000, 1.007597E-1, 6.328977E-3
0.054000, 6.189944E-2, 4.760819E-3
0.055000, 1.342786E-1, 3.417487E-3
0.056000, 1.402459E-1, 6.371901E-3
0.057000, 3.437866E-2, 4.166767E-3
0.058000, 1.900726E-1, 2.907109E-3
0.059000, 3.295827E-2, 1.846247E-3
0.060000, 9.164332E-2, 7.685703E-3
0.061000, 3.123461E-2, 3.086375E-3
0.062000, 1.165217E-1, 2.037121E-3
0.063000, 1.714896E-2, 7.486345E-3
0.064000, 5.683063E-2, 5.359796E-3
0.065000, 5.717675E-2, 5.084650E-3
, , 
0.066000, 3.893615E-2, 3.737034E-3
0.067000, 7.724602E-2, 2.594096E-3
0.068000, 3.309958E-2, 7.014401E-3
0.069000, 1.131946E-1, 4.964711E-3
0.070000, 1.229271E-1, 3.240475E-3
0.071000, 8.968864E-2, 6.840954E-3
0.072000, 9.229736E-3, 3.483506E-3
0.073000, 4.985261E-2, 2.077169E-3
0.074000, 9.079117E-2, 9.275812E-4
0.075000, 4.677312E-3, 8.644008E-3
0.076000, 4.976596E-3, 6.521694E-3
0.077000, 1.399275E-2, 4.696304E-3
0.078000, 7.862492E-2, 5.508274E-3
0.079000, 6.039353E-2, 3.974108E-3
0.080000, 1.215044E-1, 5.960451E-3
0.081000, 1.412462E-1, 4.471740E-3
0.082000, 8.677785E-2, 3.137975E-3
0.083000, 3.184420E-1, 2.029670E-3
0.084000, 3.941095E-1, 7.528174E-3
0.085000, 9.274512E-2, 5.416049E-3
0.086000, 1.383766E-1, 3.621324E-3
0.087000, 8.321068E-2, 6.535390E-3
0.088000, 1.010537E-1, 3.711790E-3
0.089000, 9.235216E-2, 2.228560E-3
0.090000, 4.801127E-2, 7.646596E-3
0.091000, 6.039645E-2, 5.797752E-3
0.092000, 5.478858E-2, 4.216039E-3
0.093000, 5.744144E-2, 5.774051E-3
0.094000, 4.725546E-2, 4.053725E-3
0.095000, 4.266320E-2, 2.611289E-3
0.096000, 2.865737E-2, 7.231517E-3
0.097000, 8.350971E-3, 3.292517E-3
0.098000, 2.431225E-2, 2.050585E-3
, , 
0.099000, 7.300895E-2, 1.033885E-3
0.100000, 2.692752E-2, 8.432912E-3
0.101000, 1.838914E-2, 6.230690E-3
0.102000, 2.535695E-3, 4.303779E-3
0.103000, 3.402614E-2, 5.594702E-3
0.104000, 4.611859E-2, 3.791133E-3
0.105000, 2.617973E-2, 2.274318E-3
0.106000, 1.221463E-3, 7.633641E-3
0.107000, 8.985748E-3, 5.816381E-3
0.108000, 6.871957E-2, 4.264631E-3
0.109000, 1.179410E-1, 5.697469E-3
0.110000, 7.037225E-2, 4.699625E-3
0.111000, 2.414160E-2, 3.325365E-3
0.112000, 1.539679E-2, 2.173086E-3
0.113000, 9.356010E-3, 7.430526E-3
0.114000, 8.782092E-2, 3.286562E-3
0.115000, 8.862249E-2, 2.196230E-3
0.116000, 1.369752E-1, 1.294191E-3
0.117000, 1.129491E-1, 8.090552E-3
0.118000, 5.953606E-3, 5.834757E-3
0.119000, 2.659024E-1, 3.922341E-3
0.120000, 1.907268E-1, 2.321772E-3
0.121000, 2.230113E-1, 7.648118E-3
0.122000, 1.224649E-1, 2.777052E-3
0.123000, 9.334253E-3, 1.461731E-3
0.124000, 1.059916E-1, 8.256599E-3
0.125000, 7.753493E-2, 6.262777E-3
0.126000, 4.656054E-2, 4.548472E-3
0.127000, 9.290075E-2, 5.561487E-3
0.128000, 7.132636E-2, 4.702891E-3
0.129000, 7.943621E-2, 3.211271E-3
0.130000, 5.629278E-2, 6.694068E-3
0.131000, 8.932947E-2, 4.893581E-3
, , 
0.132000, 3.111416E-2, 3.374990E-3
0.133000, 2.981291E-2, 6.540399E-3
0.134000, 3.126705E-2, 3.914309E-3
0.135000, 3.883775E-2, 6.044952E-3
0.136000, 5.063465E-2, 4.285111E-3
0.137000, 3.872355E-2, 2.796821E-3
0.138000, 3.323961E-2, 1.555001E-3
0.139000, 5.863167E-2, 8.115357E-3
0.140000, 2.760928E-3, 6.095065E-3
0.141000, 1.461482E-2, 4.278953E-3
0.142000, 5.328575E-2, 2.892179E-3
0.143000, 6.211378E-2, 6.914010E-3
0.144000, 1.613596E-1, 5.020847E-3
0.145000, 1.767203E-2, 3.416685E-3
0.146000, 9.047227E-3, 6.576667E-3
0.147000, 6.291209E-2, 3.808043E-3
0.148000, 4.808249E-2, 6.213021E-3
0.149000, 8.224155E-2, 4.144366E-3
0.150000, 6.860699E-2, 5.903518E-3
0.151000, 5.551117E-2, 4.427658E-3
0.152000, 8.820867E-3, 5.645732E-3
0.153000, 3.795464E-2, 4.660740E-3
0.154000, 9.226808E-2, 3.214588E-3
0.155000, 6.671481E-2, 6.643791E-3
0.156000, 5.880069E-2, 3.854570E-3
0.157000, 1.033840E-1, 6.072493E-3
0.158000, 9.595951E-2, 4.290164E-3
0.159000, 4.424260E-2, 2.787511E-3
0.160000, 1.698566E-1, 7.113038E-3
0.161000, 6.233011E-2, 3.356330E-3
0.162000, 1.817032E-2, 6.587730E-3
0.163000, 3.690164E-2, 3.839463E-3
0.164000, 3.116069E-2, 2.505644E-3
, , 
