Time (s), Activation By Channel (% of MVC)
22.737000, 2.076348E-2, 6.772743E-3
22.738000, 1.609900E-2, 4.748062E-3
22.739000, 7.797183E-3, 5.619345E-3
22.740000, 1.062005E-2, 4.215207E-3
22.741000, 2.130633E-2, 3.032393E-3
22.742000, 2.845798E-2, 6.602771E-3
22.743000, 4.995793E-2, 4.081488E-3
22.744000, 6.332472E-2, 2.956887E-3
22.745000, 7.936607E-3, 2.019069E-3
22.746000, 3.310081E-2, 7.402952E-3
22.747000, 3.675471E-2, 3.465204E-3
22.748000, 5.060012E-2, 2.497771E-3
22.749000, 3.193956E-2, 1.692804E-3
22.750000, 5.112809E-2, 1.032687E-3
22.751000, 1.891992E-1, 8.150100E-3
22.752000, 7.698443E-2, 2.922156E-3
22.753000, 6.180735E-2, 6.524176E-3
22.754000, 4.330556E-3, 4.305068E-3
22.755000, 3.926434E-4, 5.364201E-3
22.756000, 4.142972E-2, 3.389395E-3
22.757000, 6.961194E-2, 6.898934E-3
22.758000, 6.104956E-2, 5.392414E-3
22.759000, 2.614522E-2, 4.089365E-3
22.760000, 4.363142E-2, 5.678905E-3
22.761000, 2.054049E-2, 4.863895E-3
22.762000, 1.376424E-2, 5.057529E-3
22.763000, 9.233787E-3, 5.349097E-3
22.764000, 2.556024E-2, 3.958636E-3
22.765000, 2.760849E-2, 5.881672E-3
22.766000, 6.800448E-3, 4.603475E-3
22.767000, 2.064467E-2, 3.288797E-3
22.768000, 1.255404E-2, 6.478629E-3
22.769000, 1.865471E-2, 4.574723E-3
, , 
22.770000, 4.900594E-3, 2.982934E-3
22.771000, 8.131176E-2, 6.979438E-3
22.772000, 1.480132E-2, 3.450761E-3
22.773000, 1.010144E-1, 6.514013E-3
22.774000, 7.201770E-2, 3.907159E-3
22.775000, 3.897395E-2, 6.072378E-3
22.776000, 1.607021E-1, 4.321910E-3
22.777000, 7.637487E-2, 2.834208E-3
22.778000, 2.882703E-2, 7.064958E-3
22.779000, 2.327140E-1, 5.255849E-3
22.780000, 6.454216E-2, 4.924939E-3
22.781000, 7.708624E-3, 3.363020E-3
22.782000, 2.689905E-2, 6.600294E-3
22.783000, 1.037846E-2, 4.846471E-3
22.784000, 1.118591E-2, 3.364273E-3
22.785000, 6.358402E-2, 6.523950E-3
22.786000, 6.400049E-2, 4.701319E-3
22.787000, 7.718119E-2, 5.493229E-3
22.788000, 4.543376E-2, 3.943429E-3
22.789000, 3.171608E-2, 6.010861E-3
22.790000, 7.745574E-2, 4.398871E-3
22.791000, 1.328761E-1, 5.609930E-3
22.792000, 3.642757E-2, 4.748270E-3
22.793000, 8.741724E-2, 3.342108E-3
22.794000, 9.537099E-2, 6.486894E-3
22.795000, 8.840086E-2, 4.619706E-3
22.796000, 8.521525E-2, 5.606720E-3
22.797000, 1.393549E-3, 4.077943E-3
22.798000, 7.244380E-2, 2.786549E-3
22.799000, 6.826941E-2, 6.941536E-3
22.800000, 4.443451E-2, 4.986101E-3
22.801000, 2.736176E-2, 3.334041E-3
22.802000, 4.267292E-2, 6.694300E-3
, , 
22.803000, 3.951475E-2, 4.984168E-3
22.804000, 1.114157E-2, 5.123295E-3
22.805000, 1.693559E-2, 3.509569E-3
22.806000, 8.165490E-2, 6.487763E-3
22.807000, 1.077183E-1, 4.753513E-3
22.808000, 4.374858E-2, 5.371634E-3
22.809000, 3.916144E-2, 3.769647E-3
22.810000, 5.851762E-2, 2.429666E-3
22.811000, 4.643199E-3, 7.325656E-3
22.812000, 5.214662E-2, 3.271849E-3
22.813000, 7.372151E-2, 2.090381E-3
22.814000, 5.137914E-2, 7.528899E-3
22.815000, 6.829590E-3, 5.467216E-3
22.816000, 5.179677E-2, 3.712741E-3
22.817000, 5.236695E-3, 6.413089E-3
22.818000, 5.443750E-2, 4.794594E-3
22.819000, 8.705754E-2, 3.423217E-3
22.820000, 5.516986E-2, 6.376166E-3
22.821000, 9.005195E-2, 4.484299E-3
22.822000, 2.075419E-3, 5.762110E-3
22.823000, 2.612318E-2, 4.402169E-3
22.824000, 9.707448E-3, 2.842265E-3
22.825000, 2.088226E-2, 1.547226E-3
22.826000, 1.041849E-1, 8.160495E-3
22.827000, 1.362322E-1, 6.164065E-3
22.828000, 2.133514E-2, 4.197419E-3
22.829000, 4.455509E-1, 5.843603E-3
22.830000, 2.605555E-1, 4.154511E-3
22.831000, 4.604480E-2, 2.726495E-3
22.832000, 7.448957E-3, 7.115978E-3
22.833000, 6.390635E-2, 3.396856E-3
22.834000, 4.189491E-2, 6.516492E-3
22.835000, 2.481479E-2, 4.720656E-3
, , 
22.836000, 1.438590E-1, 5.446795E-3
22.837000, 1.055954E-2, 3.870720E-3
22.838000, 1.859824E-2, 6.108127E-3
22.839000, 5.073362E-2, 4.371592E-3
22.840000, 6.401658E-2, 5.742391E-3
22.841000, 6.290981E-2, 4.118330E-3
22.842000, 2.527714E-2, 2.747689E-3
22.843000, 4.947038E-2, 1.606286E-3
22.844000, 5.631288E-2, 6.711320E-4
