Time (s), Activation By Channel (% of MVC)
115.962000, 1.599533E-3, 9.045727E-3
115.963000, 9.978657E-2, 1.940711E-3
115.964000, 9.674439E-2, 1.109764E-3
115.965000, 1.186838E-2, 4.543956E-4
115.966000, 1.715695E-1, 4.761685E-5
115.967000, 5.025215E-2, 4.168609E-4
115.968000, 8.781816E-3, 6.723274E-4
115.969000, 1.115688E-1, 8.314506E-4
115.970000, 1.802687E-1, 9.101518E-4
115.971000, 3.909493E-2, 9.228881E-4
115.972000, 2.677688E-3, 8.827045E-4
115.973000, 5.511595E-2, 8.012892E-4
115.974000, 1.385842E-1, 6.890331E-4
115.975000, 1.930277E-1, 5.550919E-4
115.976000, 1.973814E-1, 4.074510E-4
115.977000, 7.780425E-2, 2.529927E-4
115.978000, 6.580254E-2, 9.756568E-5
115.979000, 2.974882E-1, 5.394441E-5
115.980000, 7.857258E-2, 1.975433E-4
115.981000, 1.611971E-1, 3.300558E-4
115.982000, 1.624264E-1, 4.490540E-4
115.983000, 8.638369E-2, 5.527857E-4
115.984000, 3.280418E-1, 6.401037E-4
115.985000, 1.181833E-1, 7.940657E-3
115.986000, 1.169426E-1, 3.603415E-3
115.987000, 9.979844E-2, 3.164260E-3
115.988000, 1.390939E-2, 2.756779E-3
115.989000, 3.804718E-2, 2.379311E-3
115.990000, 5.360026E-2, 2.030428E-3
115.991000, 1.053277E-1, 1.708884E-3
115.992000, 1.444126E-3, 1.413575E-3
115.993000, 1.397772E-1, 1.143500E-3
115.994000, 4.316189E-2, 8.977244E-4
, , 
115.995000, 4.115714E-2, 7.975699E-3
115.996000, 3.792209E-2, 5.335646E-3
115.997000, 3.548074E-2, 5.501733E-3
115.998000, 2.200892E-4, 4.441516E-3
115.999000, 1.812690E-2, 3.494524E-3
116.000000, 9.941909E-2, 2.654701E-3
116.001000, 1.011526E-1, 1.915961E-3
116.002000, 5.881329E-2, 7.378854E-3
116.003000, 8.558441E-2, 3.557192E-3
116.004000, 1.494827E-2, 2.609663E-3
116.005000, 7.075206E-3, 6.864289E-3
116.006000, 1.008188E-2, 4.731260E-3
116.007000, 1.209598E-2, 2.966103E-3
116.008000, 2.191622E-2, 1.529272E-3
116.009000, 1.951932E-2, 3.836461E-4
116.010000, 4.297086E-2, 9.156564E-3
116.011000, 6.649574E-2, 1.669313E-3
116.012000, 4.545196E-2, 7.228767E-4
116.013000, 4.161274E-2, 9.389156E-6
116.014000, 6.837132E-2, 5.556388E-4
116.015000, 1.898155E-2, 9.418667E-4
116.016000, 2.319739E-2, 1.191965E-3
116.017000, 2.684877E-2, 1.327788E-3
116.018000, 1.481353E-2, 1.369214E-3
116.019000, 1.794690E-2, 1.334221E-3
116.020000, 6.885375E-3, 1.238959E-3
116.021000, 7.671889E-2, 1.097830E-3
116.022000, 4.571857E-2, 9.235678E-4
116.023000, 3.075045E-2, 7.273266E-4
116.024000, 3.260238E-2, 5.187688E-4
116.025000, 2.813974E-2, 3.061559E-4
116.026000, 7.343496E-3, 9.644170E-5
116.027000, 4.992277E-2, 1.046332E-4
, , 
116.028000, 6.955940E-2, 2.924467E-4
116.029000, 1.090830E-2, 4.633996E-4
116.030000, 1.504039E-2, 6.148216E-4
116.031000, 4.223918E-2, 7.448773E-4
116.032000, 4.301280E-2, 8.524756E-4
116.033000, 5.052158E-2, 9.371798E-4
116.034000, 1.904764E-2, 9.991222E-4
116.035000, 2.189088E-2, 1.038921E-3
116.036000, 1.197058E-1, 1.057602E-3
116.037000, 6.321717E-2, 1.056526E-3
116.038000, 1.561563E-2, 1.037313E-3
116.039000, 3.927173E-1, 1.001788E-3
116.040000, 5.447790E-3, 9.519126E-4
116.041000, 1.274747E-1, 8.897337E-4
116.042000, 1.229054E-1, 8.173366E-4
116.043000, 5.366651E-2, 7.367999E-4
116.044000, 7.051667E-2, 6.501583E-4
116.045000, 1.619123E-2, 5.593694E-4
116.046000, 5.241630E-2, 4.662872E-4
116.047000, 1.803518E-1, 3.726387E-4
116.048000, 2.165831E-2, 2.800064E-4
116.049000, 6.820563E-2, 1.898151E-4
116.050000, 1.129745E-1, 1.033226E-4
116.051000, 5.358641E-2, 2.161410E-5
116.052000, 5.245805E-2, 5.439956E-5
116.053000, 1.093248E-1, 1.239807E-4
116.054000, 5.856840E-2, 8.837616E-3
116.055000, 5.347079E-2, 2.598155E-3
116.056000, 3.791660E-2, 6.575796E-3
116.057000, 2.396269E-2, 4.447986E-3
116.058000, 1.442040E-1, 3.558597E-3
116.059000, 1.817187E-1, 2.767637E-3
116.060000, 6.215895E-2, 2.069752E-3
, , 
116.061000, 3.356621E-2, 1.459512E-3
116.062000, 1.959714E-2, 9.314248E-4
116.063000, 7.989204E-3, 4.799650E-4
116.064000, 5.342502E-2, 9.959644E-5
116.065000, 5.258895E-2, 2.151992E-4
116.066000, 2.408507E-2, 4.698951E-4
116.067000, 3.183471E-2, 6.698909E-4
116.068000, 1.028691E-1, 8.204844E-4
116.069000, 6.549185E-2, 9.577899E-3
116.070000, 3.542589E-2, 1.845908E-3
116.071000, 1.353966E-1, 7.313275E-3
116.072000, 1.224878E-1, 3.747275E-3
116.073000, 2.267214E-2, 5.738779E-3
116.074000, 4.885967E-2, 5.029204E-3
116.075000, 5.375489E-3, 3.933898E-3
116.076000, 8.460907E-3, 2.980885E-3
116.077000, 1.701749E-2, 2.159196E-3
116.078000, 3.499882E-2, 7.192871E-3
116.079000, 2.068444E-2, 4.943628E-3
116.080000, 9.630668E-3, 5.581702E-3
116.081000, 6.196321E-2, 4.371544E-3
116.082000, 5.348348E-2, 5.992241E-3
116.083000, 2.462481E-2, 4.100206E-3
116.084000, 3.243202E-2, 6.145014E-3
116.085000, 6.294195E-2, 4.047032E-3
116.086000, 2.076019E-2, 6.115932E-3
116.087000, 1.452735E-2, 4.508454E-3
116.088000, 3.433819E-2, 3.128229E-3
116.089000, 1.878682E-1, 6.694394E-3
116.090000, 8.037666E-2, 3.815629E-3
116.091000, 5.153641E-2, 6.118475E-3
116.092000, 1.109752E-2, 4.293900E-3
116.093000, 2.732666E-2, 5.725241E-3
, , 
116.094000, 4.136666E-2, 4.613547E-3
116.095000, 1.950023E-2, 3.182230E-3
116.096000, 6.111748E-3, 6.674884E-3
116.097000, 4.195118E-2, 3.814581E-3
116.098000, 4.879397E-2, 6.128589E-3
116.099000, 9.024505E-3, 4.283991E-3
116.100000, 1.108215E-1, 2.923376E-3
116.101000, 7.230875E-2, 1.784168E-3
116.102000, 9.733126E-2, 8.450687E-4
116.103000, 7.017104E-3, 8.575880E-5
116.104000, 1.525341E-2, 9.164140E-3
116.105000, 7.308953E-2, 1.870120E-3
116.106000, 9.208499E-2, 7.588115E-3
116.107000, 5.126380E-2, 3.252275E-3
116.108000, 6.442736E-3, 2.265234E-3
116.109000, 5.644569E-2, 7.202668E-3
116.110000, 1.244414E-1, 3.623461E-3
116.111000, 1.141277E-2, 6.032860E-3
116.112000, 2.011031E-1, 4.619676E-3
116.113000, 7.688051E-2, 3.455200E-3
116.114000, 7.024786E-2, 2.471507E-3
116.115000, 5.300166E-2, 1.650579E-3
116.116000, 3.200082E-2, 7.675635E-3
116.117000, 1.100312E-1, 5.381118E-3
116.118000, 1.099320E-1, 5.203873E-3
116.119000, 4.446933E-2, 4.679747E-3
116.120000, 6.446622E-2, 5.759782E-3
116.121000, 5.824764E-2, 4.396946E-3
116.122000, 3.044644E-1, 3.229787E-3
116.123000, 6.694393E-2, 2.240424E-3
116.124000, 1.338146E-1, 1.411884E-3
116.125000, 1.602650E-1, 7.280940E-4
116.126000, 3.584755E-2, 8.477187E-3
, , 
116.127000, 8.913993E-2, 2.574786E-3
116.128000, 2.186926E-1, 6.888810E-3
116.129000, 2.426936E-2, 4.724270E-3
116.130000, 5.742767E-2, 2.912217E-3
116.131000, 1.505405E-2, 7.232912E-3
116.132000, 1.423616E-1, 3.049159E-3
116.133000, 2.154258E-1, 1.619066E-3
116.134000, 1.457225E-1, 8.189248E-3
116.135000, 2.321423E-1, 2.387166E-3
116.136000, 1.131641E-1, 7.439423E-3
116.137000, 1.251279E-2, 5.539327E-3
116.138000, 1.028438E-1, 3.906287E-3
116.139000, 1.200492E-1, 2.518015E-3
116.140000, 5.734658E-2, 7.298000E-3
116.141000, 1.902780E-1, 5.420369E-3
116.142000, 5.731489E-2, 4.815893E-3
116.143000, 3.242374E-2, 3.297893E-3
116.144000, 3.503819E-2, 6.631644E-3
116.145000, 4.391230E-2, 4.852862E-3
116.146000, 5.670017E-2, 5.297770E-3
116.147000, 7.147591E-2, 3.705993E-3
116.148000, 6.071871E-2, 6.286747E-3
