Time (s), Filtered Data By Channel
0.000000, 1.121012E-1, 1.000072E-2
0.001000, 3.616018E-2, 7.505176E-3
0.002000, 2.488557E-1, 3.292242E-3
0.003000, 3.301323E-1, 2.278982E-3
0.004000, 1.644422E-1, 1.449630E-3
0.005000, 1.986111E-1, 7.832866E-4
0.006000, 4.001721E-2, 2.604094E-4
0.007000, 3.980823E-1, 8.788262E-3
0.008000, 1.233875E-1, 6.237615E-3
0.009000, 3.272150E-1, 4.581485E-3
0.010000, 3.987535E-1, 3.560682E-3
0.011000, 1.667047E-1, 2.698622E-3
0.012000, 4.441040E-1, 1.978304E-3
0.013000, 3.643594E-1, 1.383893E-3
0.014000, 2.630656E-1, 7.750371E-3
0.015000, 2.574587E-1, 5.296102E-3
0.016000, 2.682993E-1, 3.232185E-3
0.017000, 3.175432E-1, 7.128860E-3
0.018000, 2.524391E-1, 5.679880E-3
0.019000, 3.260822E-1, 4.420430E-3
0.020000, 4.233091E-2, 3.334122E-3
0.021000, 1.672102E-1, 6.245619E-3
0.022000, 2.404215E-1, 4.191471E-3
0.023000, 3.949613E-2, 6.167433E-3
0.024000, 3.362154E-1, 3.927065E-3
0.025000, 2.410799E-1, 6.317525E-3
0.026000, 1.958938E-1, 4.776217E-3
0.027000, 3.954860E-1, 3.447383E-3
0.028000, 2.499772E-1, 2.313277E-3
0.029000, 6.842575E-1, 7.294180E-3
0.030000, 5.151764E-1, 3.401769E-3
0.031000, 2.322364E-1, 2.277223E-3
0.032000, 2.941813E-1, 1.331632E-3
, , 
0.033000, 2.566795E-1, 5.483289E-4
0.034000, 2.367401E-1, 8.739666E-3
0.035000, 7.413965E-2, 2.245528E-3
0.036000, 2.341449E-2, 7.269879E-3
0.037000, 5.717607E-2, 5.143235E-3
0.038000, 3.112978E-1, 5.294774E-3
0.039000, 8.917589E-2, 3.935490E-3
0.040000, 4.752163E-1, 2.776823E-3
0.041000, 4.455943E-1, 6.850417E-3
0.042000, 5.157252E-1, 3.829504E-3
0.043000, 4.895622E-2, 5.959290E-3
0.044000, 2.062197E-1, 4.076174E-3
0.045000, 2.097369E-1, 2.504858E-3
0.046000, 9.297807E-2, 7.437143E-3
0.047000, 4.830828E-1, 5.637556E-3
0.048000, 7.341848E-1, 4.560315E-3
0.049000, 4.381296E-1, 5.614963E-3
0.050000, 4.660603E-1, 4.616729E-3
0.051000, 9.269994E-1, 5.532110E-3
0.052000, 2.656443E-1, 4.719396E-3
0.053000, 9.661217E-2, 5.415525E-3
0.054000, 9.199435E-2, 4.844702E-3
0.055000, 1.777716E-2, 3.365031E-3
0.056000, 3.895376E-1, 2.134615E-3
0.057000, 3.719172E-1, 7.523725E-3
0.058000, 3.847404E-1, 3.158486E-3
