Time, Activation By Channel (% of MVC)
94.149000, 2.094561E-2, 1.409125E+0
94.150000, -1.116882E-1, 1.409125E+0
94.151000, -3.006740E-2, 1.398929E+0
94.152000, 7.195862E-2, 1.398929E+0
94.153000, 6.175602E-2, 1.398929E+0
94.154000, 4.135082E-2, 1.398929E+0
94.155000, 1.025664E-1, 1.398929E+0
94.156000, 2.094561E-2, 1.398929E+0
94.157000, 8.216122E-2, 1.398929E+0
94.158000, 1.229716E-1, 1.398929E+0
94.159000, 1.127690E-1, 1.409125E+0
94.160000, 8.216122E-2, 1.409125E+0
94.161000, 5.155342E-2, 1.409125E+0
94.162000, 1.433768E-1, 1.398929E+0
94.163000, 3.114822E-2, 1.409125E+0
94.164000, -9.662192E-3, 1.398929E+0
94.165000, 5.155342E-2, 1.398929E+0
94.166000, 9.236383E-2, 1.398929E+0
94.167000, 5.155342E-2, 1.398929E+0
94.168000, 1.074301E-2, 1.409125E+0
94.169000, 1.637820E-1, 1.409125E+0
94.170000, 1.229716E-1, 1.398929E+0
94.171000, 7.195862E-2, 1.398929E+0
94.172000, 1.229716E-1, 1.398929E+0
94.173000, 1.331742E-1, 1.398929E+0
94.174000, 1.637820E-1, 1.398929E+0
94.175000, 1.229716E-1, 1.398929E+0
94.176000, 8.216122E-2, 1.398929E+0
94.177000, 5.155342E-2, 1.398929E+0
94.178000, 1.025664E-1, 1.409125E+0
94.179000, 1.331742E-1, 1.398929E+0
94.180000, 1.331742E-1, 1.398929E+0
94.181000, 1.637820E-1, 1.398929E+0
, , 
94.182000, 6.175602E-2, 1.398929E+0
94.183000, -9.128301E-2, 1.398929E+0
94.184000, 3.114822E-2, 1.398929E+0
94.185000, 5.155342E-2, 1.398929E+0
94.186000, 7.195862E-2, 1.398929E+0
94.187000, 1.535794E-1, 1.398929E+0
94.188000, 2.862133E-1, 1.398929E+0
94.189000, 3.882393E-1, 1.409125E+0
94.190000, 1.943898E-1, 1.398929E+0
94.191000, -2.749298E-1, 1.398929E+0
94.192000, -1.422960E-1, 1.409125E+0
