Time (s), Filtered Data By Channel
0.033000, 1.240606E-1, 4.984198E-3
0.034000, 3.715408E-1, 3.382006E-3
0.035000, 1.692429E-1, 2.041378E-3
0.036000, 1.669996E-1, 7.714401E-3
0.037000, 4.764272E-2, 5.767682E-3
0.038000, 1.298711E-1, 4.107835E-3
0.039000, 3.102250E-1, 2.708625E-3
0.040000, 1.787757E-1, 1.545066E-3
0.041000, 1.428448E-1, 5.934217E-4
0.042000, 2.232127E-1, 1.687966E-4
0.043000, 7.360923E-2, 9.413882E-3
0.044000, 3.795307E-2, 1.631229E-3
0.045000, 2.567405E-1, 8.394650E-4
0.046000, 4.863878E-2, 2.076163E-4
0.047000, 7.699719E-2, 8.934201E-3
0.048000, 1.915180E-1, 2.189463E-3
0.049000, 1.165752E-1, 7.197169E-3
0.050000, 1.352226E-2, 3.698050E-3
0.051000, 3.620849E-1, 2.750214E-3
0.052000, 2.334093E-2, 6.692866E-3
0.053000, 8.577191E-2, 4.506041E-3
0.054000, 1.226042E-1, 5.979671E-3
0.055000, 9.949002E-2, 4.655577E-3
0.056000, 5.002819E-1, 3.519806E-3
0.057000, 2.396563E-1, 2.554666E-3
0.058000, 1.837777E-1, 6.907587E-3
0.059000, 4.719910E-2, 3.910387E-3
0.060000, 8.455911E-2, 5.765551E-3
0.061000, 1.790658E-1, 4.858121E-3
0.062000, 1.363405E-1, 4.993455E-3
0.063000, 1.080683E-1, 3.178571E-3
0.064000, 1.428721E-1, 1.679827E-3
0.065000, 1.516261E-1, 4.646714E-4
, , 
0.066000, 3.661184E-2, 9.148783E-3
0.067000, 3.012534E-1, 7.047643E-3
0.068000, 8.236725E-2, 5.225608E-3
0.069000, 5.194053E-2, 4.990710E-3
0.070000, 9.720461E-2, 5.170232E-3
0.071000, 3.309688E-1, 5.071634E-3
0.072000, 1.811567E-1, 3.579864E-3
0.073000, 2.650494E-1, 2.342344E-3
0.074000, 4.117995E-1, 1.331797E-3
0.075000, 2.815169E-1, 8.128434E-3
0.076000, 3.302560E-1, 5.920304E-3
0.077000, 5.732034E-2, 4.618586E-3
0.078000, 7.687001E-2, 5.277581E-3
0.079000, 7.214485E-2, 3.474236E-3
0.080000, 3.269155E-1, 6.690606E-3
0.081000, 5.568582E-1, 5.101668E-3
0.082000, 3.136622E-2, 3.750910E-3
0.083000, 2.281861E-1, 2.614868E-3
0.084000, 2.199030E-1, 1.671474E-3
0.085000, 1.911518E-1, 7.751032E-3
0.086000, 3.975114E-1, 5.530032E-3
0.087000, 2.885797E-1, 3.649937E-3
0.088000, 2.437951E-1, 6.571452E-3
0.089000, 3.500697E-1, 3.629103E-3
0.090000, 3.425442E-1, 6.536238E-3
0.091000, 2.588438E-1, 3.712802E-3
0.092000, 1.333416E-1, 6.411373E-3
0.093000, 2.015450E-1, 4.779243E-3
0.094000, 1.883987E-1, 5.266050E-3
0.095000, 9.901866E-2, 3.604085E-3
0.096000, 2.734548E-2, 2.221704E-3
0.097000, 1.412612E-1, 7.560644E-3
0.098000, 2.592780E-1, 3.023114E-3
, , 
0.099000, 3.693271E-1, 6.811858E-3
0.100000, 9.503725E-2, 3.717860E-3
0.101000, 1.240593E-1, 6.172069E-3
0.102000, 3.798696E-1, 4.348785E-3
0.103000, 1.904669E-1, 2.803090E-3
0.104000, 9.850553E-2, 7.141072E-3
0.105000, 7.989550E-1, 5.365638E-3
0.106000, 5.081174E-1, 3.859789E-3
0.107000, 2.642250E-1, 6.053733E-3
0.108000, 3.269628E-1, 4.393363E-3
0.109000, 3.336138E-1, 3.069418E-3
0.110000, 3.074779E-2, 1.966798E-3
0.111000, 1.526825E-1, 7.588645E-3
0.112000, 1.829504E-1, 5.476637E-3
0.113000, 3.391152E-1, 4.967177E-3
0.114000, 4.910423E-2, 3.629719E-3
0.115000, 6.761270E-2, 2.504989E-3
0.116000, 3.393310E-2, 7.079630E-3
0.117000, 1.739944E-1, 3.648616E-3
0.118000, 8.379922E-2, 6.088710E-3
0.119000, 1.256637E-1, 4.153150E-3
0.120000, 6.883854E-2, 6.120832E-3
0.121000, 2.170520E-1, 4.029865E-3
0.122000, 4.025163E-1, 2.468363E-3
0.123000, 1.115373E-1, 1.181826E-3
0.124000, 5.141568E-2, 8.509049E-3
0.125000, 1.448112E-1, 6.489055E-3
0.126000, 3.912501E-1, 4.749839E-3
0.127000, 3.323052E-1, 3.267271E-3
0.128000, 4.043283E-1, 2.018285E-3
0.129000, 6.428003E-1, 7.670179E-3
0.130000, 5.069543E-2, 2.973986E-3
0.131000, 1.614323E-1, 6.828493E-3
, , 
0.132000, 3.428047E-1, 4.940154E-3
0.133000, 8.398385E-2, 3.347656E-3
0.134000, 5.536103E-2, 6.628758E-3
0.135000, 6.779486E-2, 4.874299E-3
0.136000, 1.850539E-1, 3.381019E-3
0.137000, 1.015473E-1, 6.525863E-3
0.138000, 8.837736E-2, 4.726990E-3
0.139000, 4.143673E-2, 5.440810E-3
0.140000, 1.058793E-2, 4.788007E-3
0.141000, 2.928805E-2, 5.371991E-3
0.142000, 2.027021E-2, 3.789118E-3
0.143000, 2.898860E-1, 2.455427E-3
0.144000, 1.162294E-1, 1.347243E-3
0.145000, 1.066360E-1, 4.420288E-4
0.146000, 2.733198E-2, 2.816133E-4
0.147000, 1.929854E-1, 8.439306E-4
0.148000, 1.483389E-1, 9.915071E-3
0.149000, 1.440642E-1, 7.370970E-3
0.150000, 3.936346E-2, 5.194729E-3
0.151000, 3.436023E-1, 3.353998E-3
0.152000, 4.689691E-1, 6.833225E-3
0.153000, 4.406497E-1, 3.396579E-3
0.154000, 2.445290E-1, 6.744086E-3
0.155000, 3.762420E-1, 5.125609E-3
0.156000, 4.052506E-1, 3.742114E-3
0.157000, 4.006491E-1, 2.571977E-3
0.158000, 2.058247E-1, 1.594667E-3
0.159000, 4.048310E-2, 7.907322E-4
