Time (s), Activation By Channel (% of MVC)
14.157000, 1.325493E-2, 2.635527E-3
14.158000, 1.596394E-2, 7.089250E-3
14.159000, 2.829380E-2, 3.527305E-3
14.160000, 2.782452E-2, 2.354984E-3
14.161000, 3.536990E-2, 1.387496E-3
14.162000, 1.358411E-2, 6.029875E-4
14.163000, 2.352041E-2, 1.910969E-5
14.164000, 1.247339E-2, 4.980921E-4
14.165000, 3.002853E-2, 9.503050E-3
14.166000, 4.995442E-2, 1.742284E-3
14.167000, 5.316864E-2, 7.537031E-3
14.168000, 7.986539E-3, 3.452004E-3
14.169000, 8.924695E-3, 6.065711E-3
14.170000, 2.706074E-2, 3.948443E-3
14.171000, 4.755286E-3, 2.178500E-3
14.172000, 4.088229E-2, 7.227949E-4
14.173000, 3.077119E-2, 9.101334E-3
14.174000, 1.366461E-2, 7.181982E-3
14.175000, 7.781044E-3, 5.514032E-3
14.176000, 1.191156E-2, 4.076503E-3
14.177000, 1.759684E-2, 2.849388E-3
14.178000, 3.241570E-3, 6.837429E-3
14.179000, 1.851022E-2, 3.790978E-3
14.180000, 3.703277E-2, 2.609079E-3
14.181000, 3.094036E-2, 1.614872E-3
14.182000, 1.589280E-2, 7.904076E-4
14.183000, 3.615563E-3, 1.186333E-4
14.184000, 6.177106E-3, 4.166098E-4
14.185000, 2.241383E-2, 8.305910E-4
14.186000, 5.116737E-2, 1.137693E-3
14.187000, 3.553342E-2, 1.351412E-3
14.188000, 4.908325E-2, 1.484369E-3
14.189000, 3.090043E-2, 1.548306E-3
, , 
14.190000, 6.843907E-2, 1.554100E-3
14.191000, 2.294424E-2, 1.511772E-3
14.192000, 6.104806E-3, 1.430497E-3
14.193000, 2.405098E-2, 9.969678E-3
14.194000, 5.374106E-2, 1.656200E-3
14.195000, 7.292772E-2, 1.332061E-3
14.196000, 4.012155E-2, 7.584845E-3
14.197000, 2.888018E-3, 4.960333E-3
14.198000, 2.538836E-2, 5.883219E-3
14.199000, 6.066722E-3, 4.845344E-3
14.200000, 9.399951E-3, 3.931986E-3
14.201000, 2.020154E-2, 3.132847E-3
14.202000, 8.775860E-2, 2.438210E-3
14.203000, 2.835047E-2, 6.812148E-3
14.204000, 1.184655E-3, 4.166183E-3
14.205000, 1.569933E-2, 5.394321E-3
14.206000, 9.411395E-2, 3.345028E-3
14.207000, 2.773464E-2, 6.989031E-3
14.208000, 8.059163E-2, 3.146544E-3
14.209000, 8.981405E-2, 7.044161E-3
14.210000, 7.550844E-2, 3.211799E-3
14.211000, 1.859685E-2, 6.879784E-3
14.212000, 1.704651E-1, 5.195313E-3
14.213000, 9.938065E-2, 3.734244E-3
14.214000, 5.199066E-4, 6.171428E-3
14.215000, 7.355473E-2, 4.396196E-3
14.216000, 8.049095E-2, 2.922395E-3
14.217000, 9.115407E-2, 1.717560E-3
14.218000, 8.891560E-3, 7.512503E-4
14.219000, 7.168874E-2, 4.986880E-6
14.220000, 1.658425E-2, 5.776466E-4
14.221000, 4.135345E-2, 9.913067E-4
14.222000, 2.869013E-2, 1.268669E-3
, , 
14.223000, 4.304582E-2, 1.430607E-3
14.224000, 2.415249E-2, 1.014727E-2
14.225000, 7.059820E-2, 1.357037E-3
14.226000, 6.652329E-2, 9.582815E-4
14.227000, 9.520963E-2, 6.566684E-4
14.228000, 5.056164E-2, 4.370886E-4
14.229000, 4.137612E-2, 8.365150E-3
14.230000, 2.326170E-2, 3.030772E-3
14.231000, 7.856075E-2, 6.145434E-3
14.232000, 1.513567E-2, 4.903929E-3
14.233000, 2.986019E-3, 4.059506E-3
14.234000, 2.764018E-2, 5.325386E-3
14.235000, 9.030060E-3, 3.120193E-3
14.236000, 9.691837E-2, 7.349332E-3
14.237000, 1.049243E-1, 5.979573E-3
14.238000, 2.867382E-2, 4.773515E-3
14.239000, 1.130243E-3, 4.932986E-3
14.240000, 4.710271E-2, 5.640755E-3
14.241000, 6.616036E-3, 4.374719E-3
14.242000, 1.881681E-2, 3.272143E-3
14.243000, 1.680079E-2, 2.320010E-3
14.244000, 1.544664E-1, 1.505876E-3
14.245000, 1.338164E-1, 8.178462E-4
14.246000, 8.603887E-2, 2.445563E-4
14.247000, 1.527523E-1, 2.248374E-4
14.248000, 2.323418E-1, 6.006671E-4
14.249000, 8.032233E-2, 8.927578E-4
14.250000, 1.024821E-2, 1.110430E-3
14.251000, 1.082694E-2, 1.262497E-3
14.252000, 1.889221E-2, 1.357270E-3
14.253000, 5.917681E-3, 1.402551E-3
14.254000, 2.168902E-2, 1.405633E-3
14.255000, 3.258395E-2, 1.373302E-3
, , 
14.256000, 5.682085E-2, 1.311838E-3
14.257000, 7.205456E-2, 1.227015E-3
14.258000, 2.788658E-2, 1.124109E-3
14.259000, 1.200712E-2, 1.007901E-3
14.260000, 8.851754E-3, 9.533746E-3
14.261000, 1.504918E-2, 2.087581E-3
14.262000, 1.714563E-3, 6.906668E-3
14.263000, 3.550523E-2, 4.287926E-3
14.264000, 6.376689E-3, 5.093077E-3
14.265000, 2.842789E-2, 2.898038E-3
14.266000, 2.629848E-2, 7.550950E-3
14.267000, 1.164746E-1, 2.497654E-3
14.268000, 3.725962E-2, 8.962124E-4
14.269000, 1.250452E-2, 9.029130E-3
14.270000, 1.063347E-2, 1.477255E-3
14.271000, 2.670780E-2, 8.379203E-3
14.272000, 2.727759E-2, 2.175882E-3
14.273000, 3.589265E-2, 1.000898E-3
14.274000, 5.845111E-2, 7.906702E-5
14.275000, 3.788498E-2, 9.272095E-3
14.276000, 3.029939E-2, 1.711211E-3
14.277000, 1.235607E-1, 8.935525E-4
14.278000, 3.214001E-3, 2.642224E-4
14.279000, 4.960688E-2, 8.853324E-3
14.280000, 6.862058E-2, 2.310495E-3
14.281000, 2.754657E-2, 1.625844E-3
14.282000, 4.876823E-2, 1.087413E-3
14.283000, 7.508312E-3, 6.748811E-4
14.284000, 3.006403E-2, 3.697004E-4
14.285000, 2.241471E-2, 1.550245E-4
14.286000, 1.615663E-2, 1.563397E-5
14.287000, 1.485230E-2, 6.213954E-5
14.288000, 1.895852E-2, 9.049262E-5
, , 
14.289000, 3.804207E-2, 8.731285E-3
14.290000, 4.565410E-2, 2.799043E-3
14.291000, 4.368853E-2, 6.267154E-3
14.292000, 1.137539E-2, 4.870350E-3
14.293000, 2.428399E-2, 4.556436E-3
14.294000, 1.481515E-2, 2.398846E-3
14.295000, 1.043350E-2, 8.018571E-3
14.296000, 1.128665E-2, 6.593339E-3
14.297000, 5.490022E-3, 3.321539E-3
14.298000, 4.440341E-4, 7.054897E-3
14.299000, 3.114148E-2, 3.048184E-3
14.300000, 1.760736E-2, 7.165706E-3
14.301000, 4.201025E-2, 5.575376E-3
14.302000, 3.188249E-2, 4.468285E-3
14.303000, 2.316744E-2, 5.813357E-3
14.304000, 1.572308E-3, 4.353028E-3
14.305000, 6.512132E-3, 2.824640E-3
14.306000, 3.205777E-3, 7.067655E-3
14.307000, 2.549716E-2, 5.214688E-3
14.308000, 1.918877E-2, 5.037527E-3
14.309000, 3.467934E-3, 5.084766E-3
14.310000, 4.102743E-2, 5.196604E-3
14.311000, 1.920660E-2, 4.907455E-3
14.312000, 2.842072E-2, 3.268373E-3
14.313000, 1.155598E-3, 6.770252E-3
14.314000, 5.431618E-3, 5.087974E-3
14.315000, 8.609119E-3, 4.979070E-3
14.316000, 1.948743E-2, 5.334341E-3
14.317000, 9.387777E-3, 3.893831E-3
14.318000, 5.384575E-2, 2.689376E-3
14.319000, 5.551090E-3, 1.695791E-3
14.320000, 1.375774E-2, 8.895333E-4
14.321000, 1.027190E-2, 2.486562E-4
, , 
14.322000, 1.577755E-2, 8.898290E-3
14.323000, 7.194635E-3, 2.222857E-3
14.324000, 1.094844E-2, 7.164713E-3
14.325000, 5.893040E-3, 3.730329E-3
14.326000, 1.627564E-3, 2.782447E-3
14.327000, 1.908793E-3, 1.990044E-3
14.328000, 4.805972E-2, 1.335943E-3
14.329000, 3.610969E-2, 8.041907E-4
14.330000, 2.598771E-2, 3.800138E-4
14.331000, 8.636885E-2, 4.977068E-5
14.332000, 8.524113E-2, 1.990924E-4
14.333000, 5.401376E-2, 3.780857E-4
14.334000, 7.569657E-2, 4.977203E-4
14.335000, 2.010851E-1, 5.675523E-4
14.336000, 3.134434E-2, 9.247281E-3
14.337000, 6.327456E-2, 2.248370E-3
14.338000, 8.287110E-2, 1.804122E-3
14.339000, 2.307612E-2, 1.428096E-3
14.340000, 1.260384E-1, 1.112299E-3
