Time (s), Activation By Channel (% of MVC)
72.930000, 8.219056E-2, 2.807555E-3
72.931000, 5.417251E-2, 1.740984E-3
72.932000, 4.032424E-2, 8.729612E-4
72.933000, 2.844667E-2, 1.812996E-4
72.934000, 2.702849E-2, 9.005876E-3
72.935000, 1.887331E-2, 2.085021E-3
72.936000, 1.681917E-2, 7.323515E-3
72.937000, 3.221450E-2, 5.091995E-3
72.938000, 1.226401E-3, 5.446253E-3
72.939000, 1.821796E-2, 4.180416E-3
72.940000, 1.421471E-2, 3.106709E-3
72.941000, 2.807420E-2, 2.205717E-3
72.942000, 2.809359E-2, 7.191828E-3
72.943000, 2.667596E-2, 3.690081E-3
72.944000, 1.046971E-2, 5.923844E-3
72.945000, 6.228685E-3, 3.892107E-3
72.946000, 3.205409E-4, 2.197309E-3
72.947000, 2.162099E-2, 7.844349E-3
72.948000, 2.125361E-3, 6.122079E-3
72.949000, 3.062882E-3, 4.631856E-3
72.950000, 2.827034E-2, 5.297276E-3
72.951000, 4.112785E-2, 5.108784E-3
72.952000, 3.994564E-2, 3.723692E-3
72.953000, 2.852816E-2, 6.106416E-3
72.954000, 1.010413E-2, 4.258293E-3
72.955000, 3.963446E-3, 5.934932E-3
72.956000, 3.031752E-3, 4.362261E-3
72.957000, 2.708831E-2, 3.019350E-3
72.958000, 2.191335E-2, 1.885890E-3
72.959000, 3.475610E-2, 7.708596E-3
72.960000, 7.923800E-3, 3.010414E-3
72.961000, 4.889345E-2, 6.734098E-3
72.962000, 1.840775E-3, 4.802575E-3
, , 
72.963000, 4.817918E-3, 3.179727E-3
72.964000, 1.678133E-2, 6.816000E-3
72.965000, 1.443187E-2, 5.071475E-3
72.966000, 1.220108E-2, 3.580269E-3
72.967000, 2.741693E-2, 2.320045E-3
72.968000, 1.112404E-2, 7.381636E-3
72.969000, 7.433935E-3, 3.247858E-3
72.970000, 1.293871E-2, 6.570297E-3
72.971000, 1.610004E-2, 4.698263E-3
72.972000, 4.051969E-5, 3.122383E-3
72.973000, 3.198066E-3, 6.837364E-3
72.974000, 4.034856E-2, 5.066405E-3
72.975000, 3.086900E-2, 3.556969E-3
72.976000, 4.870023E-2, 2.285474E-3
72.977000, 7.285976E-3, 7.421663E-3
72.978000, 5.757965E-3, 5.443912E-3
72.979000, 4.107814E-2, 3.767994E-3
72.980000, 9.072009E-2, 6.285799E-3
72.981000, 9.393987E-4, 4.048395E-3
72.982000, 2.245572E-2, 6.014534E-3
72.983000, 1.546755E-2, 4.308477E-3
72.984000, 7.908342E-3, 5.767353E-3
72.985000, 1.120263E-2, 4.109697E-3
72.986000, 1.347608E-2, 2.709981E-3
72.987000, 2.352582E-2, 7.107130E-3
72.988000, 4.642545E-3, 5.222772E-3
72.989000, 7.125618E-3, 3.625245E-3
72.990000, 3.499920E-2, 6.363667E-3
72.991000, 6.396445E-2, 1.327880E-2
72.992000, 2.130998E-2, 3.178237E-4
