Time, Activation By Channel (% of MVC)
33.495000, 9.236383E-2, 1.398929E+0
33.496000, 1.637820E-1, 1.398929E+0
33.497000, 1.229716E-1, 1.409125E+0
33.498000, 8.216122E-2, 1.409125E+0
33.499000, 6.175602E-2, 1.398929E+0
33.500000, 4.135082E-2, 1.398929E+0
33.501000, 4.135082E-2, 1.398929E+0
33.502000, 3.114822E-2, 1.398929E+0
33.503000, 4.135082E-2, 1.409125E+0
33.504000, 5.155342E-2, 1.409125E+0
33.505000, 3.114822E-2, 1.409125E+0
33.506000, 5.155342E-2, 1.398929E+0
33.507000, 7.195862E-2, 1.409125E+0
33.508000, 8.216122E-2, 1.398929E+0
33.509000, 6.175602E-2, 1.398929E+0
33.510000, 7.195862E-2, 1.398929E+0
33.511000, 8.216122E-2, 1.398929E+0
33.512000, 6.175602E-2, 1.409125E+0
33.513000, 7.195862E-2, 1.409125E+0
33.514000, 1.025664E-1, 1.409125E+0
33.515000, 6.175602E-2, 1.409125E+0
33.516000, 7.195862E-2, 1.398929E+0
33.517000, 5.155342E-2, 1.409125E+0
33.518000, 5.155342E-2, 1.409125E+0
33.519000, 4.135082E-2, 1.398929E+0
33.520000, 4.135082E-2, 1.398929E+0
33.521000, 1.074301E-2, 1.409125E+0
33.522000, 5.155342E-2, 1.409125E+0
33.523000, 7.195862E-2, 1.409125E+0
33.524000, 1.229716E-1, 1.398929E+0
33.525000, 1.331742E-1, 1.398929E+0
33.526000, 1.025664E-1, 1.398929E+0
33.527000, 1.331742E-1, 1.409125E+0
, , 
33.528000, 1.331742E-1, 1.398929E+0
33.529000, 3.114822E-2, 1.409125E+0
33.530000, 9.236383E-2, 1.409125E+0
33.531000, 9.236383E-2, 1.398929E+0
33.532000, 8.216122E-2, 1.398929E+0
33.533000, 7.195862E-2, 1.409125E+0
33.534000, 7.195862E-2, 1.409125E+0
33.535000, 6.175602E-2, 1.409125E+0
33.536000, 8.216122E-2, 1.398929E+0
33.537000, 7.195862E-2, 1.398929E+0
33.538000, 9.236383E-2, 1.409125E+0
33.539000, 4.135082E-2, 1.398929E+0
33.540000, 4.135082E-2, 1.398929E+0
33.541000, 6.175602E-2, 1.398929E+0
33.542000, 8.216122E-2, 1.398929E+0
33.543000, 8.216122E-2, 1.398929E+0
33.544000, 8.216122E-2, 1.398929E+0
33.545000, 1.025664E-1, 1.409125E+0
33.546000, 9.236383E-2, 1.409125E+0
33.547000, 9.236383E-2, 1.398929E+0
33.548000, 8.216122E-2, 1.398929E+0
33.549000, 4.135082E-2, 1.398929E+0
33.550000, 8.216122E-2, 1.398929E+0
33.551000, 6.175602E-2, 1.398929E+0
33.552000, 5.155342E-2, 1.409125E+0
33.553000, 4.135082E-2, 1.409125E+0
33.554000, 5.155342E-2, 1.398929E+0
33.555000, 7.195862E-2, 1.398929E+0
33.556000, 6.175602E-2, 1.398929E+0
33.557000, 9.236383E-2, 1.398929E+0
33.558000, 1.025664E-1, 1.398929E+0
33.559000, 9.236383E-2, 1.409125E+0
33.560000, 7.195862E-2, 1.409125E+0
, , 
33.561000, 1.025664E-1, 1.409125E+0
33.562000, 9.236383E-2, 1.409125E+0
33.563000, 9.236383E-2, 1.398929E+0
33.564000, 1.331742E-1, 1.409125E+0
33.565000, 9.236383E-2, 1.398929E+0
33.566000, 9.236383E-2, 1.398929E+0
33.567000, 8.216122E-2, 1.398929E+0
33.568000, 1.127690E-1, 1.409125E+0
33.569000, 6.175602E-2, 1.409125E+0
33.570000, 3.114822E-2, 1.409125E+0
33.571000, 4.135082E-2, 1.398929E+0
33.572000, 7.195862E-2, 1.409125E+0
33.573000, 6.175602E-2, 1.398929E+0
33.574000, 5.155342E-2, 1.409125E+0
33.575000, 6.175602E-2, 1.398929E+0
33.576000, 4.135082E-2, 1.409125E+0
33.577000, 6.175602E-2, 1.409125E+0
33.578000, 6.175602E-2, 1.398929E+0
33.579000, 6.175602E-2, 1.398929E+0
33.580000, 5.155342E-2, 1.398929E+0
33.581000, 7.195862E-2, 1.398929E+0
33.582000, 7.195862E-2, 1.409125E+0
33.583000, 5.155342E-2, 1.398929E+0
33.584000, 5.155342E-2, 1.409125E+0
33.585000, 5.155342E-2, 1.409125E+0
33.586000, 6.175602E-2, 1.398929E+0
33.587000, 5.404097E-4, 1.398929E+0
33.588000, 3.114822E-2, 1.398929E+0
33.589000, 8.216122E-2, 1.409125E+0
33.590000, 5.155342E-2, 1.398929E+0
33.591000, 8.216122E-2, 1.398929E+0
33.592000, 9.236383E-2, 1.409125E+0
33.593000, 1.127690E-1, 1.398929E+0
, , 
33.594000, 1.025664E-1, 1.398929E+0
33.595000, 9.236383E-2, 1.409125E+0
33.596000, 1.025664E-1, 1.398929E+0
33.597000, 8.216122E-2, 1.398929E+0
33.598000, 1.025664E-1, 1.409125E+0
33.599000, 8.216122E-2, 1.398929E+0
33.600000, 8.216122E-2, 1.409125E+0
33.601000, 8.216122E-2, 1.398929E+0
33.602000, 9.236383E-2, 1.398929E+0
33.603000, 5.155342E-2, 1.398929E+0
33.604000, 9.236383E-2, 1.409125E+0
33.605000, 9.236383E-2, 1.409125E+0
33.606000, 7.195862E-2, 1.409125E+0
33.607000, 6.175602E-2, 1.409125E+0
33.608000, 8.216122E-2, 1.409125E+0
33.609000, 7.195862E-2, 1.409125E+0
33.610000, 6.175602E-2, 1.398929E+0
33.611000, 8.216122E-2, 1.398929E+0
33.612000, 8.216122E-2, 1.398929E+0
33.613000, 4.135082E-2, 1.409125E+0
33.614000, 5.155342E-2, 1.398929E+0
33.615000, 7.195862E-2, 1.409125E+0
33.616000, 7.195862E-2, 1.398929E+0
33.617000, 8.216122E-2, 1.409125E+0
33.618000, 5.155342E-2, 1.398929E+0
33.619000, 6.175602E-2, 1.409125E+0
33.620000, 6.175602E-2, 1.409125E+0
33.621000, 3.114822E-2, 1.409125E+0
33.622000, 6.175602E-2, 1.398929E+0
33.623000, 5.155342E-2, 1.398929E+0
33.624000, 6.175602E-2, 1.409125E+0
33.625000, 6.175602E-2, 1.409125E+0
33.626000, 9.236383E-2, 1.398929E+0
, , 
33.627000, 9.236383E-2, 1.398929E+0
33.628000, 1.025664E-1, 1.398929E+0
33.629000, 1.229716E-1, 1.409125E+0
33.630000, 9.236383E-2, 1.409125E+0
33.631000, 1.127690E-1, 1.409125E+0
33.632000, 1.127690E-1, 1.409125E+0
33.633000, 7.195862E-2, 1.409125E+0
33.634000, 4.135082E-2, 1.398929E+0
33.635000, 3.114822E-2, 1.398929E+0
33.636000, 7.195862E-2, 1.409125E+0
33.637000, 5.155342E-2, 1.409125E+0
33.638000, 4.135082E-2, 1.409125E+0
33.639000, 2.094561E-2, 1.409125E+0
33.640000, 3.114822E-2, 1.409125E+0
33.641000, 4.135082E-2, 1.398929E+0
33.642000, 4.135082E-2, 1.398929E+0
33.643000, 7.195862E-2, 1.409125E+0
33.644000, 9.236383E-2, 1.398929E+0
33.645000, 1.127690E-1, 1.409125E+0
33.646000, 1.229716E-1, 1.409125E+0
33.647000, 1.739846E-1, 1.409125E+0
33.648000, 1.331742E-1, 1.409125E+0
33.649000, 1.025664E-1, 1.409125E+0
33.650000, 2.094561E-2, 1.398929E+0
33.651000, 6.175602E-2, 1.398929E+0
33.652000, 6.175602E-2, 1.398929E+0
33.653000, 4.135082E-2, 1.398929E+0
33.654000, 3.114822E-2, 1.409125E+0
33.655000, 4.135082E-2, 1.409125E+0
33.656000, 6.175602E-2, 1.409125E+0
33.657000, 6.175602E-2, 1.409125E+0
33.658000, 5.155342E-2, 1.398929E+0
33.659000, 4.135082E-2, 1.398929E+0
, , 
33.660000, 8.216122E-2, 1.409125E+0
33.661000, 1.025664E-1, 1.398929E+0
33.662000, 8.216122E-2, 1.409125E+0
33.663000, 1.025664E-1, 1.409125E+0
33.664000, 7.195862E-2, 1.409125E+0
33.665000, 5.155342E-2, 1.409125E+0
33.666000, 7.195862E-2, 1.398929E+0
33.667000, 6.175602E-2, 1.409125E+0
33.668000, 5.155342E-2, 1.409125E+0
33.669000, 4.135082E-2, 1.398929E+0
33.670000, 6.175602E-2, 1.409125E+0
33.671000, 4.135082E-2, 1.409125E+0
33.672000, 6.175602E-2, 1.409125E+0
33.673000, 7.195862E-2, 1.409125E+0
33.674000, 9.236383E-2, 1.398929E+0
33.675000, 6.175602E-2, 1.398929E+0
33.676000, 6.175602E-2, 1.398929E+0
33.677000, 6.175602E-2, 1.409125E+0
33.678000, 8.216122E-2, 1.398929E+0
33.679000, 1.025664E-1, 1.409125E+0
33.680000, 1.331742E-1, 1.409125E+0
33.681000, 8.216122E-2, 1.398929E+0
33.682000, 6.175602E-2, 1.409125E+0
33.683000, 6.175602E-2, 1.398929E+0
33.684000, 7.195862E-2, 1.398929E+0
33.685000, 7.195862E-2, 1.398929E+0
33.686000, 1.127690E-1, 1.409125E+0
33.687000, 1.127690E-1, 1.398929E+0
33.688000, 1.025664E-1, 1.398929E+0
33.689000, 1.331742E-1, 1.398929E+0
33.690000, 1.229716E-1, 1.398929E+0
33.691000, 7.195862E-2, 1.398929E+0
33.692000, 2.094561E-2, 1.409125E+0
, , 
33.693000, 6.175602E-2, 1.398929E+0
33.694000, 9.236383E-2, 1.409125E+0
33.695000, 1.025664E-1, 1.409125E+0
33.696000, 1.127690E-1, 1.409125E+0
33.697000, 1.331742E-1, 1.398929E+0
33.698000, 1.127690E-1, 1.398929E+0
33.699000, 1.637820E-1, 1.409125E+0
33.700000, 1.127690E-1, 1.398929E+0
33.701000, 8.216122E-2, 1.409125E+0
33.702000, 5.155342E-2, 1.409125E+0
33.703000, 3.114822E-2, 1.409125E+0
33.704000, 5.155342E-2, 1.398929E+0
33.705000, 5.155342E-2, 1.398929E+0
33.706000, 3.114822E-2, 1.398929E+0
33.707000, 2.094561E-2, 1.409125E+0
33.708000, 3.114822E-2, 1.398929E+0
33.709000, 4.135082E-2, 1.409125E+0
33.710000, 7.195862E-2, 1.409125E+0
33.711000, 3.114822E-2, 1.409125E+0
33.712000, 8.216122E-2, 1.398929E+0
33.713000, 8.216122E-2, 1.398929E+0
33.714000, 5.155342E-2, 1.398929E+0
33.715000, 9.236383E-2, 1.398929E+0
33.716000, 8.216122E-2, 1.409125E+0
33.717000, 7.195862E-2, 1.409125E+0
33.718000, 1.025664E-1, 1.409125E+0
33.719000, 4.135082E-2, 1.398929E+0
33.720000, 6.175602E-2, 1.398929E+0
33.721000, 5.155342E-2, 1.398929E+0
33.722000, 2.094561E-2, 1.409125E+0
33.723000, 6.175602E-2, 1.398929E+0
33.724000, 6.175602E-2, 1.398929E+0
33.725000, 5.155342E-2, 1.409125E+0
, , 
33.726000, 1.025664E-1, 1.398929E+0
33.727000, 9.236383E-2, 1.409125E+0
