Time (s), Filtered Data By Channel
0.000000, 4.727294E-2, 3.056315E-3
0.001000, 2.617864E-2, 6.351855E-3
0.002000, 8.752071E-2, 4.139082E-3
0.003000, 2.333749E-2, 6.364184E-3
0.004000, 2.728322E-2, 5.049868E-3
0.005000, 7.129110E-2, 3.916761E-3
0.006000, 8.991882E-2, 2.947861E-3
0.007000, 1.149770E-1, 6.523864E-3
0.008000, 4.478672E-3, 4.371409E-3
0.009000, 1.296381E-1, 6.075917E-3
0.010000, 2.138195E-1, 4.710962E-3
0.011000, 2.488394E-1, 5.117818E-3
0.012000, 3.757125E-1, 3.284901E-3
0.013000, 7.670123E-2, 1.772252E-3
0.014000, 2.565675E-1, 5.467234E-4
0.015000, 1.592840E-3, 9.074133E-3
0.016000, 4.420051E-2, 1.673112E-3
0.017000, 1.078149E-1, 7.998766E-3
0.018000, 7.245840E-2, 5.959541E-3
0.019000, 1.139556E-1, 4.448674E-3
0.020000, 2.101056E-1, 5.544273E-3
0.021000, 2.188960E-1, 3.807955E-3
0.022000, 1.288442E-1, 2.335373E-3
0.023000, 2.292733E-2, 1.103509E-3
0.024000, 9.186594E-2, 8.560849E-3
0.025000, 1.485396E-2, 6.536981E-3
0.026000, 3.544423E-1, 3.839476E-3
0.027000, 3.278514E-1, 2.455067E-3
0.028000, 2.462847E-2, 1.303072E-3
0.029000, 8.376108E-2, 8.290137E-3
0.030000, 7.282039E-2, 6.204109E-3
0.031000, 6.275445E-2, 4.425672E-3
0.032000, 5.035567E-2, 5.724769E-3
, , 
0.033000, 1.805066E-1, 4.518763E-3
0.034000, 1.856939E-1, 5.628744E-3
0.035000, 1.306690E-1, 4.615853E-3
0.036000, 8.590891E-2, 3.118880E-3
0.037000, 7.106410E-2, 6.780371E-3
0.038000, 5.060085E-2, 4.965021E-3
0.039000, 1.575331E-1, 3.425139E-3
0.040000, 2.053175E-1, 6.515919E-3
0.041000, 7.310815E-2, 3.910512E-3
0.042000, 9.781017E-2, 6.078125E-3
0.043000, 5.295955E-2, 4.303560E-3
0.044000, 1.441073E-2, 2.923954E-3
0.045000, 6.713933E-2, 1.775296E-3
0.046000, 7.695008E-2, 8.342147E-4
0.047000, 1.518054E-1, 7.857733E-5
0.048000, 2.329733E-4, 9.163559E-3
0.049000, 1.463740E-2, 6.769839E-3
0.050000, 7.642979E-2, 3.926060E-3
0.051000, 1.000430E-1, 2.812939E-3
