Time (s), Filtered Data By Channel
0.033000, 3.087884E-1, 1.227727E-3
0.034000, 2.664741E-1, 3.231103E-4
0.035000, 1.409566E-1, 3.718095E-4
0.036000, 4.062748E-1, 8.841571E-4
0.037000, 1.925857E-1, 9.890163E-3
0.038000, 4.090880E-1, 1.379972E-3
0.039000, 1.495196E-1, 7.854507E-3
0.040000, 6.785356E-1, 3.194214E-3
0.041000, 4.936936E-1, 6.253542E-3
0.042000, 1.644389E-1, 4.591013E-3
0.043000, 2.036134E-1, 3.600121E-3
0.044000, 1.266531E-1, 2.770262E-3
0.045000, 8.476221E-2, 2.082624E-3
0.046000, 3.273259E-1, 7.131165E-3
0.047000, 1.639344E-1, 3.906056E-3
0.048000, 3.815497E-1, 3.071433E-3
0.049000, 3.543961E-1, 2.366025E-3
0.050000, 2.870028E-1, 1.775271E-3
0.051000, 5.386621E-1, 1.285780E-3
0.052000, 2.535012E-1, 7.765794E-3
0.053000, 1.211944E-1, 3.402357E-3
0.054000, 8.476665E-2, 2.671651E-3
0.055000, 3.241931E-1, 2.047051E-3
0.056000, 7.295181E-2, 7.133508E-3
0.057000, 3.920400E-1, 4.738209E-3
0.058000, 4.090320E-1, 5.908269E-3
0.059000, 7.509713E-2, 4.703221E-3
0.060000, 1.607410E-1, 3.650406E-3
0.061000, 1.457898E-1, 5.913670E-3
0.062000, 1.666674E-1, 3.858824E-3
0.063000, 2.634273E-1, 6.488453E-3
0.064000, 3.899722E-1, 3.627577E-3
0.065000, 2.051533E-1, 2.063275E-3
, , 
0.066000, 1.416497E-1, 7.996388E-4
0.067000, 7.368086E-2, 8.848212E-3
0.068000, 1.333142E-1, 6.770074E-3
0.069000, 3.441514E-1, 4.962045E-3
0.070000, 1.023004E-1, 3.403907E-3
0.071000, 8.895457E-1, 6.575056E-3
0.072000, 3.083481E-1, 3.799119E-3
0.073000, 2.731229E-1, 2.399617E-3
0.074000, 4.918275E-2, 7.428188E-3
0.075000, 6.103528E-2, 3.088995E-3
0.076000, 5.824395E-2, 6.827281E-3
0.077000, 5.209848E-2, 5.039065E-3
0.078000, 3.647606E-1, 3.532814E-3
0.079000, 4.616046E-1, 2.279889E-3
0.080000, 4.255675E-1, 1.253369E-3
0.081000, 1.539675E-1, 8.223038E-3
0.082000, 2.886014E-1, 2.620125E-3
0.083000, 1.594965E-2, 1.652546E-3
0.084000, 8.513024E-2, 7.782951E-3
0.085000, 2.064464E-1, 3.085249E-3
0.086000, 3.676097E-1, 6.522178E-3
0.087000, 3.863012E-1, 4.183626E-3
0.088000, 7.949809E-1, 5.576346E-3
0.089000, 4.318030E-1, 4.987001E-3
0.090000, 4.705110E-1, 3.745870E-3
0.091000, 5.885292E-2, 2.696380E-3
0.092000, 1.141032E-1, 1.819060E-3
0.093000, 8.691402E-1, 1.095658E-3
0.094000, 2.405710E-1, 8.141948E-3
0.095000, 2.958002E-1, 5.767677E-3
0.096000, 7.807420E-2, 4.888396E-3
0.097000, 9.260580E-1, 3.718520E-3
0.098000, 5.593357E-1, 5.929296E-3
, , 
0.099000, 3.877216E-1, 3.929822E-3
