Time (s), Activation By Channel (% of MVC)
37.059000, 3.732110E-2, 4.413413E-3
37.060000, 4.082491E-2, 5.607400E-3
37.061000, 5.057870E-2, 3.938186E-3
37.062000, 5.554007E-2, 2.561740E-3
37.063000, 3.062326E-2, 1.445975E-3
37.064000, 4.948205E-2, 5.607692E-4
37.065000, 7.038461E-2, 1.220534E-4
37.066000, 1.315232E-2, 6.287354E-4
37.067000, 1.508605E-1, 9.836142E-4
37.068000, 1.304364E-1, 1.209153E-3
37.069000, 2.243551E-2, 1.325977E-3
37.070000, 3.126654E-3, 1.352921E-3
37.071000, 1.420030E-1, 1.307076E-3
37.072000, 2.149703E-1, 1.203845E-3
37.073000, 6.797631E-3, 9.708064E-3
37.074000, 9.006317E-2, 6.689952E-3
37.075000, 4.146584E-2, 4.126570E-3
37.076000, 9.028915E-2, 1.979270E-3
37.077000, 1.049773E-1, 8.440425E-3
37.078000, 2.073256E-1, 1.624414E-3
37.079000, 4.698528E-2, 8.620333E-3
37.080000, 2.464024E-2, 7.051654E-3
37.081000, 7.276846E-3, 2.980877E-3
37.082000, 2.309943E-2, 1.350526E-3
37.083000, 1.133675E-1, 8.613055E-3
37.084000, 8.649158E-2, 1.848766E-3
37.085000, 3.665937E-2, 5.950209E-4
37.086000, 1.905595E-2, 3.908224E-4
37.087000, 4.189745E-2, 9.791347E-3
37.088000, 8.320729E-2, 1.156853E-3
37.089000, 1.447113E-2, 3.177003E-4
37.090000, 6.848415E-4, 3.203554E-4
37.091000, 1.987858E-2, 7.838111E-4
, , 
37.092000, 3.686497E-2, 9.748323E-3
37.093000, 6.773115E-2, 1.556440E-3
37.094000, 9.563405E-2, 1.001279E-3
37.095000, 1.586860E-2, 5.814310E-4
37.096000, 6.108351E-2, 2.770560E-4
37.097000, 2.951270E-2, 7.003828E-5
37.098000, 3.908924E-2, 8.707124E-3
37.099000, 2.570191E-2, 2.723784E-3
37.100000, 4.848761E-3, 2.241140E-3
37.101000, 7.249621E-2, 1.847414E-3
37.102000, 9.165126E-2, 1.529623E-3
37.103000, 5.906895E-2, 1.276110E-3
37.104000, 3.372318E-2, 1.076463E-3
37.105000, 5.912582E-3, 9.214388E-4
37.106000, 1.215990E-2, 8.028880E-4
37.107000, 5.126888E-2, 7.136736E-4
37.108000, 6.016826E-2, 6.475978E-4
37.109000, 3.380901E-3, 8.051729E-3
37.110000, 2.295567E-2, 3.404203E-3
37.111000, 1.309521E-3, 2.903245E-3
37.112000, 3.177554E-2, 2.456518E-3
37.113000, 6.383923E-3, 2.058880E-3
37.114000, 7.556359E-3, 1.705717E-3
37.115000, 7.973462E-3, 1.392880E-3
37.116000, 7.778419E-3, 7.534417E-3
37.117000, 3.307026E-2, 3.713516E-3
37.118000, 7.543917E-2, 5.625741E-3
37.119000, 4.132276E-2, 3.398648E-3
37.120000, 3.793034E-2, 1.576592E-3
37.121000, 1.624211E-2, 1.164424E-4
37.122000, 3.534115E-2, 1.022577E-3
37.123000, 1.359675E-2, 1.878866E-3
37.124000, 3.662864E-2, 2.488446E-3
, , 
37.125000, 1.622343E-2, 2.884950E-3
37.126000, 1.974013E-2, 3.099638E-3
37.127000, 3.081448E-2, 3.161409E-3
37.128000, 5.539386E-2, 3.096827E-3
37.129000, 7.974039E-2, 2.930158E-3
37.130000, 1.371381E-1, 2.683418E-3
37.131000, 7.445388E-3, 2.376426E-3
37.132000, 2.625587E-2, 2.026873E-3
37.133000, 6.612028E-3, 1.650396E-3
37.134000, 4.465034E-2, 1.260662E-3
37.135000, 3.581688E-2, 8.694607E-4
37.136000, 8.005613E-2, 4.868043E-4
37.137000, 7.366033E-2, 1.210315E-4
37.138000, 1.344966E-2, 2.210812E-4
37.139000, 5.036410E-3, 5.342052E-4
37.140000, 1.864513E-2, 8.143432E-4
37.141000, 5.405549E-2, 1.058710E-3
37.142000, 6.876286E-2, 1.265613E-3
37.143000, 2.434067E-2, 1.434334E-3
37.144000, 3.485219E-2, 1.565014E-3
37.145000, 2.403865E-2, 1.658535E-3
37.146000, 1.082919E-2, 1.716413E-3
37.147000, 8.417182E-4, 1.740692E-3
37.148000, 2.824486E-2, 1.733839E-3
37.149000, 1.198426E-2, 1.698655E-3
37.150000, 3.419124E-2, 1.638183E-3
37.151000, 1.370236E-2, 1.555623E-3
37.152000, 2.081123E-3, 1.454266E-3
37.153000, 4.842694E-2, 7.313638E-3
37.154000, 6.637812E-3, 4.602823E-3
37.155000, 6.684554E-2, 2.376443E-3
37.156000, 9.086810E-2, 8.067558E-3
37.157000, 8.736384E-3, 6.635453E-3
, , 
37.158000, 2.848688E-2, 3.311975E-3
37.159000, 2.753593E-2, 1.637959E-3
37.160000, 1.433028E-2, 3.142902E-4
37.161000, 6.553003E-2, 7.013060E-4
37.162000, 7.707549E-2, 1.448326E-3
37.163000, 7.322809E-2, 1.963508E-3
37.164000, 7.544786E-2, 2.280864E-3
37.165000, 2.098329E-2, 2.431717E-3
37.166000, 1.452734E-2, 2.444752E-3
37.167000, 6.107387E-2, 2.346077E-3
37.168000, 1.829238E-1, 2.159292E-3
37.169000, 4.629420E-2, 1.905568E-3
37.170000, 6.367281E-3, 1.025479E-2
37.171000, 2.910722E-2, 1.569495E-3
37.172000, 9.257013E-3, 1.444517E-3
37.173000, 2.880627E-2, 1.372139E-3
37.174000, 1.085227E-2, 7.311773E-3
37.175000, 3.944024E-2, 4.174545E-3
37.176000, 3.268942E-2, 4.937916E-3
37.177000, 4.395010E-2, 2.500953E-3
37.178000, 5.884482E-2, 4.901256E-4
37.179000, 4.947561E-2, 1.134592E-3
37.180000, 5.505852E-3, 1.106289E-2
37.181000, 8.980455E-4, 5.388653E-4
37.182000, 1.134711E-2, 1.706368E-3
37.183000, 1.043953E-2, 2.584939E-3
37.184000, 2.593799E-2, 1.186023E-2
37.185000, 3.423118E-2, 7.719171E-4
37.186000, 5.644014E-2, 1.011018E-2
37.187000, 4.417689E-2, 9.035110E-4
37.188000, 7.440506E-3, 8.519582E-3
37.189000, 1.524994E-2, 2.400576E-3
37.190000, 5.886116E-3, 1.527839E-3
, , 
37.191000, 5.695853E-2, 8.507353E-4
37.192000, 3.008591E-2, 3.429778E-4
37.193000, 2.417993E-4, 1.970650E-5
37.194000, 5.643574E-2, 2.596121E-4
37.195000, 4.316396E-2, 3.970984E-4
37.196000, 7.516566E-2, 4.506421E-4
37.197000, 4.707165E-4, 4.368974E-4
37.198000, 5.506925E-2, 3.707637E-4
37.199000, 7.458417E-2, 2.654589E-4
37.200000, 2.437128E-2, 1.325995E-4
37.201000, 4.799936E-2, 1.771549E-5
37.202000, 3.774415E-2, 1.768158E-4
37.203000, 5.727418E-3, 3.373689E-4
37.204000, 6.732672E-3, 4.932854E-4
37.205000, 1.901841E-2, 6.396240E-4
37.206000, 1.046397E-2, 7.724952E-4
37.207000, 1.215683E-2, 8.889654E-4
37.208000, 3.772891E-3, 7.664093E-3
37.209000, 2.018726E-2, 3.905068E-3
37.210000, 7.155266E-2, 3.487494E-3
37.211000, 6.218537E-2, 3.097437E-3
37.212000, 6.116789E-2, 5.918249E-3
37.213000, 3.994939E-2, 5.231821E-3
37.214000, 3.837271E-2, 4.213048E-3
37.215000, 1.573863E-2, 2.097594E-3
37.216000, 7.942623E-3, 3.915046E-4
37.217000, 2.504657E-3, 9.499985E-4
37.218000, 1.632933E-2, 1.969265E-3
37.219000, 2.078450E-1, 2.706180E-3
37.220000, 4.188741E-2, 3.198141E-3
37.221000, 5.406803E-2, 3.480043E-3
37.222000, 8.656562E-2, 3.584274E-3
