Time (s), Activation By Channel (% of MVC)
58.773000, 3.959956E-2, 8.438641E-3
58.774000, 9.413280E-3, 6.384966E-3
58.775000, 3.808009E-2, 4.609130E-3
58.776000, 6.005561E-2, 5.562080E-3
58.777000, 5.074153E-2, 4.642989E-3
58.778000, 3.352741E-2, 5.555686E-3
58.779000, 3.720783E-2, 4.629392E-3
58.780000, 9.888780E-2, 5.582762E-3
58.781000, 1.738788E-2, 4.594430E-3
58.782000, 4.403154E-2, 5.620881E-3
58.783000, 2.794748E-5, 4.557076E-3
58.784000, 2.384828E-2, 2.996756E-3
58.785000, 1.185595E-1, 6.960863E-3
58.786000, 2.594485E-2, 3.453427E-3
58.787000, 9.674950E-2, 2.108476E-3
58.788000, 1.172056E-1, 9.967885E-4
58.789000, 1.346149E-1, 9.509502E-5
58.790000, 2.469746E-2, 6.187754E-4
58.791000, 2.263100E-1, 1.165873E-3
58.792000, 2.754809E-1, 1.566104E-3
58.793000, 4.707626E-2, 1.048926E-2
58.794000, 1.649151E-2, 8.401501E-4
58.795000, 1.543877E-2, 8.353634E-3
58.796000, 3.669256E-2, 2.721544E-3
58.797000, 5.476622E-2, 6.710252E-3
58.798000, 1.542580E-2, 4.508106E-3
58.799000, 1.347557E-2, 5.995949E-3
58.800000, 1.254600E-2, 3.958788E-3
58.801000, 5.566408E-2, 6.418005E-3
58.802000, 1.457146E-1, 3.651525E-3
58.803000, 4.858109E-2, 2.028462E-3
58.804000, 4.076645E-2, 7.953055E-3
58.805000, 3.386344E-2, 6.181183E-3
, , 
58.806000, 7.680260E-2, 4.650869E-3
58.807000, 1.184842E-1, 5.309834E-3
58.808000, 1.304956E-2, 3.578831E-3
58.809000, 1.769393E-1, 6.509681E-3
58.810000, 4.456315E-2, 3.807348E-3
58.811000, 3.580495E-2, 6.257871E-3
58.812000, 5.775594E-2, 4.075217E-3
58.813000, 1.912789E-2, 2.670540E-3
58.814000, 2.505376E-2, 7.134793E-3
58.815000, 8.864318E-2, 5.225867E-3
58.816000, 8.667427E-2, 5.056570E-3
58.817000, 3.717712E-2, 3.594600E-3
58.818000, 1.112318E-1, 2.377659E-3
58.819000, 9.730566E-2, 1.379891E-3
58.820000, 5.834613E-3, 8.074054E-3
58.821000, 3.678706E-1, 2.786105E-3
58.822000, 4.191521E-2, 1.830783E-3
58.823000, 2.940999E-2, 7.596554E-3
58.824000, 9.378375E-3, 5.374779E-3
58.825000, 3.439670E-1, 3.489662E-3
58.826000, 1.412122E-1, 1.911274E-3
58.827000, 1.219300E-2, 8.040175E-3
58.828000, 2.815746E-2, 6.250205E-3
58.829000, 5.025090E-3, 3.939648E-3
58.830000, 1.540190E-2, 2.410375E-3
58.831000, 6.676105E-2, 1.150052E-3
58.832000, 8.454892E-2, 8.519806E-3
58.833000, 1.030366E-1, 6.483264E-3
58.834000, 5.154279E-2, 3.919736E-3
58.835000, 2.232541E-2, 6.079150E-3
58.836000, 2.087932E-2, 4.303031E-3
58.837000, 3.385047E-2, 5.718612E-3
58.838000, 1.568186E-2, 4.639203E-3
, , 
58.839000, 1.044024E-2, 3.242972E-3
58.840000, 1.994944E-2, 2.083258E-3
58.841000, 1.103219E-1, 7.515837E-3
58.842000, 5.765331E-2, 5.435716E-3
58.843000, 5.267283E-2, 3.664677E-3
58.844000, 6.962319E-2, 6.475750E-3
58.845000, 1.831756E-2, 4.869827E-3
58.846000, 1.070783E-2, 3.508977E-3
58.847000, 8.150085E-2, 6.281909E-3
58.848000, 6.614444E-2, 4.267519E-3
58.849000, 2.628748E-2, 3.027569E-3
58.850000, 9.216794E-2, 6.658572E-3
58.851000, 2.014972E-2, 3.980838E-3
58.852000, 5.663940E-2, 5.833621E-3
58.853000, 8.862119E-2, 4.686614E-3
58.854000, 5.494658E-2, 3.413109E-3
58.855000, 4.211929E-2, 2.341265E-3
58.856000, 1.804411E-1, 1.450818E-3
58.857000, 9.927151E-2, 7.928372E-3
58.858000, 3.634137E-2, 5.672247E-3
58.859000, 4.550558E-2, 4.887117E-3
58.860000, 2.467370E-2, 3.639993E-3
58.861000, 6.060582E-2, 2.583514E-3
58.862000, 1.948505E-2, 6.952020E-3
58.863000, 1.371469E-1, 4.842202E-3
58.864000, 1.047754E-1, 5.581137E-3
58.865000, 8.378629E-2, 4.442632E-3
58.866000, 3.913596E-3, 5.876739E-3
58.867000, 6.295878E-2, 4.238802E-3
58.868000, 2.207198E-2, 2.650668E-3
58.869000, 5.377650E-4, 7.306566E-3
58.870000, 6.313870E-2, 5.520507E-3
58.871000, 2.092704E-1, 3.985474E-3
, , 
58.872000, 7.060376E-2, 5.971191E-3
58.873000, 3.539504E-1, 4.228160E-3
