Time, Activation By Channel (% of MVC)
69.036000, 5.155342E-2, 1.398929E+0
69.037000, 6.175602E-2, 1.398929E+0
69.038000, 5.155342E-2, 1.398929E+0
69.039000, 1.331742E-1, 1.398929E+0
69.040000, 1.229716E-1, 1.398929E+0
69.041000, 1.943898E-1, 1.398929E+0
69.042000, 8.216122E-2, 1.398929E+0
69.043000, -4.027000E-2, 1.398929E+0
69.044000, 8.216122E-2, 1.398929E+0
69.045000, 1.637820E-1, 1.398929E+0
69.046000, 7.195862E-2, 1.398929E+0
69.047000, 1.127690E-1, 1.398929E+0
69.048000, 1.025664E-1, 1.398929E+0
69.049000, 1.025664E-1, 1.398929E+0
69.050000, 6.175602E-2, 1.398929E+0
69.051000, 7.195862E-2, 1.398929E+0
69.052000, 2.094561E-2, 1.398929E+0
69.053000, -4.027000E-2, 1.398929E+0
69.054000, 5.404097E-4, 1.398929E+0
69.055000, 9.236383E-2, 1.398929E+0
69.056000, 1.331742E-1, 1.398929E+0
69.057000, 1.127690E-1, 1.398929E+0
69.058000, 1.025664E-1, 1.398929E+0
69.059000, 1.331742E-1, 1.398929E+0
69.060000, 1.331742E-1, 1.398929E+0
69.061000, 1.025664E-1, 1.398929E+0
69.062000, 2.249977E-1, 1.398929E+0
69.063000, 2.147950E-1, 1.398929E+0
69.064000, 2.147950E-1, 1.398929E+0
69.065000, -3.006740E-2, 1.409125E+0
69.066000, 9.236383E-2, 1.398929E+0
69.067000, 1.943898E-1, 1.398929E+0
69.068000, 1.433768E-1, 1.409125E+0
, , 
69.069000, -1.218908E-1, 1.398929E+0
69.070000, 4.135082E-2, 1.398929E+0
69.071000, 4.135082E-2, 1.409125E+0
69.072000, 4.135082E-2, 1.409125E+0
69.073000, 1.025664E-1, 1.398929E+0
69.074000, 1.535794E-1, 1.409125E+0
69.075000, 1.331742E-1, 1.409125E+0
69.076000, 5.404097E-4, 1.398929E+0
69.077000, -1.014856E-1, 1.398929E+0
69.078000, 5.404097E-4, 1.398929E+0
69.079000, 4.135082E-2, 1.398929E+0
69.080000, 8.216122E-2, 1.409125E+0
69.081000, 1.943898E-1, 1.409125E+0
69.082000, 1.739846E-1, 1.398929E+0
69.083000, 1.637820E-1, 1.409125E+0
69.084000, -8.108041E-2, 1.398929E+0
69.085000, -1.986479E-2, 1.409125E+0
69.086000, 2.094561E-2, 1.398929E+0
69.087000, 5.155342E-2, 1.398929E+0
69.088000, 1.025664E-1, 1.398929E+0
69.089000, 1.025664E-1, 1.398929E+0
69.090000, 1.331742E-1, 1.409125E+0
69.091000, 1.229716E-1, 1.398929E+0
69.092000, 3.114822E-2, 1.398929E+0
69.093000, 6.175602E-2, 1.398929E+0
69.094000, 8.216122E-2, 1.409125E+0
69.095000, 1.535794E-1, 1.398929E+0
69.096000, 1.127690E-1, 1.409125E+0
69.097000, 7.195862E-2, 1.398929E+0
69.098000, 4.135082E-2, 1.409125E+0
69.099000, 1.074301E-2, 1.409125E+0
69.100000, 9.236383E-2, 1.398929E+0
69.101000, 9.236383E-2, 1.398929E+0
, , 
69.102000, 1.025664E-1, 1.398929E+0
69.103000, -1.116882E-1, 1.409125E+0
69.104000, 5.155342E-2, 1.409125E+0
69.105000, -1.986479E-2, 1.398929E+0
69.106000, -1.986479E-2, 1.398929E+0
69.107000, 1.074301E-2, 1.398929E+0
69.108000, 7.195862E-2, 1.398929E+0
69.109000, 1.127690E-1, 1.409125E+0
69.110000, 1.637820E-1, 1.398929E+0
69.111000, 1.229716E-1, 1.398929E+0
