Time, Activation By Channel (% of MVC)
56.265000, 1.229716E-1, 1.409125E+0
56.266000, 1.025664E-1, 1.398929E+0
56.267000, 9.236383E-2, 1.409125E+0
56.268000, 1.025664E-1, 1.409125E+0
56.269000, 1.433768E-1, 1.398929E+0
56.270000, 1.025664E-1, 1.398929E+0
56.271000, 2.094561E-2, 1.398929E+0
56.272000, 3.114822E-2, 1.409125E+0
56.273000, -3.006740E-2, 1.409125E+0
56.274000, 5.155342E-2, 1.409125E+0
56.275000, 5.155342E-2, 1.398929E+0
56.276000, 1.074301E-2, 1.398929E+0
56.277000, -4.027000E-2, 1.398929E+0
56.278000, 2.094561E-2, 1.409125E+0
56.279000, 6.175602E-2, 1.409125E+0
56.280000, 5.155342E-2, 1.409125E+0
56.281000, 4.135082E-2, 1.409125E+0
56.282000, 4.135082E-2, 1.398929E+0
56.283000, 5.155342E-2, 1.398929E+0
56.284000, 1.127690E-1, 1.398929E+0
56.285000, 1.025664E-1, 1.409125E+0
56.286000, 1.127690E-1, 1.409125E+0
56.287000, 1.433768E-1, 1.409125E+0
56.288000, 9.236383E-2, 1.409125E+0
56.289000, 9.236383E-2, 1.398929E+0
56.290000, 1.229716E-1, 1.398929E+0
56.291000, 1.025664E-1, 1.409125E+0
56.292000, -6.067520E-2, 1.409125E+0
56.293000, 6.175602E-2, 1.409125E+0
56.294000, 7.195862E-2, 1.409125E+0
56.295000, 7.195862E-2, 1.398929E+0
56.296000, 9.236383E-2, 1.398929E+0
56.297000, 9.236383E-2, 1.409125E+0
, , 
56.298000, 9.236383E-2, 1.398929E+0
56.299000, 1.025664E-1, 1.409125E+0
56.300000, 1.127690E-1, 1.409125E+0
56.301000, 1.025664E-1, 1.409125E+0
56.302000, 9.236383E-2, 1.398929E+0
56.303000, 1.127690E-1, 1.398929E+0
56.304000, 1.229716E-1, 1.398929E+0
56.305000, 1.535794E-1, 1.398929E+0
56.306000, 1.841872E-1, 1.409125E+0
56.307000, 1.943898E-1, 1.409125E+0
56.308000, 1.739846E-1, 1.398929E+0
56.309000, 9.236383E-2, 1.409125E+0
56.310000, -7.087780E-2, 1.409125E+0
56.311000, 4.135082E-2, 1.409125E+0
56.312000, -4.027000E-2, 1.409125E+0
56.313000, 5.404097E-4, 1.409125E+0
56.314000, -1.986479E-2, 1.398929E+0
56.315000, 2.094561E-2, 1.398929E+0
56.316000, 5.155342E-2, 1.398929E+0
56.317000, 5.155342E-2, 1.409125E+0
56.318000, 6.175602E-2, 1.398929E+0
56.319000, 1.025664E-1, 1.409125E+0
56.320000, 1.025664E-1, 1.409125E+0
56.321000, 6.175602E-2, 1.398929E+0
56.322000, 5.155342E-2, 1.398929E+0
