Time (s), Percentage Displayed
68.935805, 10.169062
68.974910, 10.169062
69.007998, 9.552546
69.041111, 9.654730
69.074194, 9.376340
69.106279, 9.273883
69.140377, 9.204817
69.174441, 9.756878
69.207553, 9.849208
69.240642, 9.657911
69.274717, 9.299549
69.307820, 9.102371
69.340911, 9.682431
69.374994, 9.902682
69.408060, 9.310174
69.441174, 9.638533
69.473260, 9.638533
69.506321, 9.946760
69.539438, 9.852321
69.573528, 9.762123
69.607618, 10.117903
69.640710, 10.166017
69.673793, 10.026355
69.706880, 9.751849
69.739942, 9.866020
69.774033, 9.969185
69.807147, 9.923415
69.840209, 9.722206
69.873297, 9.969829
69.906384, 10.050219
69.939473, 9.658882
69.972561, 10.311221
70.005648, 10.353340
70.038738, 10.392659
70.071830, 10.245831
70.104914, 9.990495
70.138027, 9.990495
70.171130, 10.107192
70.203205, 10.107192
70.236262, 10.170479
70.269366, 10.123882
70.303468, 10.361669
70.336562, 10.549203
70.369617, 10.549203
70.402747, 10.501525
70.435792, 10.151462
70.468881, 9.929792
70.501969, 9.582314
70.535055, 9.582314
70.568143, 9.680732
70.600258, 9.759373
70.633348, 9.736632
70.666446, 10.046522
70.699535, 9.749010
70.732622, 9.789452
70.765709, 9.801615
70.798792, 9.801615
70.831889, 9.395025
70.864974, 9.337453
70.898061, 9.265386
70.931150, 8.888459
70.963223, 8.888459
70.996322, 9.498333
71.029412, 9.621000
71.062459, 9.621000
71.095550, 10.260974
71.128634, 10.260974
71.161750, 9.720397
71.194851, 10.118518
71.227926, 10.118518
71.261028, 9.860132
71.294100, 9.860132
71.328206, 10.126457
71.361294, 10.858251
71.394381, 10.691041
71.427470, 10.791169
71.460558, 10.608587
71.493645, 10.359788
71.526735, 10.355244
71.559822, 10.048975
71.592909, 9.790908
71.625996, 10.057626
71.659044, 9.865878
71.692132, 9.951102
71.724249, 9.805483
71.757345, 9.808013
71.791435, 10.173163
71.824524, 9.764647
71.857613, 9.533418
71.890702, 9.680826
71.923788, 9.601996
71.956878, 9.470422
71.989965, 9.711882
72.023055, 9.708117
72.056141, 9.898737
72.088226, 9.936126
72.121315, 9.814049
72.155398, 9.374751
72.188451, 9.748384
72.221570, 9.854123
72.254657, 9.739379
72.287756, 9.406530
72.320846, 8.996844
72.353932, 9.391604
72.387019, 9.192657
72.420107, 9.252982
72.453198, 8.920080
72.486261, 8.789543
72.519375, 8.962888
72.553463, 9.258734
72.586552, 9.011860
72.619642, 8.798693
72.653727, 9.404678
72.686777, 9.638019
72.719892, 9.586048
72.752953, 9.680799
72.786076, 9.949533
72.820131, 10.026378
72.852217, 9.739552
72.886308, 9.970553
72.919395, 10.142504
72.952484, 10.173979
72.986599, 10.331825
73.019662, 10.279567
73.052751, 9.803902
73.085837, 9.965271
73.118925, 10.002909
73.152012, 9.710874
73.186104, 9.412088
73.218220, 9.412088
73.251309, 9.164537
73.284364, 9.164537
73.317453, 9.403208
73.351544, 9.011694
73.384631, 9.171373
73.417748, 9.155408
73.450806, 9.744035
73.483894, 9.428958
73.517015, 9.858948
73.550099, 9.858948
73.583201, 9.800572
73.617292, 10.268912
73.651382, 10.491971
73.684469, 10.537859
73.717557, 10.875199
73.750645, 10.941823
73.783732, 11.111575
73.816821, 11.029890
73.849868, 11.141693
73.882998, 10.919580
73.916086, 10.763891
73.949174, 10.829352
73.981260, 10.602001
74.014346, 10.501209
74.047434, 10.374505
74.080523, 10.377592
74.113597, 10.266366
74.146699, 9.986298
74.179786, 9.987936
74.212874, 9.864625
74.245922, 9.500151
74.279049, 9.479140
74.313098, 9.300195
74.346188, 9.491295
74.378273, 9.400297
74.411360, 9.471854
74.444448, 9.471854
74.477536, 9.757479
74.510624, 9.343752
74.543713, 9.344661
74.576801, 9.414837
74.609889, 9.343376
74.642980, 9.282251
74.676105, 9.110080
74.709194, 9.461286
74.741280, 9.517320
74.774367, 9.483468
74.807456, 9.581922
74.840544, 9.485518
74.873631, 9.513290
74.906720, 9.681184
74.939765, 9.712584
74.972894, 9.635715
75.005985, 9.857100
75.039070, 9.851673
75.072159, 9.688663
75.104234, 9.688663
75.137333, 9.980167
75.171423, 10.000434
75.204512, 9.477346
75.237598, 9.780628
75.270687, 10.083907
75.304736, 10.083907
75.337850, 9.742410
75.370948, 9.796317
75.404001, 9.796317
75.438122, 10.082309
75.471178, 9.950245
75.503265, 9.724071
75.536354, 9.807031
75.569441, 10.220701
75.602529, 10.220701
75.635615, 10.277255
75.668710, 10.565149
75.701790, 10.769594
75.734879, 10.155061
75.767971, 9.933154
75.802058, 10.107194
75.836206, 10.281898
75.869257, 10.132750
75.903328, 9.765082
75.937449, 9.581374
75.971508, 9.778869
76.004632, 10.223038
76.037684, 10.218076
76.070801, 9.968906
76.104865, 9.912681
76.137977, 9.655674
