Time (s), Activation By Channel (% of MVC)
94.149000, 1.447750E-1, 4.710652E-3
94.150000, 2.284487E-1, 2.731158E-3
94.151000, 9.687978E-2, 7.520150E-3
94.152000, 1.985072E-2, 5.943635E-3
94.153000, 8.199530E-3, 4.545527E-3
94.154000, 8.805531E-3, 3.315280E-3
94.155000, 4.905555E-2, 2.242425E-3
94.156000, 3.235247E-2, 1.316571E-3
94.157000, 3.208912E-2, 5.274168E-4
94.158000, 6.008667E-2, 1.352316E-4
94.159000, 3.440605E-2, 9.332488E-3
94.160000, 2.969996E-3, 6.932250E-3
94.161000, 2.980470E-2, 4.910544E-3
94.162000, 5.613480E-2, 5.422184E-3
94.163000, 5.775455E-2, 4.690905E-3
94.164000, 7.653982E-2, 5.543536E-3
94.165000, 2.776522E-4, 4.000975E-3
94.166000, 3.870004E-2, 2.679894E-3
94.167000, 4.288622E-3, 1.562359E-3
94.168000, 3.471823E-2, 8.020135E-3
94.169000, 1.098701E-1, 5.942516E-3
94.170000, 4.471221E-2, 4.463590E-3
94.171000, 1.297130E-2, 3.088412E-3
94.172000, 3.252064E-2, 1.928602E-3
94.173000, 2.895423E-2, 9.646609E-4
94.174000, 4.202375E-2, 1.778276E-4
94.175000, 1.161862E-2, 4.498858E-4
94.176000, 5.032174E-2, 9.356576E-4
94.177000, 6.772440E-2, 1.295825E-3
94.178000, 8.151824E-3, 1.019691E-2
94.179000, 1.769624E-2, 1.139562E-3
94.180000, 9.399256E-3, 5.916055E-4
94.181000, 2.877829E-2, 1.607755E-4
, , 
94.182000, 7.140628E-2, 1.672870E-4
94.183000, 1.837250E-1, 4.060021E-4
94.184000, 2.203636E-2, 5.678510E-4
94.185000, 9.680057E-3, 6.643819E-4
94.186000, 3.301054E-2, 7.062197E-4
94.187000, 1.011216E-1, 7.030810E-4
94.188000, 1.894242E-1, 6.637928E-4
94.189000, 2.183245E-1, 9.247371E-3
94.190000, 2.286595E-2, 2.332118E-3
94.191000, 4.305983E-1, 1.960035E-3
94.192000, 1.940733E-1, 7.005918E-3
94.193000, 5.294899E-3, 4.431098E-3
94.194000, 2.840242E-2, 2.288485E-3
94.195000, 9.608648E-2, 5.361037E-4
94.196000, 1.156603E-1, 9.517143E-3
