Time (s), Filtered Data By Channel
0.033000, 2.576673E-2, 3.335666E-4
0.034000, 2.333112E-2, 8.803297E-3
0.035000, 4.962439E-2, 6.339882E-3
0.036000, 7.547106E-2, 4.255676E-3
0.037000, 4.760845E-2, 6.136013E-3
0.038000, 5.253690E-2, 4.727094E-3
0.039000, 3.563756E-2, 3.516071E-3
0.040000, 7.359966E-2, 2.485417E-3
0.041000, 6.242561E-2, 1.618426E-3
0.042000, 4.268303E-2, 7.751845E-3
0.043000, 1.143803E-4, 3.152586E-3
0.044000, 3.108329E-2, 6.441920E-3
0.045000, 7.975589E-3, 4.392517E-3
0.046000, 9.279568E-3, 2.680723E-3
0.047000, 5.948101E-4, 7.378100E-3
0.048000, 4.955593E-2, 5.673786E-3
0.049000, 4.926082E-2, 4.202747E-3
0.050000, 3.842991E-2, 2.945350E-3
0.051000, 6.624320E-2, 1.882771E-3
0.052000, 2.609568E-2, 9.970004E-4
0.053000, 8.298685E-2, 8.380209E-3
0.054000, 1.834203E-2, 2.527831E-3
0.055000, 2.197108E-2, 7.053793E-3
0.056000, 6.564143E-3, 4.983482E-3
0.057000, 3.824248E-2, 3.243968E-3
0.058000, 7.088494E-2, 1.802834E-3
0.059000, 1.661390E-2, 6.293610E-4
0.060000, 4.910019E-2, 8.956536E-3
0.061000, 2.473221E-2, 6.840203E-3
0.062000, 2.947503E-3, 5.013640E-3
0.063000, 2.315006E-2, 3.452886E-3
0.064000, 4.565911E-2, 2.134887E-3
0.065000, 5.999940E-2, 1.037511E-3
, , 
0.066000, 6.974201E-3, 8.511494E-3
0.067000, 5.700040E-3, 6.390370E-3
0.068000, 4.935170E-2, 4.584710E-3
0.069000, 6.124457E-2, 5.586231E-3
0.070000, 1.485437E-2, 4.642458E-3
0.071000, 1.960484E-2, 5.515214E-3
0.072000, 1.669830E-2, 4.723005E-3
0.073000, 7.629753E-2, 5.428417E-3
0.074000, 5.448180E-2, 3.837851E-3
0.075000, 3.392171E-2, 2.497375E-3
0.076000, 6.844046E-3, 1.383313E-3
0.077000, 1.469220E-1, 8.177952E-3
0.078000, 6.115839E-2, 2.585195E-3
0.079000, 8.101695E-2, 7.106927E-3
0.080000, 9.275189E-2, 5.117183E-3
0.081000, 1.632435E-2, 3.432458E-3
0.082000, 2.681570E-1, 2.024184E-3
0.083000, 2.470049E-1, 7.785866E-3
0.084000, 7.241803E-2, 5.881478E-3
0.085000, 6.285072E-3, 4.397683E-3
0.086000, 7.318109E-2, 5.716475E-3
0.087000, 7.227831E-3, 4.091834E-3
0.088000, 4.268127E-3, 2.720068E-3
0.089000, 2.403998E-2, 7.073880E-3
0.090000, 2.009302E-1, 5.170837E-3
0.091000, 1.299645E-1, 3.558776E-3
0.092000, 4.336149E-3, 2.210196E-3
0.093000, 4.674050E-2, 7.552090E-3
0.094000, 2.107477E-2, 5.610842E-3
0.095000, 7.969216E-2, 4.695275E-3
0.096000, 4.023834E-2, 5.400854E-3
0.097000, 3.558351E-2, 3.766159E-3
0.098000, 2.136489E-2, 6.259662E-3
, , 
0.099000, 1.723875E-1, 4.091551E-3
0.100000, 1.312723E-1, 2.687793E-3
0.101000, 2.141832E-4, 7.130160E-3
0.102000, 5.137012E-2, 5.244102E-3
0.103000, 6.924259E-2, 3.642924E-3
0.104000, 7.489958E-3, 6.351067E-3
0.105000, 1.044095E-2, 4.029859E-3
0.106000, 2.257872E-2, 5.997685E-3
0.107000, 9.725734E-2, 4.300106E-3
0.108000, 3.374240E-2, 2.867678E-3
0.109000, 7.244351E-2, 6.975978E-3
0.110000, 1.820299E-2, 3.538124E-3
0.111000, 3.172814E-3, 6.372208E-3
0.112000, 9.012764E-3, 4.078824E-3
0.113000, 7.057512E-2, 5.891006E-3
0.114000, 1.387643E-1, 4.146990E-3
0.115000, 5.234809E-2, 2.678335E-3
0.116000, 1.195824E-2, 1.458694E-3
0.117000, 3.116500E-3, 8.188035E-3
0.118000, 2.055544E-2, 6.143599E-3
0.119000, 1.039604E-2, 4.396765E-3
0.120000, 2.243293E-3, 2.920701E-3
0.121000, 4.126657E-3, 1.689826E-3
0.122000, 8.925318E-3, 6.798089E-4
0.123000, 1.235165E-2, 8.783486E-3
0.124000, 1.137805E-2, 2.071168E-3
0.125000, 2.759516E-2, 7.536184E-3
0.126000, 2.025276E-2, 5.468572E-3
0.127000, 2.980052E-2, 3.712954E-3
0.128000, 4.416144E-3, 6.410309E-3
0.129000, 1.076146E-1, 4.786486E-3
0.130000, 1.079522E-1, 3.407847E-3
0.131000, 4.239027E-2, 2.251037E-3
, , 
0.132000, 2.725516E-2, 7.357133E-3
0.133000, 5.757567E-2, 3.355463E-3
0.134000, 7.570403E-2, 2.260776E-3
0.135000, 1.135968E-2, 7.296490E-3
0.136000, 5.783520E-2, 5.194245E-3
0.137000, 5.556565E-2, 3.417555E-3
0.138000, 8.737634E-2, 1.936034E-3
0.139000, 8.140044E-2, 7.207050E-4
0.140000, 3.950169E-2, 8.907040E-3
0.141000, 2.535831E-2, 1.819735E-3
0.142000, 4.036901E-2, 7.883025E-3
0.143000, 6.687984E-2, 5.882246E-3
0.144000, 4.985965E-3, 4.482484E-3
0.145000, 1.158459E-1, 5.556778E-3
0.146000, 5.136331E-2, 4.783369E-3
0.147000, 4.157672E-2, 5.281501E-3
0.148000, 5.558498E-2, 5.032367E-3
0.149000, 1.764342E-1, 3.591946E-3
0.150000, 4.586700E-3, 2.388264E-3
0.151000, 1.107785E-1, 7.254131E-3
0.152000, 1.280068E-1, 5.216225E-3
0.153000, 2.037671E-1, 3.485934E-3
0.154000, 3.472428E-1, 2.035497E-3
0.155000, 4.219781E-2, 8.383491E-4
0.156000, 1.835077E-1, 8.781921E-3
0.157000, 5.268520E-2, 1.943614E-3
0.158000, 6.041908E-2, 7.767305E-3
