Time (s), Percentage Displayed
41.168718, 9.669077
41.212834, 9.669077
41.245922, 9.846323
41.279050, 10.069311
41.312097, 9.666190
41.345212, 9.666190
41.379305, 9.619494
41.412391, 9.595829
41.446484, 9.408714
41.479583, 9.306489
41.512671, 9.615067
41.545759, 9.448284
41.578847, 9.340654
41.611935, 9.363293
41.645022, 9.337045
41.678111, 9.702712
41.711198, 9.887483
41.744286, 10.160281
41.777376, 9.898603
41.810463, 9.865943
41.843537, 9.865943
41.876627, 10.191461
41.909686, 10.043079
41.942814, 9.956154
41.975902, 9.735309
42.008990, 9.463406
42.042079, 9.828167
42.075153, 9.828167
42.107238, 9.538081
42.140340, 9.782487
42.173416, 9.698441
42.206524, 9.639117
42.239596, 9.465189
42.272682, 9.465189
42.306742, 9.529691
42.339870, 9.491974
42.372917, 9.491974
42.406006, 9.498148
42.439093, 9.613325
42.471210, 9.613325
42.504296, 9.640923
42.537354, 10.034742
42.571476, 10.136167
42.604533, 9.688899
42.637655, 9.688899
42.670743, 9.877784
42.703829, 9.922377
42.736915, 9.922377
42.770001, 10.323283
42.803062, 10.003710
42.836179, 10.124412
42.868275, 10.199515
42.901363, 10.247725
42.934451, 9.666320
42.967538, 10.032387
43.000626, 9.993260
43.033709, 10.035167
43.066794, 10.143348
43.099892, 10.046469
43.132971, 10.046469
43.166060, 9.682065
43.199145, 9.652806
43.231231, 9.559832
43.264330, 10.033424
43.297407, 10.213154
43.330489, 10.213154
43.363583, 10.038093
43.396679, 9.915796
43.429727, 9.915796
43.462857, 10.503044
43.495942, 10.147307
43.530025, 9.962814
43.563123, 9.916551
43.595207, 10.070674
43.628296, 10.016776
43.661382, 10.218413
43.694474, 9.875185
43.727559, 10.087820
43.760646, 9.740887
43.793724, 9.740887
43.826823, 9.789735
43.859899, 9.720189
43.892999, 9.616594
43.926087, 9.791563
43.959175, 9.581644
43.991261, 9.383550
44.024348, 9.993105
44.057436, 10.062182
44.090526, 10.332374
44.123572, 10.332374
44.156660, 9.947827
44.189790, 10.193092
44.222864, 10.193092
44.255924, 10.151453
44.289012, 10.151453
44.322141, 10.399430
44.354226, 10.638002
44.387272, 10.638002
44.420361, 10.324818
44.453491, 10.434062
44.487581, 10.916136
44.520677, 10.154732
44.553757, 9.927954
44.586845, 10.257575
44.619894, 10.268970
44.653010, 10.393077
44.686107, 10.141236
44.719197, 10.203611
44.752284, 10.089677
44.785370, 9.972375
44.818461, 10.035631
44.851547, 10.100450
44.884634, 10.113799
44.917715, 10.113799
44.951814, 9.714959
44.984906, 9.350524
45.017949, 9.622578
45.051078, 9.742900
45.085128, 9.592858
45.117247, 9.469193
45.151303, 9.146661
45.185394, 9.128527
45.218481, 9.848341
45.251602, 9.746654
45.284695, 10.089863
45.318780, 9.760719
45.351836, 9.682953
45.384956, 9.755715
45.419046, 9.809780
45.452135, 9.987029
45.485217, 9.929640
45.519308, 9.687564
45.553405, 9.680180
45.586460, 10.107190
45.619573, 9.876198
45.652675, 9.840680
45.685724, 10.069694
45.718846, 9.954124
45.751899, 9.512755
45.785991, 8.859699
45.819108, 8.927243
45.853202, 9.279902
45.887289, 8.930270
45.920414, 9.306775
45.953502, 8.976905
45.986617, 8.825309
46.019678, 8.998148
46.052797, 8.929783
46.085884, 8.995086
46.118997, 8.889287
46.152079, 8.921281
46.185145, 9.040611
46.218257, 8.866592
46.251317, 9.064116
46.284438, 9.203679
46.317494, 9.408273
46.350581, 9.525491
46.383669, 9.715124
46.416791, 9.610278
46.449871, 9.552258
46.482964, 9.364279
46.516048, 9.700080
46.549150, 10.108499
46.582217, 9.473012
46.615285, 9.246369
46.648380, 9.521328
46.681462, 9.762402
46.714549, 9.530219
46.747643, 9.355161
46.780724, 9.549537
46.813839, 9.557024
46.846900, 9.552245
46.880024, 9.553083
46.913078, 9.576919
46.946165, 9.649892
46.978286, 9.803653
47.012378, 9.736429
47.046430, 9.667718
47.079545, 9.501587
47.112641, 9.751257
47.145695, 9.790284
47.178783, 9.788682
47.212901, 9.879684
47.245993, 9.832899
47.279075, 9.697942
47.312169, 10.252505
47.344221, 10.077622
47.377310, 9.909871
