Time (s), Filtered Data By Channel
0.000000, 1.720056E-2, 3.985213E-3
0.001000, 3.937296E-2, 5.697973E-3
0.002000, 7.937617E-2, 4.916066E-3
0.003000, 1.054017E-1, 3.704278E-3
0.004000, 1.024826E-1, 2.667022E-3
0.005000, 6.110110E-2, 1.788576E-3
0.006000, 1.016602E-1, 1.053989E-3
0.007000, 3.182833E-1, 4.490641E-4
0.008000, 6.914031E-2, 8.690701E-3
0.009000, 7.781843E-2, 6.236010E-3
0.010000, 7.286321E-2, 4.165155E-3
0.011000, 2.138448E-1, 6.209657E-3
0.012000, 5.458826E-2, 3.869720E-3
0.013000, 6.306535E-2, 6.389172E-3
0.014000, 6.870393E-3, 4.861285E-3
0.015000, 1.742377E-1, 3.544910E-3
0.016000, 2.174635E-1, 6.228845E-3
0.017000, 2.128692E-2, 4.315963E-3
0.018000, 4.448242E-2, 3.054628E-3
0.019000, 1.172422E-1, 1.985798E-3
0.020000, 7.713384E-3, 1.092016E-3
0.021000, 1.915613E-1, 3.565814E-4
0.022000, 5.395726E-2, 2.364448E-4
0.023000, 1.708479E-1, 9.353280E-3
0.024000, 2.834469E-1, 6.866301E-3
0.025000, 8.406456E-2, 4.755416E-3
0.026000, 1.272306E-1, 2.985432E-3
0.027000, 1.174574E-1, 1.522903E-3
0.028000, 8.829730E-3, 8.314935E-3
0.029000, 1.279967E-1, 6.416062E-3
0.030000, 1.542498E-1, 4.775052E-3
0.031000, 1.645026E-2, 3.370472E-3
0.032000, 1.384133E-1, 2.181730E-3
, , 
0.033000, 4.727523E-2, 1.189091E-3
0.034000, 4.408398E-1, 8.277370E-3
0.035000, 2.899595E-1, 2.557412E-3
0.036000, 4.678863E-2, 7.083049E-3
0.037000, 1.393917E-3, 3.592397E-3
0.038000, 6.688322E-2, 6.193477E-3
0.039000, 3.538461E-2, 4.301302E-3
0.040000, 1.779608E-1, 2.715950E-3
0.041000, 1.781189E-1, 1.407064E-3
0.042000, 1.009528E-1, 3.458900E-4
0.043000, 1.268610E-1, 9.145777E-3
0.044000, 1.713858E-2, 6.951498E-3
0.045000, 1.819142E-1, 5.061577E-3
0.046000, 2.473378E-2, 3.450450E-3
0.047000, 2.744956E-1, 2.093556E-3
0.048000, 1.733160E-2, 9.673443E-4
0.049000, 3.666151E-3, 4.929423E-5
0.050000, 1.458110E-1, 6.820667E-4
0.051000, 2.041368E-1, 1.247148E-3
0.052000, 1.241552E-1, 1.665277E-3
0.053000, 1.217193E-1, 1.060574E-2
0.054000, 1.295063E-1, 7.943674E-3
0.055000, 6.888178E-2, 5.661408E-3
0.056000, 1.079018E-1, 4.925186E-3
0.057000, 9.175892E-2, 4.945307E-3
0.058000, 8.418680E-2, 5.516696E-3
0.059000, 1.596653E-1, 4.183660E-3
0.060000, 2.160155E-1, 3.051773E-3
0.061000, 3.874500E-2, 2.101467E-3
0.062000, 5.575958E-2, 1.314257E-3
0.063000, 4.812225E-3, 6.727263E-4
0.064000, 1.359393E-1, 1.605171E-4
0.065000, 8.595431E-3, 2.376879E-4
, , 
0.066000, 3.834930E-2, 5.361801E-4
0.067000, 1.838246E-1, 7.482428E-4
0.068000, 6.606720E-2, 9.537225E-3
0.069000, 1.271301E-1, 6.772455E-3
0.070000, 3.673983E-2, 4.430642E-3
0.071000, 5.730128E-3, 2.473279E-3
0.072000, 1.196684E-1, 7.787530E-3
0.073000, 4.673660E-3, 6.244935E-3
