Time (s), Filtered Data By Channel
0.000000, 4.224769E-1, 7.859463E-4
0.001000, 2.430048E-1, 9.675149E-3
0.002000, 3.041984E-1, 1.655848E-3
0.003000, 2.923002E-1, 1.087663E-3
0.004000, 1.490959E-1, 8.026698E-3
0.005000, 6.406626E-2, 3.093833E-3
0.006000, 1.887318E-1, 2.329743E-3
0.007000, 3.211432E-1, 6.966137E-3
0.008000, 1.215730E-1, 4.664008E-3
0.009000, 4.282780E-2, 2.741648E-3
0.010000, 1.487086E-2, 7.489249E-3
0.011000, 5.776008E-2, 2.728962E-3
0.012000, 4.770353E-2, 1.254395E-3
0.013000, 7.361349E-2, 6.965333E-5
0.014000, 5.473511E-2, 9.508692E-3
0.015000, 4.213239E-3, 1.281921E-3
0.016000, 6.296059E-3, 3.045600E-4
0.017000, 3.834329E-3, 4.532081E-4
0.018000, 6.258992E-3, 9.669847E-3
0.019000, 2.178188E-2, 7.228904E-3
0.020000, 2.850253E-3, 5.120412E-3
0.021000, 7.262275E-2, 5.332765E-3
0.022000, 5.033378E-2, 4.637116E-3
0.023000, 7.505202E-2, 2.897218E-3
0.024000, 4.561427E-2, 1.438168E-3
0.025000, 8.212264E-2, 2.346248E-4
0.026000, 4.938028E-1, 7.378275E-4
0.027000, 3.839047E-1, 1.502633E-3
0.028000, 1.993426E-1, 2.082223E-3
0.029000, 2.400706E-1, 2.497971E-3
0.030000, 9.523412E-2, 2.770155E-3
0.031000, 1.320529E-2, 2.917924E-3
0.032000, 1.456323E-2, 2.959264E-3
, , 
0.033000, 5.401154E-2, 2.910980E-3
0.034000, 6.580524E-2, 1.143973E-2
0.035000, 2.723990E-2, 8.417911E-3
0.036000, 1.152975E-1, 5.825027E-3
0.037000, 6.627655E-2, 3.625088E-3
0.038000, 2.355987E-2, 1.783462E-3
0.039000, 4.304514E-2, 8.384151E-3
0.040000, 2.007027E-2, 1.883459E-3
0.041000, 4.605459E-2, 8.203497E-3
0.042000, 8.862224E-2, 6.517671E-3
0.043000, 4.563204E-2, 3.595654E-3
0.044000, 2.925667E-2, 6.637096E-3
0.045000, 3.258170E-2, 5.089124E-3
0.046000, 4.547693E-2, 3.757237E-3
0.047000, 8.334472E-2, 2.622344E-3
0.048000, 2.223243E-2, 1.666300E-3
0.049000, 1.252270E-3, 7.779180E-3
0.050000, 1.583934E-1, 3.062639E-3
0.051000, 2.063148E-2, 2.068006E-3
0.052000, 5.521164E-2, 7.414383E-3
0.053000, 3.686615E-1, 3.392304E-3
0.054000, 3.011724E-1, 2.364384E-3
0.055000, 9.090043E-2, 1.501656E-3
0.056000, 4.644826E-1, 7.863133E-3
0.057000, 1.340027E-1, 5.603331E-3
0.058000, 1.751661E-1, 3.699768E-3
0.059000, 9.172475E-2, 2.118138E-3
0.060000, 1.698181E-2, 7.825202E-3
0.061000, 1.522695E-1, 2.631938E-3
0.062000, 2.603758E-1, 1.352092E-3
0.063000, 5.894007E-2, 8.328918E-3
0.064000, 3.648416E-2, 6.297346E-3
0.065000, 9.334270E-3, 4.546054E-3
, , 
0.066000, 9.418944E-2, 3.051904E-3
0.067000, 1.597304E-1, 1.792616E-3
0.068000, 7.791874E-2, 7.467881E-4
0.069000, 1.439761E-2, 8.757148E-3
0.070000, 8.525443E-2, 2.054260E-3
0.071000, 6.775114E-2, 1.054012E-3
0.072000, 1.287902E-1, 8.412378E-3
0.073000, 1.593374E-1, 2.428827E-3
0.074000, 2.933435E-1, 7.200087E-3
0.075000, 4.836385E-1, 3.490892E-3
0.076000, 1.837746E-1, 2.374558E-3
0.077000, 2.291078E-1, 7.203706E-3
0.078000, 3.208799E-1, 5.121285E-3
0.079000, 1.999639E-1, 3.362848E-3
0.080000, 4.457162E-1, 1.897727E-3
0.081000, 1.950810E-1, 6.967646E-4
0.082000, 3.422523E-1, 2.676907E-4
0.083000, 3.955842E-2, 9.672838E-3
0.084000, 1.087446E-2, 1.249735E-3
0.085000, 5.947486E-2, 8.282488E-3
0.086000, 9.207559E-2, 6.134856E-3
0.087000, 1.978838E-1, 4.296404E-3
0.088000, 6.519379E-2, 2.740390E-3
0.089000, 8.655279E-2, 7.209892E-3
0.090000, 5.293696E-2, 3.214063E-3
0.091000, 1.229995E-1, 1.880500E-3
0.092000, 4.105769E-1, 7.814178E-4
0.093000, 8.899368E-2, 1.068787E-4
0.094000, 3.508157E-2, 8.069171E-4
0.095000, 6.351661E-2, 9.991093E-3
0.096000, 7.177189E-2, 7.537551E-3
0.097000, 2.901426E-1, 3.219508E-3
0.098000, 2.176061E-1, 2.168337E-3
, , 
0.099000, 2.495795E-2, 1.304182E-3
0.100000, 2.947429E-2, 8.044394E-3
0.101000, 5.985814E-2, 5.754554E-3
0.102000, 1.146693E-1, 3.810571E-3
0.103000, 2.356103E-2, 2.181222E-3
0.104000, 4.355355E-2, 8.366421E-4
0.105000, 1.784804E-1, 2.516529E-4
0.106000, 4.487483E-2, 1.110757E-3
0.107000, 6.774247E-2, 1.766358E-3
0.108000, 3.179246E-2, 1.089378E-2
0.109000, 3.319395E-2, 8.373847E-3
0.110000, 5.354595E-2, 6.194289E-3
0.111000, 1.910304E-1, 4.327080E-3
0.112000, 1.677076E-1, 2.745306E-3
0.113000, 1.153926E-1, 1.423169E-3
0.114000, 4.322385E-1, 3.359884E-4
0.115000, 7.280737E-2, 5.397872E-4
0.116000, 3.254266E-2, 1.226567E-3
0.117000, 1.363687E-1, 1.039666E-2
0.118000, 1.484946E-1, 7.228963E-4
0.119000, 8.119197E-2, 8.646189E-3
0.120000, 4.073406E-2, 2.285706E-3
0.121000, 1.618875E-1, 7.259891E-3
0.122000, 1.985950E-1, 3.506475E-3
0.123000, 6.814832E-2, 2.457220E-3
0.124000, 3.049386E-2, 7.062480E-3
0.125000, 1.553155E-1, 4.930061E-3
0.126000, 4.996222E-1, 3.130108E-3
0.127000, 1.703424E-1, 1.631742E-3
0.128000, 2.431402E-2, 4.054902E-4
0.129000, 1.568260E-1, 5.767068E-4
0.130000, 1.603076E-1, 9.992532E-3
0.131000, 1.826517E-1, 7.725170E-3
, , 
0.132000, 1.389231E-1, 2.886379E-3
0.133000, 1.068878E-1, 6.925238E-3
0.134000, 5.648857E-1, 5.027076E-3
