Time (s), Activation By Channel (% of MVC)
33.495000, 5.908678E-3, 1.591116E-3
33.496000, 6.136846E-2, 8.946392E-4
33.497000, 2.836567E-3, 8.319326E-3
33.498000, 4.001010E-2, 5.924028E-3
33.499000, 5.222349E-2, 4.751000E-3
33.500000, 5.894715E-2, 3.598435E-3
33.501000, 4.385500E-2, 2.617677E-3
33.502000, 3.948588E-2, 1.792209E-3
33.503000, 1.686560E-2, 7.544620E-3
33.504000, 6.911283E-4, 5.265503E-3
33.505000, 1.210922E-2, 3.350575E-3
33.506000, 1.447579E-2, 6.886255E-3
33.507000, 3.359272E-2, 3.314736E-3
33.508000, 3.772058E-2, 6.837455E-3
33.509000, 1.341887E-2, 5.216429E-3
33.510000, 2.160842E-2, 3.819231E-3
33.511000, 2.677585E-2, 2.626867E-3
33.512000, 3.459573E-3, 7.029900E-3
33.513000, 1.258329E-2, 5.026446E-3
33.514000, 3.594926E-2, 3.345663E-3
33.515000, 9.525680E-3, 1.955339E-3
33.516000, 1.341784E-3, 7.826054E-3
33.517000, 1.697244E-2, 2.765800E-3
33.518000, 1.214380E-2, 1.595562E-3
33.519000, 1.678708E-2, 7.998826E-3
33.520000, 1.066112E-2, 5.901524E-3
33.521000, 3.162881E-2, 4.547726E-3
33.522000, 1.552574E-2, 3.232079E-3
33.523000, 3.169013E-2, 2.142101E-3
33.524000, 6.798703E-2, 7.397935E-3
33.525000, 5.629216E-2, 5.269115E-3
33.526000, 1.029627E-2, 3.459300E-3
33.527000, 2.811435E-2, 6.710527E-3
, , 
33.528000, 1.303030E-2, 3.525796E-3
33.529000, 8.576890E-2, 6.616901E-3
33.530000, 1.509709E-2, 5.006980E-3
33.531000, 1.591307E-2, 5.014246E-3
33.532000, 2.482046E-2, 3.327909E-3
33.533000, 3.040932E-2, 6.728909E-3
33.534000, 2.458079E-2, 5.041658E-3
33.535000, 2.799334E-2, 3.602820E-3
33.536000, 3.154529E-3, 6.261791E-3
33.537000, 1.097990E-2, 4.432094E-3
33.538000, 1.002145E-2, 5.755915E-3
33.539000, 3.574103E-2, 4.462399E-3
33.540000, 2.351570E-2, 2.951690E-3
33.541000, 4.073448E-3, 1.700644E-3
33.542000, 2.420835E-2, 6.825172E-4
33.543000, 2.069848E-2, 1.279990E-4
33.544000, 1.755986E-2, 7.547766E-4
33.545000, 3.207512E-2, 9.871301E-3
33.546000, 1.524912E-2, 7.356565E-3
33.547000, 1.115880E-2, 3.454605E-3
33.548000, 9.468722E-4, 2.450047E-3
33.549000, 3.560491E-2, 1.624778E-3
33.550000, 1.039615E-2, 9.583579E-4
33.551000, 8.782669E-3, 4.317190E-4
33.552000, 1.340756E-2, 8.623916E-3
33.553000, 1.594521E-2, 6.082954E-3
33.554000, 5.221696E-4, 4.724215E-3
33.555000, 2.130281E-2, 3.689694E-3
33.556000, 9.569326E-3, 2.812568E-3
33.557000, 3.550276E-2, 2.076249E-3
33.558000, 3.532559E-2, 1.465289E-3
33.559000, 1.619962E-2, 7.685719E-3
33.560000, 7.156431E-3, 5.248069E-3
, , 
33.561000, 1.942175E-2, 3.200361E-3
33.562000, 2.776563E-3, 1.505922E-3
33.563000, 1.002909E-3, 8.521361E-3
33.564000, 3.060218E-2, 1.878161E-3
33.565000, 1.773440E-2, 8.086614E-3
33.566000, 1.757192E-2, 6.289394E-3
33.567000, 2.572715E-2, 4.727321E-3
33.568000, 3.867256E-3, 5.269576E-3
33.569000, 4.456482E-2, 3.577441E-3
33.570000, 6.029751E-2, 2.179978E-3
33.571000, 3.422345E-2, 7.605213E-3
33.572000, 3.655244E-3, 2.985378E-3
33.573000, 3.563541E-3, 6.835376E-3
33.574000, 8.272910E-3, 3.713920E-3
33.575000, 6.398260E-3, 6.152847E-3
33.576000, 8.912143E-3, 4.346701E-3
33.577000, 1.551784E-2, 3.078453E-3
33.578000, 1.550002E-2, 6.618420E-3
33.579000, 1.514463E-2, 4.626856E-3
33.580000, 5.851945E-3, 2.936463E-3
33.581000, 2.514317E-2, 1.520929E-3
33.582000, 2.078290E-2, 8.296142E-3
33.583000, 5.013901E-4, 2.253966E-3
33.584000, 1.590360E-3, 7.611422E-3
33.585000, 3.098480E-3, 5.758227E-3
33.586000, 1.276266E-2, 4.474620E-3
33.587000, 4.143548E-2, 2.970576E-3
33.588000, 5.514369E-4, 1.720046E-3
33.589000, 4.640455E-2, 7.953268E-3
33.590000, 8.910078E-3, 2.719674E-3
33.591000, 3.340854E-2, 1.607788E-3
33.592000, 3.205643E-2, 7.947179E-3
33.593000, 3.796771E-2, 2.825065E-3
, , 
33.594000, 1.403409E-2, 1.794726E-3
33.595000, 4.458748E-3, 7.695121E-3
33.596000, 9.243029E-4, 3.127160E-3
33.597000, 2.499705E-2, 2.133131E-3
33.598000, 7.214775E-3, 7.332783E-3
33.599000, 2.932570E-2, 3.502391E-3
33.600000, 2.714296E-2, 6.139529E-3
33.601000, 2.477759E-2, 4.531267E-3
33.602000, 1.363010E-2, 3.387605E-3
33.603000, 4.853451E-2, 2.426156E-3
33.604000, 2.317448E-3, 7.023110E-3
33.605000, 3.585910E-3, 4.835988E-3
33.606000, 2.164797E-2, 2.995442E-3
33.607000, 2.493604E-2, 1.469012E-3
33.608000, 8.365809E-6, 2.256857E-4
33.609000, 7.781000E-3, 7.640711E-4
33.610000, 1.273269E-2, 1.017935E-2
33.611000, 1.060875E-2, 7.904665E-3
33.612000, 9.989139E-3, 5.931321E-3
33.613000, 2.519075E-2, 4.416282E-3
33.614000, 5.672449E-3, 5.631359E-3
33.615000, 1.779096E-2, 4.707701E-3
33.616000, 1.704335E-2, 5.352313E-3
33.617000, 2.481389E-2, 4.971121E-3
33.618000, 4.999369E-3, 5.107201E-3
33.619000, 8.722085E-3, 5.195792E-3
33.620000, 9.874969E-3, 3.746479E-3
33.621000, 1.541698E-2, 2.535378E-3
33.622000, 1.934675E-2, 7.113393E-3
33.623000, 9.183729E-3, 5.081182E-3
33.624000, 1.902949E-2, 5.294857E-3
33.625000, 1.680078E-2, 3.900253E-3
33.626000, 4.053134E-2, 5.923337E-3
, , 
33.627000, 2.979101E-2, 4.056661E-3
33.628000, 2.918949E-2, 2.487422E-3
33.629000, 3.576771E-2, 7.463363E-3
33.630000, 4.893998E-3, 5.680386E-3
33.631000, 8.773001E-3, 4.155398E-3
33.632000, 2.888845E-4, 2.864567E-3
33.633000, 4.111665E-2, 1.785305E-3
33.634000, 6.097705E-2, 7.754803E-3
33.635000, 5.555433E-2, 5.633914E-3
33.636000, 5.961665E-3, 4.813734E-3
33.637000, 2.193568E-2, 3.476316E-3
33.638000, 2.371584E-2, 2.348933E-3
33.639000, 3.240024E-2, 1.410972E-3
33.640000, 1.089213E-2, 6.429518E-4
33.641000, 5.508764E-3, 8.624556E-3
33.642000, 8.856513E-3, 6.266823E-3
33.643000, 3.726933E-2, 4.384689E-3
33.644000, 4.771134E-2, 5.430220E-3
33.645000, 5.321625E-2, 5.079182E-3
33.646000, 4.603548E-2, 3.786439E-3
33.647000, 7.310624E-2, 2.688742E-3
33.648000, 1.077096E-2, 1.767447E-3
33.649000, 2.671707E-2, 1.004909E-3
33.650000, 9.653634E-2, 8.266587E-3
33.651000, 3.901812E-2, 5.920725E-3
33.652000, 3.069121E-2, 3.938554E-3
33.653000, 4.069639E-2, 2.285880E-3
33.654000, 3.730814E-2, 7.720926E-3
33.655000, 1.559268E-2, 5.970807E-3
33.656000, 9.798493E-3, 4.459390E-3
33.657000, 1.073459E-2, 3.166355E-3
33.658000, 2.654622E-3, 6.578776E-3
33.659000, 2.898707E-3, 4.652534E-3
, , 
33.660000, 3.692432E-2, 5.612169E-3
33.661000, 4.693064E-2, 4.546507E-3
33.662000, 1.752412E-2, 5.660366E-3
33.663000, 3.020774E-2, 4.104377E-3
33.664000, 5.408588E-3, 2.780630E-3
33.665000, 2.228311E-2, 1.668281E-3
33.666000, 1.133752E-3, 7.903663E-3
33.667000, 8.072822E-3, 2.838834E-3
33.668000, 1.436024E-2, 1.769357E-3
33.669000, 1.820926E-2, 7.766010E-3
33.670000, 5.917340E-3, 3.007026E-3
33.671000, 1.148953E-2, 1.962330E-3
33.672000, 1.127296E-2, 1.097356E-3
33.673000, 1.863093E-2, 3.936752E-4
33.674000, 3.181201E-2, 8.817217E-3
33.675000, 3.472059E-3, 6.409790E-3
33.676000, 2.840681E-3, 4.365853E-3
33.677000, 2.344450E-3, 5.999115E-3
33.678000, 1.535104E-2, 4.076043E-3
33.679000, 2.726802E-2, 6.198372E-3
33.680000, 4.303150E-2, 4.694806E-3
33.681000, 1.723971E-2, 5.241762E-3
33.682000, 3.433510E-2, 5.161876E-3
33.683000, 2.812405E-2, 4.872546E-3
33.684000, 1.395085E-2, 3.206658E-3
33.685000, 1.192374E-2, 1.826314E-3
33.686000, 2.460331E-2, 7.948940E-3
33.687000, 1.500607E-2, 2.646153E-3
33.688000, 1.478707E-3, 1.477072E-3
33.689000, 2.108026E-2, 5.335122E-4
33.690000, 1.404835E-3, 2.100934E-4
33.691000, 4.783396E-2, 7.777293E-4
33.692000, 8.137647E-2, 9.842866E-3
, , 
33.693000, 2.388513E-2, 1.366686E-3
33.694000, 1.017925E-2, 7.927781E-3
33.695000, 1.720490E-2, 5.587796E-3
33.696000, 2.171180E-2, 3.598580E-3
33.697000, 3.278211E-2, 6.721445E-3
33.698000, 4.673500E-3, 5.259663E-3
33.699000, 4.479389E-2, 4.640452E-3
33.700000, 1.508320E-2, 5.793177E-3
33.701000, 4.039147E-2, 4.218509E-3
33.702000, 5.684632E-2, 2.537628E-3
33.703000, 5.729672E-2, 1.150250E-3
33.704000, 1.996763E-2, 8.624097E-3
33.705000, 8.898953E-3, 6.671431E-3
33.706000, 1.714911E-2, 4.984665E-3
33.707000, 1.286703E-2, 5.110092E-3
33.708000, 9.000167E-3, 5.158452E-3
33.709000, 2.525669E-2, 4.989788E-3
33.710000, 5.400208E-2, 3.418182E-3
33.711000, 1.236428E-2, 2.114245E-3
33.712000, 6.035191E-2, 7.600877E-3
33.713000, 4.932019E-2, 5.611446E-3
33.714000, 1.338352E-2, 3.908507E-3
33.715000, 4.759263E-2, 2.467274E-3
33.716000, 2.670530E-2, 7.387069E-3
33.717000, 1.021487E-2, 5.535255E-3
33.718000, 3.216932E-2, 3.965294E-3
33.719000, 3.186470E-2, 6.001207E-3
33.720000, 7.729121E-3, 4.248102E-3
33.721000, 1.639063E-2, 2.766097E-3
33.722000, 3.957927E-2, 7.120903E-3
33.723000, 5.852604E-3, 3.356229E-3
33.724000, 3.435354E-3, 2.066375E-3
33.725000, 7.382029E-3, 7.648868E-3
, , 
33.726000, 3.684149E-2, 2.980515E-3
33.727000, 1.469872E-2, 6.826714E-3
33.728000, 2.357157E-2, 3.716122E-3
33.729000, 3.694339E-2, 2.478673E-3
33.730000, 3.378966E-2, 1.454414E-3
33.731000, 1.012659E-1, 6.211845E-4
33.732000, 5.914675E-2, 4.195829E-5
33.733000, 2.628526E-2, 5.547377E-4
33.734000, 1.405826E-3, 9.356594E-4
33.735000, 7.998246E-3, 1.202016E-3
33.736000, 2.831538E-3, 1.369894E-3
33.737000, 1.041924E-2, 1.454189E-3
33.738000, 1.068458E-2, 1.468615E-3
33.739000, 8.201355E-3, 1.007679E-2
33.740000, 1.118057E-2, 7.148137E-3
33.741000, 7.196143E-3, 4.659308E-3
33.742000, 1.347742E-2, 2.571585E-3
33.743000, 1.538363E-2, 7.803284E-3
33.744000, 8.001118E-3, 6.358934E-3
33.745000, 2.466811E-2, 5.095729E-3
33.746000, 2.701417E-2, 3.998101E-3
33.747000, 1.883346E-2, 3.051357E-3
33.748000, 5.308103E-3, 6.409404E-3
33.749000, 1.389483E-2, 4.255221E-3
33.750000, 3.243338E-2, 2.464682E-3
33.751000, 1.372583E-2, 7.649724E-3
33.752000, 2.917125E-2, 5.980624E-3
33.753000, 4.264650E-3, 4.123940E-3
33.754000, 2.381303E-2, 2.539035E-3
33.755000, 1.693040E-2, 1.247382E-3
33.756000, 3.704011E-2, 2.167425E-4
33.757000, 2.358889E-2, 5.832299E-4
33.758000, 1.355592E-2, 1.180988E-3
, , 
33.759000, 3.146813E-2, 1.025416E-2
33.760000, 3.463105E-2, 7.685431E-3
33.761000, 2.689706E-2, 5.463990E-3
33.762000, 2.019991E-2, 3.562885E-3
33.763000, 5.795977E-3, 1.955935E-3
33.764000, 2.221275E-2, 6.177582E-4
33.765000, 1.921214E-2, 9.127241E-3
33.766000, 3.812521E-3, 7.160719E-3
33.767000, 5.693999E-3, 3.179332E-3
33.768000, 3.547737E-3, 1.777133E-3
33.769000, 6.914935E-3, 8.027354E-3
33.770000, 1.422605E-2, 6.116900E-3
33.771000, 1.577213E-3, 4.169563E-3
33.772000, 2.489244E-2, 2.715488E-3
33.773000, 1.675855E-2, 7.139775E-3
33.774000, 1.301552E-3, 5.279457E-3
33.775000, 7.202752E-3, 4.957178E-3
33.776000, 1.086578E-2, 3.453377E-3
33.777000, 4.040276E-3, 2.199444E-3
33.778000, 7.243523E-3, 7.480921E-3
33.779000, 3.446101E-2, 3.181414E-3
33.780000, 1.131155E-2, 6.595528E-3
33.781000, 2.901240E-2, 4.676712E-3
33.782000, 2.328635E-2, 3.050942E-3
33.783000, 3.547050E-2, 6.959667E-3
33.784000, 5.119797E-2, 5.238725E-3
33.785000, 7.953879E-3, 3.776942E-3
33.786000, 6.656075E-3, 2.549498E-3
33.787000, 8.663858E-3, 7.118164E-3
33.788000, 2.746559E-2, 5.106247E-3
33.789000, 3.162564E-3, 3.401980E-3
33.790000, 9.903342E-3, 6.674034E-3
33.791000, 2.785507E-2, 5.006857E-3
, , 
33.792000, 3.977226E-2, 3.588572E-3
33.793000, 2.068545E-2, 2.395659E-3
33.794000, 4.061812E-2, 7.245227E-3
33.795000, 1.833097E-2, 5.213159E-3
33.796000, 3.578302E-2, 3.494330E-3
33.797000, 1.165076E-2, 2.059442E-3
33.798000, 1.546935E-2, 8.805740E-4
33.799000, 2.619987E-2, 8.719867E-3
33.800000, 5.919733E-2, 6.625021E-3
33.801000, 5.459857E-2, 4.824951E-3
33.802000, 4.887048E-2, 5.357041E-3
33.803000, 2.504578E-2, 4.847595E-3
33.804000, 1.507966E-2, 5.343885E-3
33.805000, 1.543920E-2, 4.853640E-3
33.806000, 1.150229E-2, 3.308206E-3
33.807000, 3.092554E-2, 2.011610E-3
33.808000, 2.666123E-2, 9.399522E-4
33.809000, 3.140112E-2, 7.048611E-5
33.810000, 1.631972E-2, 9.269425E-3
33.811000, 3.084593E-2, 6.958197E-3
33.812000, 2.263416E-2, 4.981395E-3
33.813000, 2.766158E-2, 3.309113E-3
33.814000, 1.071636E-2, 6.738232E-3
33.815000, 1.065574E-2, 3.605259E-3
33.816000, 3.502158E-2, 6.445570E-3
33.817000, 3.032066E-3, 4.758822E-3
33.818000, 4.466945E-3, 5.324659E-3
33.819000, 1.408748E-2, 3.686650E-3
33.820000, 1.416275E-2, 6.334970E-3
33.821000, 1.643785E-2, 4.026319E-3
33.822000, 2.613181E-2, 6.014011E-3
33.823000, 1.352295E-2, 4.323427E-3
33.824000, 2.793056E-2, 2.893188E-3
, , 
33.825000, 3.927430E-2, 6.952181E-3
33.826000, 1.095621E-2, 5.093927E-3
33.827000, 1.586203E-2, 3.520442E-3
33.828000, 7.551565E-3, 2.204643E-3
33.829000, 1.028569E-2, 1.120820E-3
33.830000, 2.958748E-2, 8.406426E-3
33.831000, 5.268326E-3, 6.258075E-3
33.832000, 2.092862E-2, 4.228979E-3
33.833000, 4.710963E-3, 5.710619E-3
33.834000, 1.459930E-2, 3.942059E-3
33.835000, 1.266387E-2, 6.196685E-3
33.836000, 1.956830E-2, 4.590198E-3
33.837000, 2.171449E-3, 3.230150E-3
33.838000, 8.941809E-3, 6.558398E-3
33.839000, 1.271700E-2, 4.656041E-3
33.840000, 1.540968E-2, 3.050429E-3
33.841000, 1.659017E-4, 6.937403E-3
33.842000, 2.361300E-2, 3.458999E-3
33.843000, 1.278889E-2, 6.545026E-3
33.844000, 1.272819E-2, 3.833922E-3
33.845000, 3.685699E-3, 2.462354E-3
33.846000, 1.453209E-2, 1.330752E-3
33.847000, 2.184929E-2, 4.141060E-4
33.848000, 1.755405E-2, 3.112298E-4
33.849000, 1.366304E-2, 8.675357E-4
33.850000, 1.016626E-2, 1.275725E-3
33.851000, 3.302177E-2, 1.020640E-2
33.852000, 4.219216E-3, 7.535765E-3
33.853000, 3.471927E-3, 3.404068E-3
33.854000, 1.429354E-4, 2.503543E-3
33.855000, 3.100257E-3, 6.890867E-3
33.856000, 3.196961E-3, 4.655204E-3
33.857000, 1.877767E-2, 2.772573E-3
, , 
33.858000, 5.171199E-4, 1.210558E-3
33.859000, 2.059240E-2, 6.189957E-5
33.860000, 9.192744E-3, 9.725524E-3
33.861000, 5.276796E-2, 7.666562E-3
33.862000, 5.587854E-2, 5.878135E-3
33.863000, 2.081578E-2, 4.337587E-3
33.864000, 1.163941E-2, 3.023316E-3
33.865000, 1.277333E-2, 1.914751E-3
33.866000, 3.073787E-2, 7.658723E-3
33.867000, 2.646396E-2, 5.573666E-3
33.868000, 3.116026E-2, 3.813976E-3
33.869000, 4.198331E-2, 6.302776E-3
33.870000, 5.656348E-2, 4.664382E-3
33.871000, 3.833047E-2, 3.265367E-3
33.872000, 2.305810E-2, 2.084373E-3
33.873000, 6.853264E-3, 7.550052E-3
33.874000, 2.867924E-2, 5.515340E-3
33.875000, 6.094294E-2, 3.796283E-3
33.876000, 3.846402E-2, 6.288648E-3
33.877000, 4.665040E-2, 4.626347E-3
33.878000, 1.575192E-2, 3.210458E-3
33.879000, 3.589828E-2, 2.018758E-3
33.880000, 3.114201E-2, 1.030021E-3
33.881000, 5.179084E-2, 8.427034E-3
33.882000, 4.893763E-2, 6.229626E-3
33.883000, 9.395467E-2, 4.362280E-3
33.884000, 3.591110E-2, 5.856849E-3
33.885000, 1.859962E-2, 4.315030E-3
33.886000, 2.263112E-2, 3.006333E-3
33.887000, 3.309137E-2, 1.909020E-3
33.888000, 4.284479E-3, 7.648655E-3
33.889000, 8.281265E-3, 3.106716E-3
33.890000, 1.724098E-2, 6.602837E-3
, , 
33.891000, 2.878930E-2, 4.012498E-3
33.892000, 8.375380E-3, 2.825358E-3
