Time (s), Activation By Channel (% of MVC)
69.036000, 2.215786E-2, 1.823641E-3
69.037000, 8.618870E-3, 1.890490E-3
69.038000, 1.590691E-2, 1.857614E-3
69.039000, 5.741674E-2, 1.745112E-3
69.040000, 2.948747E-2, 1.571043E-3
69.041000, 7.690440E-2, 1.351498E-3
69.042000, 4.894629E-2, 1.100689E-3
69.043000, 1.466857E-1, 8.310344E-4
69.044000, 2.873759E-3, 5.532561E-4
69.045000, 6.616894E-2, 2.764794E-4
69.046000, 3.446223E-2, 8.334253E-6
69.047000, 7.002090E-3, 2.449383E-4
69.048000, 6.906064E-3, 4.783793E-4
69.049000, 8.102924E-3, 6.882033E-4
69.050000, 4.334704E-2, 8.716903E-4
69.051000, 2.345973E-2, 1.027078E-3
69.052000, 5.986488E-2, 1.153455E-3
69.053000, 9.164179E-2, 1.250658E-3
69.054000, 2.304258E-2, 1.319173E-3
69.055000, 7.167981E-2, 1.360036E-3
69.056000, 9.422984E-2, 1.374741E-3
69.057000, 5.479715E-2, 1.365155E-3
69.058000, 3.283738E-2, 1.333434E-3
69.059000, 5.024549E-2, 1.281951E-3
69.060000, 3.441055E-2, 1.213220E-3
69.061000, 4.830093E-3, 1.129839E-3
69.062000, 9.661571E-2, 1.034429E-3
69.063000, 5.206936E-2, 9.295831E-4
69.064000, 2.529291E-2, 8.178261E-4
69.065000, 2.040997E-1, 7.949482E-3
69.066000, 4.907567E-2, 3.422989E-3
69.067000, 4.715862E-2, 2.829021E-3
69.068000, 1.589099E-2, 6.366220E-3
, , 
69.069000, 2.427353E-1, 4.629488E-3
69.070000, 3.113883E-2, 3.706779E-3
69.071000, 1.507221E-2, 5.772355E-3
69.072000, 1.852175E-3, 3.669926E-3
69.073000, 6.073879E-2, 6.694586E-3
69.074000, 9.531935E-2, 3.428294E-3
69.075000, 5.589870E-2, 1.889379E-3
69.076000, 6.992664E-2, 7.986261E-3
69.077000, 1.309409E-1, 6.094696E-3
69.078000, 5.135521E-3, 4.437701E-3
69.079000, 5.209736E-2, 3.000179E-3
69.080000, 8.460686E-2, 6.883992E-3
69.081000, 1.655486E-1, 5.087796E-3
69.082000, 1.039691E-1, 5.058654E-3
69.083000, 6.319919E-2, 5.204368E-3
69.084000, 1.688830E-1, 4.913558E-3
69.085000, 6.903960E-2, 5.366101E-3
69.086000, 1.133337E-2, 4.745250E-3
69.087000, 2.221749E-2, 3.118441E-3
69.088000, 6.278293E-2, 1.747459E-3
69.089000, 4.574509E-2, 6.100369E-4
69.090000, 5.701758E-2, 8.966476E-3
69.091000, 2.730216E-2, 1.790107E-3
69.092000, 6.540678E-2, 7.513870E-4
69.093000, 2.603103E-2, 8.756556E-5
69.094000, 5.741976E-3, 9.398682E-3
69.095000, 5.185823E-2, 1.591169E-3
69.096000, 4.961562E-3, 7.896322E-3
69.097000, 4.645701E-2, 2.928300E-3
69.098000, 6.627670E-2, 6.713728E-3
69.099000, 7.801268E-2, 4.684405E-3
69.100000, 1.214202E-2, 5.681262E-3
69.101000, 7.179549E-3, 4.270636E-3
, , 
69.102000, 1.184034E-2, 3.077984E-3
69.103000, 1.759282E-1, 6.569182E-3
69.104000, 1.750851E-2, 4.549153E-3
69.105000, 4.252645E-2, 5.803660E-3
69.106000, 2.248999E-2, 4.377232E-3
69.107000, 1.982898E-2, 3.166445E-3
69.108000, 7.629691E-2, 2.150465E-3
69.109000, 9.690226E-2, 7.341473E-3
69.110000, 1.163567E-1, 3.465088E-3
69.111000, 4.705674E-2, 2.444333E-3
69.112000, 1.157711E-1, 1.594155E-3
69.113000, 1.591030E-1, 7.754374E-3
69.114000, 1.122561E-1, 3.174987E-3
