Time, Activation By Channel (% of MVC)
115.962000, 6.175602E-2, 1.398929E+0
115.963000, 1.739846E-1, 1.409125E+0
115.964000, 2.045924E-1, 1.409125E+0
115.965000, 1.433768E-1, 1.409125E+0
115.966000, -6.067520E-2, 1.409125E+0
115.967000, 1.433768E-1, 1.409125E+0
115.968000, 9.236383E-2, 1.409125E+0
115.969000, -3.006740E-2, 1.409125E+0
115.970000, -1.524986E-1, 1.409125E+0
115.971000, 3.114822E-2, 1.409125E+0
115.972000, -1.986479E-2, 1.409125E+0
115.973000, 3.114822E-2, 1.409125E+0
115.974000, 1.331742E-1, 1.409125E+0
115.975000, 2.352003E-1, 1.409125E+0
115.976000, 3.066185E-1, 1.409125E+0
115.977000, 6.175602E-2, 1.409125E+0
115.978000, 6.175602E-2, 1.409125E+0
115.979000, -2.239168E-1, 1.409125E+0
115.980000, -7.087780E-2, 1.409125E+0
115.981000, 1.739846E-1, 1.409125E+0
115.982000, 2.249977E-1, 1.409125E+0
115.983000, 1.943898E-1, 1.409125E+0
115.984000, -2.545246E-1, 1.409125E+0
115.985000, -1.218908E-1, 1.398929E+0
115.986000, 1.025664E-1, 1.409125E+0
115.987000, 1.127690E-1, 1.409125E+0
115.988000, 4.135082E-2, 1.409125E+0
115.989000, 7.195862E-2, 1.409125E+0
115.990000, 1.025664E-1, 1.409125E+0
115.991000, 1.841872E-1, 1.409125E+0
115.992000, 1.025664E-1, 1.409125E+0
115.993000, -5.047260E-2, 1.409125E+0
115.994000, 2.094561E-2, 1.409125E+0
, , 
115.995000, 1.074301E-2, 1.398929E+0
115.996000, 5.404097E-4, 1.398929E+0
115.997000, 7.195862E-2, 1.409125E+0
115.998000, 4.135082E-2, 1.409125E+0
115.999000, 6.175602E-2, 1.409125E+0
116.000000, 1.637820E-1, 1.409125E+0
116.001000, 2.045924E-1, 1.409125E+0
116.002000, 6.175602E-2, 1.398929E+0
116.003000, 2.094561E-2, 1.409125E+0
116.004000, 8.216122E-2, 1.409125E+0
116.005000, 9.236383E-2, 1.398929E+0
116.006000, 9.236383E-2, 1.398929E+0
116.007000, 9.236383E-2, 1.398929E+0
116.008000, 8.216122E-2, 1.398929E+0
116.009000, 8.216122E-2, 1.398929E+0
116.010000, 5.155342E-2, 1.409125E+0
116.011000, 1.074301E-2, 1.398929E+0
116.012000, 1.074301E-2, 1.398929E+0
116.013000, 9.236383E-2, 1.398929E+0
116.014000, 1.331742E-1, 1.398929E+0
