Time (s), Percentage Displayed
0.001012, 6.640165
0.034119, 6.640165
0.068222, 6.062626
0.101311, 5.770751
0.134398, 5.882344
0.168488, 5.924281
0.202566, 6.103243
0.235667, 6.387668
0.268754, 6.168210
0.301843, 6.513312
0.334921, 6.677198
0.368020, 7.221837
0.401107, 7.230816
0.435184, 7.230816
0.467270, 7.723175
0.500340, 7.418065
0.534447, 8.345089
0.568535, 7.982608
0.602653, 7.982608
0.635715, 8.336176
0.668810, 8.336176
0.701918, 8.268244
0.734979, 7.921662
0.768095, 7.921662
0.802183, 8.188356
0.835279, 8.080091
0.868359, 8.080091
0.901447, 7.992122
0.934541, 7.791859
0.968625, 7.791859
1.002715, 8.199859
1.035780, 7.327928
1.068898, 7.327928
1.102959, 7.198598
1.136043, 7.044210
1.169163, 7.044210
1.202254, 7.192087
1.235326, 7.104667
1.268422, 7.104667
1.302518, 6.565550
1.335610, 6.915553
1.368696, 6.715334
1.402754, 6.514363
1.436875, 6.514363
1.469969, 7.046822
1.503022, 6.515879
1.536108, 6.515879
1.569196, 6.554097
1.601282, 6.474872
1.634369, 6.474872
1.668490, 6.356449
1.701549, 6.258513
1.734673, 6.258513
1.767724, 6.357300
1.800823, 6.439624
1.833947, 6.439624
1.868016, 6.648534
1.901111, 6.417204
1.934210, 6.417204
1.966282, 6.729327
1.999341, 6.472680
2.032454, 6.472680
2.065548, 6.168290
2.098607, 6.816798
2.131690, 6.816798
2.164814, 6.882022
2.198901, 6.700973
2.231990, 6.700973
2.265079, 6.873121
2.299136, 7.104295
2.332251, 7.104295
2.364347, 7.593810
2.398430, 7.981968
2.431520, 7.981968
2.464607, 7.782037
2.497697, 8.291045
2.530783, 8.291045
2.563872, 8.443081
2.596959, 8.245817
2.630054, 8.245817
2.663136, 8.763092
2.697196, 8.380381
2.729311, 8.380381
2.762394, 8.850075
2.795456, 8.850075
2.828584, 9.420484
2.862635, 8.942207
2.895722, 8.942207
2.928837, 9.430134
2.961903, 9.164467
2.994987, 9.164467
3.028073, 9.589036
3.061162, 9.432019
3.093261, 9.432019
3.126335, 8.898333
3.159422, 8.898333
3.192511, 8.828809
3.225626, 9.191090
3.258687, 9.191090
3.291774, 8.687579
3.324889, 9.282028
3.357978, 9.282028
3.392069, 9.232469
3.425156, 9.232469
3.458254, 9.163701
3.491344, 9.375574
3.524427, 9.375574
3.557514, 9.142074
3.590595, 8.788229
3.624693, 8.788229
3.657749, 9.137077
3.690863, 8.625074
3.723956, 8.625074
3.757045, 8.824233
3.790131, 8.824233
3.823222, 8.750108
3.855275, 8.692444
3.888393, 8.692444
3.921484, 8.817274
3.954538, 8.834236
3.987663, 8.834236
4.020712, 8.876591
4.053834, 8.876591
4.086890, 9.022751
4.119976, 8.723915
4.153066, 8.723915
4.186152, 8.439105
4.218271, 8.439105
4.251325, 8.374923
4.284413, 8.374923
4.318504, 8.448552
4.351592, 8.472068
4.385682, 8.472068
4.418777, 8.206853
4.452888, 8.025767
4.486954, 8.025767
4.521076, 7.987298
4.555138, 8.176913
4.588221, 8.176913
4.620306, 7.680715
4.653394, 7.680715
4.686481, 7.551670
4.719570, 7.768521
4.752658, 7.768521
4.785746, 7.740337
4.818834, 7.424237
4.851922, 7.424237
4.885012, 7.569688
4.918099, 7.569688
4.951186, 7.682180
4.983271, 7.518854
5.016361, 7.518854
5.049467, 7.119462
5.082574, 7.119462
5.115661, 7.140412
5.148711, 6.826967
5.181798, 6.826967
5.215916, 6.900184
5.248978, 7.098093
5.282065, 7.098093
5.315162, 6.866551
5.348242, 6.866551
5.380326, 6.669090
5.413417, 7.150532
5.446504, 7.150532
5.480624, 7.288930
5.513721, 7.288930
5.546771, 7.011134
5.579858, 7.154777
5.612977, 7.154777
5.646066, 6.918150
5.679153, 7.235783
5.712242, 7.235783
5.745324, 6.900662
5.778414, 6.809017
5.811512, 6.809017
5.844595, 7.223644
5.878652, 7.037831
5.912768, 7.037831
5.945857, 7.253915
5.978952, 7.253915
6.012038, 7.450465
6.046138, 7.032673
6.079224, 7.032673
6.111304, 7.382390
6.145391, 7.260128
6.178481, 7.260128
6.211538, 7.269223
6.244628, 7.285333
6.277753, 7.285333
6.310802, 7.079305
6.344929, 7.079305
6.377978, 7.099720
6.411067, 7.148783
6.444156, 7.148783
6.476276, 6.474770
6.510365, 6.474770
6.543450, 6.884324
6.576509, 7.048917
6.609623, 7.048917
6.642684, 6.643281
6.675797, 6.893948
6.708885, 6.893948
6.741973, 6.398288
6.775066, 6.398288
6.808154, 6.452362
6.841210, 6.638405
6.873330, 6.489756
6.906411, 6.432915
6.940475, 6.686898
6.973565, 6.912873
7.006687, 6.829695
7.040743, 7.109896
7.073831, 7.103985
7.107946, 7.092435
7.141007, 7.318677
7.175100, 8.046308
7.209217, 8.558181
7.241301, 8.260394
7.274389, 8.510436
7.307463, 8.304475
7.340538, 8.289933
7.373634, 7.902488
7.406714, 7.734024
7.439803, 7.885885
7.472890, 8.130696
7.505985, 8.055499
7.539067, 7.694006
7.573187, 7.814592
7.605274, 7.900296
7.638350, 7.741020
7.671443, 7.706001
7.704532, 7.497400
7.737622, 7.308486
7.770713, 7.569265
7.803771, 7.852807
7.836889, 7.978231
7.870966, 8.156119
7.904070, 7.842119
7.937155, 7.582480
7.971241, 7.283275
8.003327, 7.198660
8.036423, 7.369981
8.069476, 7.611985
8.102592, 7.735058
8.135653, 7.494475
8.169743, 7.445882
8.203859, 7.315302
8.236955, 7.564448
8.270042, 7.420615
8.303129, 7.747167
8.337221, 7.505651
8.369298, 7.568288
8.402360, 7.222190
8.435454, 7.426126
8.468538, 7.176426
8.501658, 7.363572
8.535748, 7.585296
8.568835, 7.263861
8.601925, 7.484109
8.635011, 7.429727
8.668101, 7.583651
8.701188, 7.771242
8.733329, 7.823861
8.767418, 7.756039
8.801654, 7.986119
8.835773, 7.934521
8.868903, 8.175550
8.902022, 7.767038
8.936113, 8.288969
8.969200, 8.327698
9.001318, 8.290798
9.034375, 8.122867
9.067494, 8.181982
9.100551, 8.228647
9.134672, 8.373525
9.167728, 8.381370
9.200874, 8.114656
9.233904, 8.020945
9.267000, 8.200568
9.300080, 8.397312
9.333172, 8.067407
9.365254, 7.895522
9.398341, 8.223062
9.432432, 7.605345
9.465522, 7.657708
9.498608, 7.296349
9.531696, 7.387570
9.564784, 7.425773
9.597871, 7.412159
9.630968, 7.292933
9.665095, 6.911930
9.698179, 7.065579
9.731267, 7.167364
9.764355, 7.246907
9.797443, 7.045535
9.830531, 7.381450
9.863618, 7.238171
9.896708, 7.400941
9.929799, 7.254075
9.962843, 7.166404
9.996960, 7.256931
