Time (s), Percentage Displayed
0.029077, 8.232939
0.071198, 8.232939
0.104287, 8.472375
0.137364, 8.570596
0.171457, 8.494642
0.204543, 8.642466
0.237632, 9.009623
0.270719, 9.174813
0.303806, 9.427127
0.336895, 9.056691
0.369983, 8.881158
0.402068, 9.161182
0.436163, 9.594247
0.469248, 9.762138
0.502344, 9.587484
0.535424, 9.925685
0.568545, 10.084786
0.601616, 9.584200
0.634686, 9.436163
0.667774, 10.069158
0.701866, 10.272195
0.734953, 9.481730
0.767061, 9.789041
0.801144, 9.674813
0.834217, 9.544091
0.867306, 9.432685
0.900393, 9.600747
0.934484, 9.136885
0.967571, 8.737992
1.000660, 8.794804
1.033747, 8.938023
1.066835, 9.050935
1.099941, 9.337939
1.133026, 9.712433
1.166101, 9.175014
1.199207, 9.128146
1.232276, 9.313794
1.265364, 9.399860
1.298452, 9.250762
1.332542, 9.437480
1.365630, 9.367622
1.398726, 9.192927
1.432827, 9.028777
1.465896, 9.019828
1.498987, 9.759343
1.531071, 9.736401
1.565161, 9.186752
1.599256, 9.606026
1.632365, 9.103708
1.665431, 8.864652
1.698514, 8.950127
1.732606, 9.333175
1.766715, 9.066991
1.799784, 9.270340
1.832871, 9.150343
1.865960, 9.526468
1.899048, 9.733755
1.931134, 10.336598
1.964236, 10.336598
1.997310, 9.742191
2.030396, 9.931699
2.063486, 10.139355
2.096573, 10.319026
2.130665, 10.342620
2.163753, 10.763003
2.197843, 10.903621
2.230931, 10.618123
2.264033, 10.806095
2.296103, 10.798202
2.329192, 10.694503
2.362280, 10.607922
2.395374, 10.607922
2.428455, 10.607922
2.462551, 10.174451
2.495634, 10.518575
2.528722, 10.284593
2.561810, 10.086545
2.594897, 9.947703
2.627987, 9.828300
2.660072, 9.897980
2.693174, 9.748289
2.726248, 9.483755
2.759336, 9.329466
2.792448, 9.164949
2.825512, 9.164949
2.858599, 9.164949
2.891706, 9.534300
2.924776, 9.534300
2.957862, 9.712997
2.990951, 9.712997
3.024038, 9.685708
3.057127, 9.706994
3.090223, 9.706994
3.123320, 9.251222
3.156411, 9.251222
3.189480, 9.355254
3.222566, 9.355254
3.255654, 9.660241
3.288742, 9.660241
3.321830, 9.865461
3.354933, 9.865461
3.388011, 10.548906
3.420092, 10.548906
3.454183, 10.635035
3.487270, 10.635035
3.520392, 10.717752
3.553446, 10.717752
3.586534, 10.717225
3.620625, 11.512054
3.653712, 11.392529
3.686803, 11.392529
3.719896, 11.293898
3.752977, 11.293898
3.785061, 11.332024
3.819152, 11.332024
3.852266, 10.986588
3.885328, 10.986588
3.919427, 11.728844
3.952507, 11.728844
3.985594, 11.728844
4.018682, 11.728844
4.051782, 11.810020
4.084858, 11.810020
4.118967, 12.039510
4.153040, 12.039510
4.185125, 12.262113
4.218215, 12.262113
4.251322, 12.103785
4.284389, 12.103785
4.317487, 12.003036
4.350566, 12.003036
4.383679, 11.175811
4.416741, 11.175811
4.449829, 10.440308
4.482917, 10.618559
4.516005, 10.618559
4.548090, 10.748713
4.581182, 10.748713
4.614271, 10.748713
4.647356, 9.932922
4.680441, 9.932922
4.713542, 9.932922
4.746624, 9.700415
4.780708, 9.845560
4.813803, 9.845560
4.846883, 9.387429
4.880975, 9.387429
4.913059, 9.537014
4.947169, 9.537014
4.980239, 8.967285
5.013327, 8.967285
5.046415, 8.580814
5.079510, 8.352603
5.112590, 8.352603
5.145680, 7.952842
5.178768, 8.239939
5.212858, 8.239939
5.245963, 7.823443
5.279033, 7.823443
5.311119, 7.823443
5.344213, 7.721399
5.377295, 7.721399
5.410382, 8.351760
5.443472, 8.498449
5.508676, 8.498449
5.541734, 8.498449
5.574821, 8.498449
5.607908, 8.498449
5.640996, 7.890776
5.673081, 7.838034
5.707171, 7.838034
5.740261, 7.870998
5.773347, 7.870998
5.806435, 7.845831
5.839522, 7.845831
5.872628, 7.845831
5.905698, 7.845831
5.938787, 8.624853
5.971877, 8.685385
6.004962, 8.685385
6.038051, 9.535363
6.071139, 9.451497
6.104226, 9.451497
6.137315, 9.112191
6.171406, 9.112191
6.204494, 8.998418
6.237581, 8.567692
6.270670, 8.567692
6.303757, 9.551846
6.336845, 9.551846
6.370937, 9.177886
6.404025, 9.962273
6.436109, 10.240560
6.469197, 9.278301
6.502285, 9.524019
6.536376, 10.318810
6.569463, 9.915062
6.602551, 10.323742
6.635639, 9.508974
6.668727, 9.953830
6.701818, 10.661388
6.734923, 10.135707
6.767993, 10.663434
6.800078, 10.504690
6.833165, 10.504690
6.866253, 11.696646
6.899342, 11.251978
6.932429, 10.994559
6.965517, 11.606555
6.998605, 11.747724
7.031726, 12.700418
7.064780, 11.494317
7.097870, 11.576474
7.130957, 11.825999
7.163054, 12.100276
7.196132, 12.923357
7.230220, 11.991540
7.264310, 11.568820
7.297399, 10.400923
7.330489, 10.112202
7.363576, 9.614947
7.397666, 9.010399
7.430787, 9.219284
7.463841, 8.747653
7.496929, 8.440610
7.531023, 8.135003
7.563105, 7.815073
7.596195, 8.154258
7.629294, 7.758113
7.662371, 7.758113
7.695457, 7.977423
7.728571, 9.671802
7.761633, 11.133027
7.794723, 11.978237
7.827824, 13.831785
7.860899, 13.169559
7.893986, 12.707631
7.926071, 13.230728
7.959157, 13.529103
7.992247, 13.686993
8.025351, 13.061933
8.059424, 12.901234
8.093531, 11.576262
8.126603, 11.373909
8.159703, 10.943409
8.192780, 10.132669
8.225871, 9.652676
8.258958, 9.526984
8.292044, 8.148354
8.324128, 8.148354
8.357218, 8.370685
8.391309, 8.370685
8.424396, 8.369354
8.457484, 9.288121
8.490571, 9.804341
8.523659, 9.815775
8.556748, 10.382195
8.589837, 11.378548
8.622923, 11.378548
8.656012, 12.503068
8.689110, 12.175132
8.722187, 12.175132
8.755294, 12.333699
8.788363, 12.502360
8.821450, 12.395487
8.854567, 12.038039
8.888629, 11.677443
8.921719, 11.777838
8.954806, 10.802859
8.987903, 10.396984
9.021007, 10.301637
9.053066, 10.301637
9.086154, 8.991755
9.119245, 8.991755
9.152330, 8.167342
9.185419, 9.077466
9.218506, 9.504573
9.251595, 9.057219
9.284682, 9.055719
9.317771, 9.256394
9.350872, 9.049927
9.383968, 9.208165
9.417035, 8.870355
9.449119, 9.349831
9.482208, 9.256549
9.515296, 9.514841
9.548384, 9.034470
9.581472, 9.348094
9.614559, 9.126366
9.648650, 9.121509
9.681737, 8.624269
9.714825, 8.175460
9.747914, 7.857297
9.781001, 7.779686
9.813087, 7.547272
9.847208, 8.130919
9.881282, 8.128872
9.914355, 8.594988
9.947444, 8.082857
9.980531, 8.650748
10.013619, 8.289166
