93.587631, 01/30/2018, 13:47:19.200
93.587631, 01/30/2018, 13:47:19.230
94.151557, 01/30/2018, 13:47:19.261
95.133743, 01/30/2018, 13:47:19.292
96.216219, 01/30/2018, 13:47:19.322
95.588717, 01/30/2018, 13:47:19.353
96.831415, 01/30/2018, 13:47:19.383
96.083652, 01/30/2018, 13:47:19.413
96.083652, 01/30/2018, 13:47:19.443
95.763044, 01/30/2018, 13:47:19.473
98.199509, 01/30/2018, 13:47:19.503
98.199509, 01/30/2018, 13:47:19.533
98.920650, 01/30/2018, 13:47:19.562
100.077520, 01/30/2018, 13:47:19.592
99.806153, 01/30/2018, 13:47:19.623
99.770902, 01/30/2018, 13:47:19.654
98.746604, 01/30/2018, 13:47:19.684
98.746604, 01/30/2018, 13:47:19.714
98.876558, 01/30/2018, 13:47:19.744
98.876558, 01/30/2018, 13:47:19.774
98.876558, 01/30/2018, 13:47:19.804
98.471335, 01/30/2018, 13:47:19.834
98.460336, 01/30/2018, 13:47:19.864
99.696580, 01/30/2018, 13:47:19.894
99.696580, 01/30/2018, 13:47:19.923
99.033931, 01/30/2018, 13:47:19.953
99.033931, 01/30/2018, 13:47:19.983
99.033931, 01/30/2018, 13:47:20.014
99.800198, 01/30/2018, 13:47:20.044
98.728497, 01/30/2018, 13:47:20.074
98.571935, 01/30/2018, 13:47:20.104
98.571935, 01/30/2018, 13:47:20.134
97.831839, 01/30/2018, 13:47:20.164
97.831839, 01/30/2018, 13:47:20.194
97.667649, 01/30/2018, 13:47:20.224
97.222898, 01/30/2018, 13:47:20.254
97.222898, 01/30/2018, 13:47:20.284
97.179626, 01/30/2018, 13:47:20.313
97.179626, 01/30/2018, 13:47:20.343
97.179626, 01/30/2018, 13:47:20.374
97.445197, 01/30/2018, 13:47:20.405
96.842233, 01/30/2018, 13:47:20.436
96.842233, 01/30/2018, 13:47:20.466
96.261721, 01/30/2018, 13:47:20.496
96.160437, 01/30/2018, 13:47:20.527
96.160437, 01/30/2018, 13:47:20.557
95.204623, 01/30/2018, 13:47:20.588
95.204623, 01/30/2018, 13:47:20.619
94.942215, 01/30/2018, 13:47:20.649
94.692762, 01/30/2018, 13:47:20.678
94.692762, 01/30/2018, 13:47:20.708
95.036208, 01/30/2018, 13:47:20.738
95.008446, 01/30/2018, 13:47:20.770
95.008446, 01/30/2018, 13:47:20.801
96.038625, 01/30/2018, 13:47:20.832
95.857432, 01/30/2018, 13:47:20.862
95.857432, 01/30/2018, 13:47:20.892
95.857432, 01/30/2018, 13:47:20.922
96.674746, 01/30/2018, 13:47:20.952
96.674746, 01/30/2018, 13:47:20.982
95.730238, 01/30/2018, 13:47:21.012
95.730238, 01/30/2018, 13:47:21.042
95.501509, 01/30/2018, 13:47:21.071
95.501509, 01/30/2018, 13:47:21.101
96.894800, 01/30/2018, 13:47:21.131
96.014595, 01/30/2018, 13:47:21.162
96.014595, 01/30/2018, 13:47:21.193
96.944984, 01/30/2018, 13:47:21.223
96.944984, 01/30/2018, 13:47:21.253
96.630172, 01/30/2018, 13:47:21.283
96.630172, 01/30/2018, 13:47:21.313
96.266283, 01/30/2018, 13:47:21.343
96.266283, 01/30/2018, 13:47:21.373
95.557690, 01/30/2018, 13:47:21.403
95.557690, 01/30/2018, 13:47:21.432
95.557690, 01/30/2018, 13:47:21.462
96.190819, 01/30/2018, 13:47:21.492
95.504538, 01/30/2018, 13:47:21.523
95.504538, 01/30/2018, 13:47:21.553
94.950195, 01/30/2018, 13:47:21.583
94.029947, 01/30/2018, 13:47:21.613
94.029947, 01/30/2018, 13:47:21.643
94.029947, 01/30/2018, 13:47:21.673
93.000328, 01/30/2018, 13:47:21.703
93.000328, 01/30/2018, 13:47:21.733
91.672664, 01/30/2018, 13:47:21.763
91.672664, 01/30/2018, 13:47:21.793
91.672664, 01/30/2018, 13:47:21.822
91.274016, 01/30/2018, 13:47:21.852
91.274016, 01/30/2018, 13:47:21.882
93.208077, 01/30/2018, 13:47:21.913
93.208077, 01/30/2018, 13:47:21.943
93.208077, 01/30/2018, 13:47:21.973
92.071301, 01/30/2018, 13:47:22.003
92.071301, 01/30/2018, 13:47:22.033
91.457513, 01/30/2018, 13:47:22.063
91.457513, 01/30/2018, 13:47:22.093
91.457513, 01/30/2018, 13:47:22.123
91.457513, 01/30/2018, 13:47:22.153
91.656827, 01/30/2018, 13:47:22.182
91.656827, 01/30/2018, 13:47:22.212
91.560341, 01/30/2018, 13:47:22.242
91.560341, 01/30/2018, 13:47:22.273
91.560341, 01/30/2018, 13:47:22.303
91.560341, 01/30/2018, 13:47:22.334
92.464092, 01/30/2018, 13:47:22.364
92.464092, 01/30/2018, 13:47:22.394
92.464092, 01/30/2018, 13:47:22.424
93.292089, 01/30/2018, 13:47:22.454
93.292089, 01/30/2018, 13:47:22.484
93.292089, 01/30/2018, 13:47:22.514
93.292089, 01/30/2018, 13:47:22.544
95.406600, 01/30/2018, 13:47:22.573
95.406600, 01/30/2018, 13:47:22.603
95.406600, 01/30/2018, 13:47:22.633
95.406600, 01/30/2018, 13:47:22.664
94.698556, 01/30/2018, 13:47:22.694
94.698556, 01/30/2018, 13:47:22.724
94.698556, 01/30/2018, 13:47:22.754
94.698556, 01/30/2018, 13:47:22.784
95.282054, 01/30/2018, 13:47:22.814
95.282054, 01/30/2018, 13:47:22.845
95.282054, 01/30/2018, 13:47:22.875
96.491557, 01/30/2018, 13:47:22.905
96.491557, 01/30/2018, 13:47:22.934
96.491557, 01/30/2018, 13:47:22.964
96.491557, 01/30/2018, 13:47:22.995
96.536447, 01/30/2018, 13:47:23.026
96.536447, 01/30/2018, 13:47:23.056
96.536447, 01/30/2018, 13:47:23.086
96.536447, 01/30/2018, 13:47:23.116
96.615179, 01/30/2018, 13:47:23.146
96.615179, 01/30/2018, 13:47:23.176
96.615179, 01/30/2018, 13:47:23.206
96.615179, 01/30/2018, 13:47:23.236
97.439812, 01/30/2018, 13:47:23.267
97.439812, 01/30/2018, 13:47:23.296
97.439812, 01/30/2018, 13:47:23.326
97.439812, 01/30/2018, 13:47:23.356
97.180581, 01/30/2018, 13:47:23.386
97.180581, 01/30/2018, 13:47:23.417
97.180581, 01/30/2018, 13:47:23.447
97.180581, 01/30/2018, 13:47:23.477
96.122134, 01/30/2018, 13:47:23.507
96.122134, 01/30/2018, 13:47:23.537
96.122134, 01/30/2018, 13:47:23.567
96.122134, 01/30/2018, 13:47:23.597
97.937666, 01/30/2018, 13:47:23.627
97.937666, 01/30/2018, 13:47:23.657
97.937666, 01/30/2018, 13:47:23.686
97.937666, 01/30/2018, 13:47:23.716
97.333219, 01/30/2018, 13:47:23.746
97.333219, 01/30/2018, 13:47:23.777
97.333219, 01/30/2018, 13:47:23.807
97.333219, 01/30/2018, 13:47:23.837
97.313589, 01/30/2018, 13:47:23.867
97.313589, 01/30/2018, 13:47:23.897
97.313589, 01/30/2018, 13:47:23.927
96.491211, 01/30/2018, 13:47:23.957
96.491211, 01/30/2018, 13:47:23.987
96.491211, 01/30/2018, 13:47:24.017
96.491211, 01/30/2018, 13:47:24.047
95.376261, 01/30/2018, 13:47:24.076
95.376261, 01/30/2018, 13:47:24.106
95.376261, 01/30/2018, 13:47:24.136
95.376261, 01/30/2018, 13:47:24.167
95.508117, 01/30/2018, 13:47:24.197
95.508117, 01/30/2018, 13:47:24.227
95.508117, 01/30/2018, 13:47:24.257
