Parameters: 	Upper Cutoff:  500	Lower Cutoff: 20	Sample Rate (Hz): 1000	Frames Per Second30	Display Window Size (S)50	MVC Window Size (s): 50	Seconds To Acquire MVC: 3	Display Channel: 0
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	10/19/2017  17:32:14.868653	10/19/2017  17:32:14.868653	10/19/2017  17:32:14.868653	10/19/2017  17:32:14.868653	10/19/2017  17:32:14.868653	10/19/2017  17:32:14.868653	10/19/2017  17:32:14.868653	10/19/2017  17:32:14.868653
delta t	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
10/19/2017  17:32:14.862716	1.260716E+0	4.636681E-4	3.457134E-3	7.317927E-3	5.745107E-3	2.940870E-3	8.128723E-3	3.661131E-3
10/19/2017  17:32:14.863716	1.789766E+0	2.453736E-3	4.549383E-3	3.296027E-3	2.263067E-3	2.007652E-3	5.392056E-3	8.082710E-3
10/19/2017  17:32:14.864716	1.321105E-1	4.871774E-3	1.431789E-2	2.674444E-4	7.349755E-4	3.404826E-3	9.841895E-3	5.327164E-3
10/19/2017  17:32:14.865716	9.232097E-1	1.295287E-3	3.474899E-3	4.074320E-3	5.031146E-3	4.388427E-3	7.475527E-3	7.772970E-3
10/19/2017  17:32:14.866716	8.114072E-1	7.820688E-3	2.385711E-3	3.807757E-3	9.420860E-3	1.196208E-2	1.016270E-3	1.044955E-2
10/19/2017  17:32:14.867716	8.380144E-1	5.382890E-3	8.714835E-3	7.952253E-3	6.407260E-3	1.724450E-3	4.911024E-3	7.489016E-3
10/19/2017  17:32:14.868716	8.969620E-1	9.607624E-3	2.207758E-3	5.220844E-3	9.076998E-3	1.472099E-3	3.326721E-3	1.560709E-3
10/19/2017  17:32:14.869716	6.490600E-1	2.721400E-3	7.784976E-3	7.272117E-3	1.551466E-2	1.240810E-2	4.822020E-3	1.021283E-2
10/19/2017  17:32:14.870716	8.013746E-2	2.357402E-3	3.723146E-3	1.760050E-2	5.566489E-5	4.642249E-3	7.800919E-4	7.364595E-3
10/19/2017  17:32:14.871716	1.816601E-2	1.585874E-3	5.418760E-3	8.851363E-3	3.825700E-3	1.157547E-3	4.770469E-3	5.829448E-3
10/19/2017  17:32:14.872716	1.486707E-1	9.459653E-4	2.113938E-3	4.324150E-3	6.605893E-3	9.661946E-4	1.225539E-3	3.120243E-5
10/19/2017  17:32:14.873716	1.606014E-1	4.241031E-4	1.824313E-3	5.174710E-3	1.820565E-2	7.851214E-3	1.198517E-3	1.071851E-2
10/19/2017  17:32:14.874716	1.364144E-1	4.309319E-3	1.551125E-3	5.514732E-3	2.289514E-4	5.602305E-3	1.010299E-3	5.853391E-3
10/19/2017  17:32:14.875716	8.656194E-2	5.374167E-3	5.183449E-3	7.515615E-3	2.698338E-3	6.416165E-3	3.729880E-4	1.324139E-2
10/19/2017  17:32:14.876716	1.002192E-1	2.747618E-3	7.502921E-3	1.445105E-2	4.373185E-3	4.091647E-3	8.760533E-3	1.471547E-3
10/19/2017  17:32:14.877716	3.293127E-1	2.007908E-3	9.693145E-4	5.833081E-3	1.056842E-3	2.846682E-3	1.605318E-4	1.227649E-3
10/19/2017  17:32:14.878716	3.615875E-1	2.928746E-3	5.934278E-3	2.830595E-3	3.549045E-3	4.658533E-3	2.044283E-3	5.460800E-3
