7.946990	\t	10/19/2017 5:27:33 PM
8.605553	\t	10/19/2017 5:27:33 PM
8.605553	\t	10/19/2017 5:27:33 PM
8.605553	\t	10/19/2017 5:27:33 PM
8.605553	\t	10/19/2017 5:27:33 PM
11.133441	\t	10/19/2017 5:27:33 PM
11.133441	\t	10/19/2017 5:27:33 PM
11.133441	\t	10/19/2017 5:27:33 PM
11.133441	\t	10/19/2017 5:27:33 PM
11.133441	\t	10/19/2017 5:27:33 PM
11.133441	\t	10/19/2017 5:27:33 PM
11.133441	\t	10/19/2017 5:27:33 PM
11.133441	\t	10/19/2017 5:27:33 PM
11.817303	\t	10/19/2017 5:27:33 PM
11.817303	\t	10/19/2017 5:27:33 PM
11.817303	\t	10/19/2017 5:27:33 PM
11.817303	\t	10/19/2017 5:27:33 PM
11.817303	\t	10/19/2017 5:27:33 PM
11.817303	\t	10/19/2017 5:27:33 PM
11.817303	\t	10/19/2017 5:27:33 PM
11.314487	\t	10/19/2017 5:27:33 PM
11.314487	\t	10/19/2017 5:27:33 PM
11.314487	\t	10/19/2017 5:27:33 PM
11.314487	\t	10/19/2017 5:27:33 PM
11.314487	\t	10/19/2017 5:27:33 PM
11.314487	\t	10/19/2017 5:27:33 PM
11.314487	\t	10/19/2017 5:27:33 PM
11.314487	\t	10/19/2017 5:27:34 PM
10.945092	\t	10/19/2017 5:27:34 PM
10.945092	\t	10/19/2017 5:27:34 PM
10.945092	\t	10/19/2017 5:27:34 PM
10.945092	\t	10/19/2017 5:27:34 PM
10.945092	\t	10/19/2017 5:27:34 PM
10.945092	\t	10/19/2017 5:27:34 PM
10.945092	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
8.201403	\t	10/19/2017 5:27:34 PM
11.895047	\t	10/19/2017 5:27:34 PM
11.895047	\t	10/19/2017 5:27:34 PM
11.895047	\t	10/19/2017 5:27:34 PM
11.895047	\t	10/19/2017 5:27:34 PM
11.895047	\t	10/19/2017 5:27:34 PM
11.895047	\t	10/19/2017 5:27:34 PM
11.895047	\t	10/19/2017 5:27:34 PM
11.895047	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
13.161221	\t	10/19/2017 5:27:34 PM
11.029642	\t	10/19/2017 5:27:34 PM
11.029642	\t	10/19/2017 5:27:34 PM
11.029642	\t	10/19/2017 5:27:34 PM
8.331965	\t	10/19/2017 5:27:34 PM
8.331965	\t	10/19/2017 5:27:34 PM
8.331965	\t	10/19/2017 5:27:34 PM
8.331965	\t	10/19/2017 5:27:34 PM
8.331965	\t	10/19/2017 5:27:34 PM
8.331965	\t	10/19/2017 5:27:34 PM
10.303554	\t	10/19/2017 5:27:34 PM
10.303554	\t	10/19/2017 5:27:34 PM
10.303554	\t	10/19/2017 5:27:34 PM
10.303554	\t	10/19/2017 5:27:34 PM
10.303554	\t	10/19/2017 5:27:34 PM
10.303554	\t	10/19/2017 5:27:34 PM
9.645153	\t	10/19/2017 5:27:34 PM
9.645153	\t	10/19/2017 5:27:34 PM
9.645153	\t	10/19/2017 5:27:34 PM
9.645153	\t	10/19/2017 5:27:34 PM
9.645153	\t	10/19/2017 5:27:34 PM
9.645153	\t	10/19/2017 5:27:34 PM
9.645153	\t	10/19/2017 5:27:34 PM
6.855616	\t	10/19/2017 5:27:34 PM
6.855616	\t	10/19/2017 5:27:34 PM
6.855616	\t	10/19/2017 5:27:34 PM
6.855616	\t	10/19/2017 5:27:34 PM
6.855616	\t	10/19/2017 5:27:34 PM
6.855616	\t	10/19/2017 5:27:34 PM
6.855616	\t	10/19/2017 5:27:34 PM
2.697450	\t	10/19/2017 5:27:34 PM
2.697450	\t	10/19/2017 5:27:34 PM
2.697450	\t	10/19/2017 5:27:34 PM
2.697450	\t	10/19/2017 5:27:34 PM
2.697450	\t	10/19/2017 5:27:34 PM
2.697450	\t	10/19/2017 5:27:34 PM
2.697450	\t	10/19/2017 5:27:34 PM
1.057967	\t	10/19/2017 5:27:34 PM
1.057967	\t	10/19/2017 5:27:34 PM
1.057967	\t	10/19/2017 5:27:34 PM
1.057967	\t	10/19/2017 5:27:34 PM
1.057967	\t	10/19/2017 5:27:34 PM
1.057967	\t	10/19/2017 5:27:34 PM
4.511778	\t	10/19/2017 5:27:34 PM
4.511778	\t	10/19/2017 5:27:34 PM
4.511778	\t	10/19/2017 5:27:34 PM
4.511778	\t	10/19/2017 5:27:34 PM
4.511778	\t	10/19/2017 5:27:34 PM
4.511778	\t	10/19/2017 5:27:34 PM
4.511778	\t	10/19/2017 5:27:34 PM
5.926015	\t	10/19/2017 5:27:34 PM
5.926015	\t	10/19/2017 5:27:34 PM
5.926015	\t	10/19/2017 5:27:34 PM
5.926015	\t	10/19/2017 5:27:34 PM
5.926015	\t	10/19/2017 5:27:34 PM
