8.195365, 10/19/2017 5:42:53 PM
8.195365, 10/19/2017 5:42:53 PM
8.411018, 10/19/2017 5:42:53 PM
8.411018, 10/19/2017 5:42:53 PM
8.411018, 10/19/2017 5:42:53 PM
8.411018, 10/19/2017 5:42:53 PM
8.411018, 10/19/2017 5:42:53 PM
8.411018, 10/19/2017 5:42:53 PM
8.810321, 10/19/2017 5:42:53 PM
8.810321, 10/19/2017 5:42:53 PM
8.810321, 10/19/2017 5:42:53 PM
8.810321, 10/19/2017 5:42:53 PM
8.810321, 10/19/2017 5:42:53 PM
8.810321, 10/19/2017 5:42:53 PM
8.810321, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.683651, 10/19/2017 5:42:53 PM
7.665289, 10/19/2017 5:42:53 PM
7.665289, 10/19/2017 5:42:53 PM
7.665289, 10/19/2017 5:42:53 PM
7.665289, 10/19/2017 5:42:53 PM
7.665289, 10/19/2017 5:42:53 PM
7.665289, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.673213, 10/19/2017 5:42:53 PM
6.286563, 10/19/2017 5:42:53 PM
6.286563, 10/19/2017 5:42:53 PM
6.286563, 10/19/2017 5:42:53 PM
6.286563, 10/19/2017 5:42:53 PM
6.286563, 10/19/2017 5:42:53 PM
6.286563, 10/19/2017 5:42:53 PM
6.286563, 10/19/2017 5:42:53 PM
6.227450, 10/19/2017 5:42:53 PM
6.227450, 10/19/2017 5:42:53 PM
6.227450, 10/19/2017 5:42:53 PM
6.227450, 10/19/2017 5:42:53 PM
6.227450, 10/19/2017 5:42:53 PM
6.227450, 10/19/2017 5:42:53 PM
6.227450, 10/19/2017 5:42:53 PM
6.135004, 10/19/2017 5:42:53 PM
6.135004, 10/19/2017 5:42:53 PM
6.135004, 10/19/2017 5:42:53 PM
6.135004, 10/19/2017 5:42:53 PM
6.135004, 10/19/2017 5:42:53 PM
6.135004, 10/19/2017 5:42:53 PM
6.135004, 10/19/2017 5:42:53 PM
6.135004, 10/19/2017 5:42:53 PM
6.926890, 10/19/2017 5:42:53 PM
6.926890, 10/19/2017 5:42:53 PM
6.926890, 10/19/2017 5:42:53 PM
6.926890, 10/19/2017 5:42:53 PM
6.926890, 10/19/2017 5:42:53 PM
6.926890, 10/19/2017 5:42:53 PM
8.279920, 10/19/2017 5:42:53 PM
8.279920, 10/19/2017 5:42:53 PM
8.279920, 10/19/2017 5:42:53 PM
8.279920, 10/19/2017 5:42:53 PM
8.279920, 10/19/2017 5:42:53 PM
8.279920, 10/19/2017 5:42:53 PM
7.948803, 10/19/2017 5:42:53 PM
7.948803, 10/19/2017 5:42:53 PM
7.948803, 10/19/2017 5:42:53 PM
7.948803, 10/19/2017 5:42:53 PM
7.948803, 10/19/2017 5:42:53 PM
7.948803, 10/19/2017 5:42:53 PM
7.948803, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
8.348432, 10/19/2017 5:42:53 PM
9.522265, 10/19/2017 5:42:53 PM
9.522265, 10/19/2017 5:42:53 PM
9.522265, 10/19/2017 5:42:53 PM
9.522265, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:53 PM
8.582038, 10/19/2017 5:42:54 PM
8.705327, 10/19/2017 5:42:54 PM
8.705327, 10/19/2017 5:42:54 PM
8.705327, 10/19/2017 5:42:54 PM
9.614469, 10/19/2017 5:42:54 PM
