Parameters: 	Upper Cutoff: : 500	Lower Cutoff: : 20	Sample Rate (HZ)1000	Frames Per Second: 30	Display Window Size (S)50	MVC Window Size (s): 50	Seconds To Acquire MVC: 3	Display Channel: 0
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	10/19/2017  17:32:24.587639	10/19/2017  17:32:24.587639	10/19/2017  17:32:24.587639	10/19/2017  17:32:24.587639	10/19/2017  17:32:24.587639	10/19/2017  17:32:24.587639	10/19/2017  17:32:24.587639	10/19/2017  17:32:24.587639
delta t	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
10/19/2017  17:32:24.564716	-4.569628E-1	1.319332E-2	2.409852E-2	-1.013632E+1	1.712873E-2	1.691808E-2	7.968532E-2	3.927877E-2
10/19/2017  17:32:24.565716	-7.213306E-1	2.845637E-2	1.900811E-2	-1.013887E+1	2.987847E-2	1.691808E-2	7.459952E-2	3.927877E-2
10/19/2017  17:32:24.566716	-6.933686E-1	1.064948E-2	1.900811E-2	-1.014651E+1	2.222863E-2	1.691808E-2	7.205661E-2	3.927877E-2
10/19/2017  17:32:24.567716	5.039123E-1	1.319332E-2	1.900811E-2	-1.012869E+1	1.457878E-2	1.946206E-2	7.205661E-2	2.401527E-2
10/19/2017  17:32:24.568716	5.039123E-1	2.082484E-2	1.646291E-2	-1.014396E+1	2.477858E-2	2.709402E-2	7.205661E-2	2.655919E-2
10/19/2017  17:32:24.569716	4.962863E-1	1.319332E-2	2.664372E-2	-1.013632E+1	2.477858E-2	2.455003E-2	8.222822E-2	3.927877E-2
10/19/2017  17:32:24.570716	2.395446E-1	1.319332E-2	1.900811E-2	-1.012614E+1	2.222863E-2	2.709402E-2	7.205661E-2	3.927877E-2
10/19/2017  17:32:24.571716	2.855876E-2	1.064948E-2	1.391770E-2	-1.013378E+1	1.712873E-2	1.437409E-2	6.951371E-2	3.927877E-2
10/19/2017  17:32:24.572716	3.488505E-1	1.319332E-2	1.137250E-2	-1.012869E+1	2.732853E-2	2.455003E-2	7.205661E-2	3.164702E-2
10/19/2017  17:32:24.573716	-3.753318E-2	2.336868E-2	1.646291E-2	-1.014651E+1	2.477858E-2	2.709402E-2	8.222822E-2	2.147136E-2
10/19/2017  17:32:24.574716	-2.482320E-2	1.828100E-2	1.900811E-2	-1.013123E+1	1.712873E-2	3.472597E-2	7.714242E-2	3.164702E-2
10/19/2017  17:32:24.575716	3.590185E-1	3.017961E-3	1.900811E-2	-1.013123E+1	1.202884E-2	1.691808E-2	8.477112E-2	3.673486E-2
10/19/2017  17:32:24.576716	5.652073E-2	1.064948E-2	1.137250E-2	-1.014396E+1	2.987847E-2	9.286120E-3	7.459952E-2	3.164702E-2
10/19/2017  17:32:24.577716	8.956670E-2	2.082484E-2	1.391770E-2	-1.013887E+1	1.967868E-2	2.200605E-2	6.951371E-2	2.401527E-2
10/19/2017  17:32:24.578716	-1.951370E-1	1.573716E-2	1.900811E-2	-1.014651E+1	1.967868E-2	2.200605E-2	7.714242E-2	2.147136E-2
10/19/2017  17:32:24.579716	-2.536030E-1	8.105642E-3	2.918892E-2	-1.013887E+1	1.457878E-2	2.455003E-2	8.222822E-2	3.164702E-2
10/19/2017  17:32:24.580716	3.361405E-1	5.561801E-3	2.155331E-2	-1.013378E+1	1.967868E-2	1.946206E-2	7.714242E-2	3.164702E-2
10/19/2017  17:32:24.581716	-1.973920E-2	1.064948E-2	1.191689E-3	-1.013632E+1	2.987847E-2	1.946206E-2	7.205661E-2	2.655919E-2
10/19/2017  17:32:24.582716	-8.074715E-2	1.828100E-2	1.646291E-2	-1.014651E+1	2.732853E-2	2.709402E-2	7.205661E-2	2.655919E-2
10/19/2017  17:32:24.583716	4.635274E-2	2.082484E-2	4.191494E-2	-1.013378E+1	1.967868E-2	2.963800E-2	7.714242E-2	3.419094E-2
10/19/2017  17:32:24.584716	2.347476E-2	1.828100E-2	1.900811E-2	-1.013378E+1	2.222863E-2	1.691808E-2	7.205661E-2	3.419094E-2
