Parameters: 	Upper Cutoff:  500	Lower Cutoff: 20	Sample Rate (Hz): 1000	Frames Per Second30	Display Window Size (S)100	MVC Window Size (s): 100	Seconds To Acquire MVC: 3	Display Channel: 0
10/19/2017  17:33:02.303023	-4.188328E-1	1.319332E-2	1.900811E-2	-1.013123E+1	2.222863E-2	2.455003E-2	7.205661E-2	2.401527E-2
10/19/2017  17:33:02.304023	3.259725E-1	1.319332E-2	8.827299E-3	-1.013632E+1	2.222863E-2	2.200605E-2	7.459952E-2	3.419094E-2
10/19/2017  17:33:02.305023	4.886603E-1	1.573716E-2	1.646291E-2	-1.013123E+1	3.497837E-2	1.437409E-2	7.968532E-2	3.927877E-2
10/19/2017  17:33:02.306023	3.895224E-1	1.064948E-2	1.137250E-2	-1.014142E+1	2.477858E-2	1.946206E-2	6.951371E-2	3.164702E-2
10/19/2017  17:33:02.307023	3.335985E-1	1.573716E-2	1.900811E-2	-1.014651E+1	6.928941E-3	2.709402E-2	6.442791E-2	1.638352E-2
10/19/2017  17:33:02.308023	2.802165E-1	1.319332E-2	2.918892E-2	-1.013887E+1	1.712873E-2	2.200605E-2	8.222822E-2	2.910311E-2
10/19/2017  17:33:02.309023	1.810786E-1	1.064948E-2	1.137250E-2	-1.012614E+1	2.477858E-2	1.691808E-2	7.968532E-2	4.182269E-2
10/19/2017  17:33:02.310023	1.556586E-1	1.828100E-2	1.137250E-2	-1.014651E+1	2.477858E-2	1.946206E-2	6.951371E-2	2.655919E-2
10/19/2017  17:33:02.311023	1.251547E-1	1.828100E-2	2.155331E-2	-1.014142E+1	2.222863E-2	2.709402E-2	7.205661E-2	2.910311E-2
10/19/2017  17:33:02.312023	6.668872E-2	1.064948E-2	2.664372E-2	-1.011341E+1	1.457878E-2	1.946206E-2	8.731403E-2	2.910311E-2
10/19/2017  17:33:02.313023	4.381074E-2	1.319332E-2	1.646291E-2	-1.012869E+1	2.477858E-2	1.183011E-2	7.459952E-2	2.147136E-2
10/19/2017  17:33:02.314023	8.222774E-3	1.064948E-2	1.391770E-2	-1.013887E+1	2.477858E-2	1.946206E-2	5.934210E-2	2.401527E-2
10/19/2017  17:33:02.315023	6.160473E-2	1.064948E-2	1.137250E-2	-1.014142E+1	1.712873E-2	2.963800E-2	8.222822E-2	2.147136E-2
10/19/2017  17:33:02.316023	1.505746E-1	5.561801E-3	2.664372E-2	-1.013378E+1	1.457878E-2	1.946206E-2	8.477112E-2	3.673486E-2
10/19/2017  17:33:02.317023	1.149867E-1	1.573716E-2	1.191689E-3	-1.012869E+1	2.477858E-2	1.691808E-2	6.442791E-2	2.910311E-2
10/19/2017  17:33:02.318023	7.685671E-2	2.336868E-2	8.827299E-3	-1.014651E+1	2.477858E-2	2.709402E-2	6.188501E-2	2.401527E-2
10/19/2017  17:33:02.319023	3.872675E-2	2.591253E-2	3.173413E-2	-1.013887E+1	1.712873E-2	3.472597E-2	8.222822E-2	3.164702E-2
10/19/2017  17:33:02.320023	5.906273E-2	4.741205E-4	2.155331E-2	-1.012869E+1	1.712873E-2	1.437409E-2	8.222822E-2	3.673486E-2
10/19/2017  17:33:02.321023	5.397873E-2	1.064948E-2	-1.353514E-3	-1.013887E+1	2.222863E-2	6.742135E-3	6.697081E-2	3.927877E-2
10/19/2017  17:33:02.322023	6.668872E-2	2.845637E-2	1.391770E-2	-1.014651E+1	2.477858E-2	2.963800E-2	6.951371E-2	2.655919E-2
10/19/2017  17:33:02.323023	9.719269E-2	1.573716E-2	1.646291E-2	-1.013887E+1	2.477858E-2	3.218199E-2	7.714242E-2	2.147136E-2
10/19/2017  17:33:02.324023	8.956670E-2	2.591253E-2	1.900811E-2	-1.013123E+1	1.967868E-2	1.183011E-2	8.222822E-2	3.673486E-2
10/19/2017  17:33:02.325023	9.719269E-2	8.105642E-3	1.646291E-2	-1.013378E+1	2.222863E-2	4.198150E-3	7.205661E-2	2.910311E-2
