Parameters: 	Upper Cutoff: : 500	Lower Cutoff: : 20	Sample Rate (HZ)1000	Frames Per Second: 30	Display Window Size (S)800	MVC Window Size (s): 800	Seconds To Acquire MVC: 3	Display Channel: 0
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	10/19/2017  17:39:22.738956	10/19/2017  17:39:22.738956	10/19/2017  17:39:22.738956	10/19/2017  17:39:22.738956	10/19/2017  17:39:22.738956	10/19/2017  17:39:22.738956	10/19/2017  17:39:22.738956	10/19/2017  17:39:22.738956
delta t	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
10/19/2017  17:39:22.722755	-3.400309E-1	1.319332E-2	1.137250E-2	-1.014142E+1	4.262821E-2	1.946206E-2	7.459952E-2	2.147136E-2
10/19/2017  17:39:22.723755	4.126874E-2	1.064948E-2	2.664372E-2	-1.014396E+1	2.222863E-2	1.946206E-2	7.205661E-2	3.164702E-2
10/19/2017  17:39:22.724755	6.310122E-1	8.105642E-3	2.155331E-2	-1.013378E+1	-7.209035E-4	1.946206E-2	6.951371E-2	3.419094E-2
10/19/2017  17:39:22.725755	2.141246E-1	1.064948E-2	8.827299E-3	-1.013632E+1	2.732853E-2	1.946206E-2	7.205661E-2	2.910311E-2
10/19/2017  17:39:22.726755	-6.041116E-2	2.336868E-2	2.155331E-2	-1.014396E+1	2.222863E-2	2.709402E-2	7.459952E-2	2.910311E-2
10/19/2017  17:39:22.727755	-2.228120E-2	1.064948E-2	3.173413E-2	-1.012614E+1	1.457878E-2	2.200605E-2	7.968532E-2	2.910311E-2
10/19/2017  17:39:22.728755	1.454906E-1	4.741205E-4	1.137250E-2	-1.013123E+1	1.712873E-2	1.183011E-2	7.459952E-2	3.673486E-2
10/19/2017  17:39:22.729755	1.556586E-1	1.064948E-2	1.137250E-2	-1.013887E+1	3.242842E-2	1.946206E-2	7.205661E-2	3.164702E-2
10/19/2017  17:39:22.730755	-4.007518E-2	2.336868E-2	1.646291E-2	-1.014651E+1	2.477858E-2	2.455003E-2	7.714242E-2	2.910311E-2
10/19/2017  17:39:22.731755	1.632846E-1	1.828100E-2	2.664372E-2	-1.013887E+1	9.478889E-3	2.455003E-2	7.205661E-2	2.401527E-2
10/19/2017  17:39:22.732755	-5.891467E-1	4.741205E-4	1.137250E-2	-1.013887E+1	1.712873E-2	1.437409E-2	7.205661E-2	3.927877E-2
10/19/2017  17:39:22.733755	-5.688107E-1	2.082484E-2	1.137250E-2	-1.014396E+1	2.987847E-2	1.946206E-2	6.697081E-2	3.419094E-2
10/19/2017  17:39:22.734755	9.996019E-1	1.828100E-2	3.427933E-2	-1.014651E+1	2.732853E-2	3.472597E-2	6.951371E-2	2.910311E-2
10/19/2017  17:39:22.735755	6.488062E-1	1.319332E-2	2.409852E-2	-1.013887E+1	1.202884E-2	2.200605E-2	7.714242E-2	3.164702E-2
10/19/2017  17:39:22.736755	-1.214191E-1	8.105642E-3	1.391770E-2	-1.013378E+1	1.457878E-2	4.198150E-3	7.205661E-2	3.164702E-2
10/19/2017  17:39:22.737755	-3.934129E-1	1.573716E-2	1.391770E-2	-1.014142E+1	2.732853E-2	2.200605E-2	6.697081E-2	3.673486E-2
10/19/2017  17:39:22.738755	2.929265E-1	1.828100E-2	1.391770E-2	-1.014651E+1	2.987847E-2	2.963800E-2	7.205661E-2	2.401527E-2
10/19/2017  17:39:22.739755	4.124004E-1	3.017961E-3	2.664372E-2	-1.013887E+1	1.202884E-2	1.946206E-2	7.714242E-2	2.910311E-2
10/19/2017  17:39:22.740755	3.920644E-1	1.064948E-2	2.155331E-2	-1.013887E+1	2.477858E-2	6.742135E-3	7.459952E-2	2.910311E-2
10/19/2017  17:39:22.741755	4.251104E-1	4.741205E-4	1.137250E-2	-1.013887E+1	3.497837E-2	9.286120E-3	7.205661E-2	4.182269E-2
10/19/2017  17:39:22.742755	6.030502E-1	2.082484E-2	1.646291E-2	-1.013378E+1	2.732853E-2	2.709402E-2	6.951371E-2	2.910311E-2
10/19/2017  17:39:22.743755	2.115826E-1	2.082484E-2	2.155331E-2	-1.013887E+1	6.928941E-3	2.963800E-2	7.714242E-2	2.655919E-2
10/19/2017  17:39:22.744755	-3.705349E-1	1.319332E-2	2.155331E-2	-1.014651E+1	1.712873E-2	1.946206E-2	7.714242E-2	2.910311E-2
10/19/2017  17:39:22.745755	-5.840627E-1	8.105642E-3	1.900811E-2	-1.012869E+1	1.712873E-2	1.691808E-2	7.205661E-2	3.673486E-2
10/19/2017  17:39:22.746755	-2.434350E-1	1.064948E-2	1.900811E-2	-1.013632E+1	2.222863E-2	2.455003E-2	7.459952E-2	2.910311E-2
10/19/2017  17:39:22.747755	-2.764810E-1	1.573716E-2	1.900811E-2	-1.013887E+1	1.457878E-2	1.946206E-2	7.459952E-2	1.383961E-2
10/19/2017  17:39:22.748755	-3.298629E-1	1.319332E-2	1.646291E-2	-1.015924E+1	2.222863E-2	2.455003E-2	7.205661E-2	2.910311E-2
10/19/2017  17:39:22.749755	7.177272E-2	1.319332E-2	2.918892E-2	-1.014142E+1	1.712873E-2	2.455003E-2	8.222822E-2	5.199836E-2
10/19/2017  17:39:22.750755	5.496683E-1	8.105642E-3	1.900811E-2	-1.010832E+1	1.967868E-2	1.691808E-2	7.968532E-2	3.673486E-2
10/19/2017  17:39:22.751755	2.344606E-1	1.573716E-2	1.137250E-2	-1.013378E+1	2.732853E-2	1.946206E-2	6.951371E-2	2.910311E-2
10/19/2017  17:39:22.752755	8.194071E-2	1.573716E-2	2.155331E-2	-1.014905E+1	1.967868E-2	2.455003E-2	6.442791E-2	3.164702E-2
10/19/2017  17:39:22.753755	2.192086E-1	1.064948E-2	1.900811E-2	-1.014142E+1	1.457878E-2	1.946206E-2	7.968532E-2	3.164702E-2
10/19/2017  17:39:22.754755	3.742704E-1	5.561801E-3	1.900811E-2	-1.012869E+1	2.222863E-2	1.437409E-2	8.222822E-2	3.927877E-2
								
10/19/2017  17:39:22.755755	8.194071E-2	1.573716E-2	6.282096E-3	-1.013887E+1	2.987847E-2	1.437409E-2	6.697081E-2	2.910311E-2
10/19/2017  17:39:22.756755	-3.244919E-2	8.105642E-3	1.900811E-2	-1.014396E+1	2.222863E-2	2.709402E-2	6.697081E-2	2.401527E-2
10/19/2017  17:39:22.757755	-5.024317E-2	1.573716E-2	3.173413E-2	-1.014396E+1	9.478889E-3	1.691808E-2	8.222822E-2	3.164702E-2
10/19/2017  17:39:22.758755	-1.442971E-1	1.064948E-2	1.646291E-2	-1.014142E+1	2.222863E-2	1.946206E-2	7.459952E-2	3.673486E-2
10/19/2017  17:39:22.759755	-1.315871E-1	1.319332E-2	2.409852E-2	-1.014396E+1	2.477858E-2	2.455003E-2	7.205661E-2	3.419094E-2
10/19/2017  17:39:22.760755	3.361405E-1	2.336868E-2	8.827299E-3	-1.014651E+1	2.987847E-2	2.455003E-2	7.205661E-2	2.401527E-2
10/19/2017  17:39:22.761755	1.149867E-1	1.828100E-2	2.155331E-2	-1.014651E+1	1.457878E-2	2.709402E-2	8.222822E-2	2.401527E-2
10/19/2017  17:39:22.762755	-3.753318E-2	2.082484E-2	2.664372E-2	-1.014905E+1	2.732853E-2	2.455003E-2	7.714242E-2	3.927877E-2
10/19/2017  17:39:22.763755	6.106762E-1	1.319332E-2	2.155331E-2	-1.013123E+1	2.732853E-2	1.183011E-2	6.951371E-2	3.673486E-2
10/19/2017  17:39:22.764755	4.606984E-1	1.064948E-2	1.391770E-2	-1.013378E+1	1.712873E-2	1.946206E-2	6.951371E-2	2.910311E-2
10/19/2017  17:39:22.765755	3.895224E-1	2.082484E-2	2.409852E-2	-1.014905E+1	1.967868E-2	2.709402E-2	8.222822E-2	2.910311E-2
10/19/2017  17:39:22.766755	-5.278517E-2	8.105642E-3	2.664372E-2	-1.013123E+1	6.928941E-3	1.437409E-2	7.205661E-2	4.691052E-2
10/19/2017  17:39:22.767755	-3.501989E-1	8.105642E-3	1.391770E-2	-1.012869E+1	2.987847E-2	1.946206E-2	6.697081E-2	3.164702E-2
10/19/2017  17:39:22.768755	-2.815650E-1	1.828100E-2	1.391770E-2	-1.014651E+1	2.732853E-2	2.709402E-2	7.205661E-2	1.892744E-2
10/19/2017  17:39:22.769755	-3.400309E-1	1.319332E-2	2.155331E-2	-1.013887E+1	1.202884E-2	2.709402E-2	7.714242E-2	2.910311E-2
10/19/2017  17:39:22.770755	5.652073E-2	8.105642E-3	2.155331E-2	-1.013378E+1	1.202884E-2	1.946206E-2	7.968532E-2	3.927877E-2
10/19/2017  17:39:22.771755	6.923072E-2	8.105642E-3	1.137250E-2	-1.011850E+1	2.477858E-2	1.691808E-2	6.442791E-2	3.164702E-2
10/19/2017  17:39:22.772755	-4.261718E-2	1.319332E-2	6.282096E-3	-1.014396E+1	2.732853E-2	2.709402E-2	6.951371E-2	1.129569E-2
10/19/2017  17:39:22.773755	-5.024317E-2	1.828100E-2	2.409852E-2	-1.015924E+1	1.457878E-2	2.963800E-2	8.731403E-2	3.419094E-2
10/19/2017  17:39:22.774755	3.005525E-1	8.105642E-3	1.900811E-2	-1.013887E+1	2.222863E-2	2.200605E-2	7.459952E-2	3.927877E-2
10/19/2017  17:39:22.775755	7.431471E-2	1.319332E-2	1.137250E-2	-1.013378E+1	2.732853E-2	3.218199E-2	7.714242E-2	2.910311E-2
10/19/2017  17:39:22.776755	7.177272E-2	2.082484E-2	1.900811E-2	-1.013887E+1	2.477858E-2	2.200605E-2	8.477112E-2	2.655919E-2
10/19/2017  17:39:22.777755	4.889474E-2	8.105642E-3	2.664372E-2	-1.012869E+1	1.457878E-2	2.200605E-2	7.968532E-2	3.164702E-2
10/19/2017  17:39:22.778755	4.126874E-2	8.105642E-3	3.736893E-3	-1.012869E+1	1.457878E-2	1.183011E-2	7.205661E-2	3.673486E-2
10/19/2017  17:39:22.779755	3.618475E-2	1.828100E-2	1.646291E-2	-1.013632E+1	1.967868E-2	2.455003E-2	7.205661E-2	3.164702E-2
10/19/2017  17:39:22.780755	5.967806E-4	1.064948E-2	1.900811E-2	-1.014142E+1	2.732853E-2	1.437409E-2	7.205661E-2	2.655919E-2
10/19/2017  17:39:22.781755	5.967806E-4	4.741205E-4	2.155331E-2	-1.013887E+1	2.477858E-2	1.946206E-2	7.459952E-2	3.673486E-2
10/19/2017  17:39:22.782755	4.126874E-2	1.064948E-2	1.137250E-2	-1.013378E+1	2.732853E-2	3.218199E-2	6.697081E-2	3.164702E-2
10/19/2017  17:39:22.783755	8.956670E-2	3.354405E-2	1.900811E-2	-1.013887E+1	2.987847E-2	2.963800E-2	7.968532E-2	2.655919E-2
10/19/2017  17:39:22.784755	7.431471E-2	1.064948E-2	1.391770E-2	-1.013378E+1	1.967868E-2	1.946206E-2	7.205661E-2	3.164702E-2
10/19/2017  17:39:22.785755	8.956670E-2	-7.157401E-3	1.900811E-2	-1.015160E+1	1.457878E-2	1.946206E-2	7.205661E-2	2.655919E-2
