Parameters: 	Upper Cutoff: : 500	Lower Cutoff: : 20	Sample Rate (HZ)1000	Frames Per Second: 30	Display Window Size (S)400	MVC Window Size (s): 400	Seconds To Acquire MVC: 3	Display Channel: 0
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	10/19/2017  17:44:13.510579	10/19/2017  17:44:13.510579	10/19/2017  17:44:13.510579	10/19/2017  17:44:13.510579	10/19/2017  17:44:13.510579	10/19/2017  17:44:13.510579	10/19/2017  17:44:13.510579	10/19/2017  17:44:13.510579
delta t	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
10/19/2017  17:44:13.509543	2.208492E-1	2.710953E-3	2.423518E-3	1.129151E-3	3.926100E-3	3.188449E-3	7.091055E-3	2.548537E-3
10/19/2017  17:44:13.510543	7.836709E-2	2.240387E-3	6.930832E-3	1.502655E-3	4.877364E-4	6.530649E-3	1.396049E-3	3.132156E-4
10/19/2017  17:44:13.511543	7.804411E-1	3.964504E-3	3.848039E-4	6.071899E-3	6.349768E-3	1.852767E-3	1.180076E-3	2.124067E-4
10/19/2017  17:44:13.512543	2.282792E+0	9.333464E-3	2.207298E-3	3.845060E-3	4.164884E-3	9.941134E-3	2.971827E-3	6.333832E-3
10/19/2017  17:44:13.513543	1.999015E+0	8.851836E-3	6.149706E-3	2.181527E-3	5.058480E-3	4.167387E-3	1.948926E-3	8.571204E-3
10/19/2017  17:44:13.514543	5.537564E-1	4.311566E-3	8.570948E-3	2.373350E-2	7.526078E-3	5.562826E-3	9.695949E-3	3.223529E-3
10/19/2017  17:44:13.515543	4.271103E-1	3.457608E-3	4.985167E-3	3.571353E-3	1.104092E-3	1.091096E-2	1.769126E-3	1.307810E-3
10/19/2017  17:44:13.516543	3.629272E-1	2.403510E-3	5.890529E-3	1.551774E-2	3.580575E-3	4.942142E-3	1.425876E-2	2.040899E-3
10/19/2017  17:44:13.517543	4.197079E-2	3.665189E-3	1.941797E-3	5.341053E-4	1.859519E-3	1.047228E-2	7.645221E-3	1.091046E-2
10/19/2017  17:44:13.518543	1.068555E-1	4.271143E-3	7.498138E-3	2.719389E-3	3.524099E-3	3.910156E-3	1.232619E-2	6.053634E-3
10/19/2017  17:44:13.519543	2.567641E-1	3.356932E-3	5.329996E-3	6.602051E-3	4.109166E-3	1.226061E-3	2.122332E-3	4.452296E-3
10/19/2017  17:44:13.520543	2.685723E-1	8.218766E-3	9.442459E-3	2.153048E-3	7.767334E-4	3.606220E-3	3.810607E-3	9.275802E-4
10/19/2017  17:44:13.521543	4.150837E-2	1.025263E-3	1.100619E-2	8.411153E-3	5.979903E-3	5.196676E-3	1.619921E-3	4.837688E-4
10/19/2017  17:44:13.522543	9.967414E-1	4.264128E-3	3.535925E-3	8.242989E-3	2.658341E-4	3.968379E-3	5.458014E-3	6.360277E-3
10/19/2017  17:44:13.523543	8.499227E-1	6.981849E-4	3.368945E-3	9.540492E-3	1.343571E-2	9.380821E-3	7.145604E-3	4.535394E-3
10/19/2017  17:44:13.524543	1.094647E+0	4.448581E-3	5.205107E-4	4.016677E-3	9.320571E-3	2.026505E-3	2.955219E-3	9.945416E-3
10/19/2017  17:44:13.525543	2.070035E+0	1.521574E-3	5.533152E-3	6.440385E-4	1.142768E-2	1.420894E-2	6.682503E-3	4.800356E-3
10/19/2017  17:44:13.526543	1.075489E+0	7.095200E-3	4.635215E-3	2.509516E-3	8.577900E-3	3.690630E-3	3.942074E-3	5.637399E-3
10/19/2017  17:44:13.527543	9.047692E-2	8.660286E-3	4.968918E-4	5.871458E-4	4.682018E-3	8.375378E-3	2.780755E-3	2.138732E-3
10/19/2017  17:44:13.528543	3.041880E-2	1.101887E-2	8.827018E-3	3.682258E-3	1.194430E-2	1.564221E-3	4.669533E-3	4.772472E-3
10/19/2017  17:44:13.529543	2.782177E-1	2.893583E-3	1.083580E-2	8.550115E-3	3.870676E-3	7.754603E-3	3.356000E-3	7.768611E-3
10/19/2017  17:44:13.530543	1.733571E-1	6.315966E-3	7.674891E-3	8.328819E-3	8.638909E-3	1.170423E-3	4.224128E-3	3.514104E-3
10/19/2017  17:44:13.531543	1.000111E-1	4.465254E-3	9.145717E-4	1.168651E-2	7.888062E-3	7.945279E-3	3.452256E-3	6.185374E-3
10/19/2017  17:44:13.532543	1.089366E-1	5.554974E-3	4.877466E-3	2.496121E-3	2.212125E-3	9.771166E-4	4.500139E-3	2.231148E-3
